ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,title,url,volume,year
article,HOU2020100720,"Technology not only allows us to (co-)create, collect, store, and use knowledge and information, but it also enables us to connect with people and resources all over the world, to collaborate in the creation of knowledge, and to distribute and benefit from knowledge products. In this study, two visual and interactive pedagogies in information technology are used to train non-technical students and evaluate the performance and feedback of students in a programming course in the Department of Beauty Science. Computational thinking was integrated into the design and application of the programming subject. At the end of the semester, data were collected from 40 sophomore students in the Department of Beauty Science who answered the technology acceptance model (TAM) questionnaire and Learning Satisfactory Questionnaire after the training. An analysis was conducted using basic statistical and correlation methods, and the items demonstrated good reliability for Scratch and Tableau. The mean of 14 items in the TAM questionnaire was above 3.5 for Scratch, and that of four items was lower than 3.5 for Tableau. The mean of all the items was above 4.40 for the Learning Satisfactory Questionnaire. In the correlation analysis, the variables of perceived usefulness and perceived ease of use were positively related to the attitude and behavior in Scratch and Tableau. The use of visual and interactive programming pedagogies enhanced the interest of novice and non-technical students in learning technology. The learners were satisfied with the interactive pedagogies on computational and spatial intelligence.",,Hsing-Yu Hou and Somya Agrawal and Chin-Feng Lee,,https://doi.org/10.1016/j.tsc.2020.100720,,,,1871-1871,Thinking Skills and Creativity,"Computational thinking, Technology acceptance model, Visualization, Scratch, Tableau",,,100720,,Computational thinking training with technology for non-information undergraduates,https://www.sciencedirect.com/science/article/pii/S1871187120301942,38,2020
article,ROMANGONZALEZ2017678,"Computational thinking (CT) is being located at the focus of educational innovation, as a set of problem-solving skills that must be acquired by the new generations of students to thrive in a digital world full of objects driven by software. However, there is still no consensus on a CT definition or how to measure it. In response, we attempt to address both issues from a psychometric approach. On the one hand, a Computational Thinking Test (CTt) is administered on a sample of 1,251 Spanish students from 5th to 10th grade, so its descriptive statistics and reliability are reported in this paper. On the second hand, the criterion validity of the CTt is studied with respect to other standardized psychological tests: the Primary Mental Abilities (PMA) battery, and the RP30 problem-solving test. Thus, it is intended to provide a new instrument for CT measurement and additionally give evidence of the nature of CT through its associations with key related psychological constructs. Results show statistically significant correlations at least moderately intense between CT and: spatial ability (r = 0.44), reasoning ability (r = 0.44), and problem-solving ability (r = 0.67). These results are consistent with recent theoretical proposals linking CT to some components of the Cattel-Horn-Carroll (CHC) model of intelligence, and corroborate the conceptualization of CT as a problem-solving ability.",,Marcos Román-González and Juan-Carlos Pérez-González and Carmen Jiménez-Fernández,,https://doi.org/10.1016/j.chb.2016.08.047,,,,0747-5632,Computers in Human Behavior,"Computational thinking, Computational Thinking Test, Code literacy, Computer science education, Cognitive abilities, Cognitive assessment, Educational psychology, Primary education, Secondary education",,,678-691,,Which cognitive abilities underlie computational thinking? Criterion validity of the Computational Thinking Test,https://www.sciencedirect.com/science/article/pii/S0747563216306185,72,2017
article,PLOOG2024100653,"The popularity of programmable robots in early childhood education is growing. Such robots are discussed in the literature from the points of view of teachers, parents and children. We add the role of robot designers to this list. Focusing on designers and specifically their intentions is beneficial in two settings: in teacher training and whenever using the robots in playing activities in ECE. We present a qualitative study on robot designer intentions, conducted by group interviews with designers of two common but significantly different programmable robots, the Kubo robot and the Rugged robot. Using Activity Theory as the underlying framework for the thematic analysis of the interviews, our data reveal a large overlap of the intentions of both groups. They express the common goal of preparing children for the future although through slightly different competencies: enhancing computational thinking and 21st century skills, respectively. Both groups highlight the relevance of subjects outside computer science, specifically beyond coding. Our data also show a design process difference the Rugged robot was developed with a teacher-oriented approach whereas the Kubo robot with an object-oriented approach.",,Maria Ploog and Tomasz Wiktorski,,https://doi.org/10.1016/j.ijcci.2024.100653,,,,2212-8689,International Journal of Child-Computer Interaction,"Educational robots, Early childhood education, Designers' intention, Future competencies, Coding and computational thinking",,,100653,,The intentions of the designers of digital educational tools in early childhood education,https://www.sciencedirect.com/science/article/pii/S2212868924000217,40,2024
article,CITTA2019103613,"Although several investigations of spatial reasoning and mental rotation skills have been conducted in research areas linked to STEM education, to the best of our knowledge, few of these studies have examined the relationship between spatial reasoning and computational thinking. Given this gap in the literature, the present study investigates the role and action of spatial reasoning, and specifically the effects of mental rotation on computational thinking within an embodied and enacted perspective. To achieve this, we carried out a study involving 92 students in five primary-school classes (1st grade - 5th grade). The findings reveal a positive correlation between computational thinking skill and mental rotation ability.",,Giuseppe Città and Manuel Gentile and Mario Allegra and Marco Arrigo and Daniela Conti and Simona Ottaviano and Francesco Reale and Marinella Sciortino,,https://doi.org/10.1016/j.compedu.2019.103613,,,,0360-1315,Computers & Education,"Computational thinking, Visuospatial skills, Mental rotation, Unplugged coding, STEM",,,103613,,The effects of mental rotation on computational thinking,https://www.sciencedirect.com/science/article/pii/S0360131519301666,141,2019
article,TAYLOR201999,"This study examines the impact of grouping by gender and group roles on robotics performance, computational thinking skills, and learning motivation towards computer programming. One hundred ninety-one students in fourth and fifth grade completed the project. LEGO Mindstorms EV3 robotics were used to compose and program music in groups of three to four students. The robotics project was completed over the course of fourteen weeks for 1 h each week. Gender-structured groups of all female, all male and mixed female and male were randomly assigned in each class. All groups in participating six classrooms were assigned one of three group roles implementation, which were fixed, rotating and no role. This study is significant towards identifying group scaffolds and supports that can produce benefits for all students in robotic activities. Results indicated that group roles matter when students are working on collaborative robotics projects. Three different implementations of group roles in robotics activities demonstrated an impact on robotics performance scores. Gender composition of the group did not impact groups' robotics performance. Group roles also impacted student computational thinking skills, while gender composition of the group still demonstrated no significant difference. Finally, while group roles demonstrated a difference in learning motivation towards computer programming, gender composition demonstrated no difference in learning motivation towards computer programming.",,Kellie Taylor and Youngkyun Baek,,https://doi.org/10.1016/j.chb.2018.12.010,,,,0747-5632,Computers in Human Behavior,"Computational robotics, STEM education, Computational thinking, Robotics performance, Learning motivation towards computer programming, Robotics in music composition",,,99-105,,Grouping matters in computational robotic activities,https://www.sciencedirect.com/science/article/pii/S074756321830596X,93,2019
article,BENVENUTI2023107903,"Despite the significant emphasis placed on incorporating 21st century skills into the educational framework, particularly at the primary level, recent scholarly works indicate considerable variation in the implementation of these skills across different countries and regions, suggesting a demand for further research specifically focusing on primary education. The indications of the Digicomp framework and 21st-century skills in Europe have outlined the key competences for lifelong learning needed for all citizens, including teachers and students. In this perspective, Education plays a fundamental role in ensuring that citizens acquire the required skills. The objective in the common European framework is clear: to initiate a transition from the culture of knowledge to the culture of competence. Nowadays, technological advancement allows the researchers to create and combine different frameworks with the perspective of an even more tailored, and engaged education, some examples derived from the implementation of Virtual Reality (VR) and Augmented Reality (AR), in the combination of Gamification and AI, or the development of Intelligent Tutoring Systems (ITS) to foster and create an even more personalized learning and teaching. Following these premises, in this paper, we want to point out new research reflections and perspectives that could help researchers, teachers, educators (and consequently students) to reflect on the introduction of new technologies (e.g., artificial intelligence, robot tutors) and on how these can affect on human behavioral development and on the acquisition of new skills and competences (Specifically: Creativity, Critical Thinking, Problem Solving, and Computational Thinking) for the educational context. The analysis carried on, suggests a perspective on how creativity, critical thinking, and problem-solving can be effective in promoting computational thinking, and how Artificial Intelligence (AI) could be an aid instrument to teachers in the fostering of creativity, critical thinking, and problem-solving in schools and educational contexts.",,Martina Benvenuti and Angelo Cangelosi and Armin Weinberger and Elvis Mazzoni and Mariagrazia Benassi and Mattia Barbaresi and Matteo Orsoni,,https://doi.org/10.1016/j.chb.2023.107903,,,,0747-5632,Computers in Human Behavior,"Artificial intelligence, Education, Competencies, Robot tutors",,,107903,,Artificial intelligence and human behavioral development: A perspective on new skills and competences acquisition for the educational context,https://www.sciencedirect.com/science/article/pii/S0747563223002546,148,2023
article,ALLSOP201930,"This study explored the ways that the Computational Thinking (CT) process can be evaluated in a classroom environment. Thirty Children aged 10–11 years, from a primary school in London took part in a game-making project using the Scratch and Alice 2.4 applications for eight months. For the focus of this specific paper, data from participant observations, informal conversations, problem-solving sheets, semi-structured interviews and children’s completed games were used to make sense of elements of the computational thinking process and approaches to evaluate these elements in a computer game design context. The discussions around what CT consists, highlighted the complex structure of computational thinking and the interaction between the elements of artificial intelligence (AI), computer, cognitive, learning and psychological sciences. This also emphasised the role of metacognition in the Computational Thinking process. These arguments illustrated that it is not possible to evaluate Computational Thinking using only programming constructs, as CT process provides opportunities for developing many other skills and concepts. Therefore a multiple evaluation approach should be adopted to illustrate the full learning scope of the Computational Thinking Process. Using the support of literature review and the findings of the data analysis I proposed a multiple approach evaluation model where ‘computational concepts’, ‘metacognitive practices’, and ‘learning behaviours’ were discussed as the main elements of the CT process. Additionally, in order to investigate these dimensions within a game-making context, computer game design was also included in this evaluation model.",,Yasemin Allsop,,https://doi.org/10.1016/j.ijcci.2018.10.004,,,,2212-8689,International Journal of Child-Computer Interaction,"Game programming, Elementary school, Scratch, Alice, Assessment, Computational thinking, Metacognition, Coding",,,30-55,,Assessing computational thinking process using a multiple evaluation approach,https://www.sciencedirect.com/science/article/pii/S2212868918300588,19,2019
article,HOOSHYAR2021106575,"Several studies have reported that adaptivity and personalization in educational computer games facilitate reaching their full educational potential. However, there is little effort to develop adaptive educational computer games for promoting students' computational thinking (CT). In this study, an adaptive computer game is introduced, called AutoThinking, that not only promotes both CT skills and conceptual knowledge, but also provides adaptivity in both game-play and learning processes. To evaluate the possible effects of the game, an experimental study was carried out with 79 students in an elementary school in Estonia. AutoThinking and a conventional technology-enhanced learning approach were used for teaching CT to the experimental and control group, respectively. Our results reveal that AutoThinking improved students’ CT skills and conceptual knowledge better than the conventional approach. It was also found that students with a low and high level of prior knowledge made higher improvement in knowledge gain using the adaptive game compared to the traditional approach, especially those students with lower prior knowledge. Finally, our findings show that the adaptive game could also improve students' learning attitude toward CT better than the conventional approach, especially those students with higher prior learning attitudes.",,Danial Hooshyar and Liina Malva and Yeongwook Yang and Margus Pedaste and Minhong Wang and Heuiseok Lim,,https://doi.org/10.1016/j.chb.2020.106575,,,,0747-5632,Computers in Human Behavior,"Adaptive educational computer game, Computational thinking knowledge and skills, Adaptive learning, Adaptive game-play",,,106575,,An adaptive educational computer game: Effects on students' knowledge and learning attitude in computational thinking,https://www.sciencedirect.com/science/article/pii/S074756322030323X,114,2021
article,TIKVA2021100849,"Computational Thinking (CT) through programming in higher education is considered an important skill for students to become problem solvers and thrive in the new digital workplace. Despite the wide interest, a systematic map of CT through programming in higher education is still missing. The aim of this study is twofold. First, we aim to provide a systematic map of the relevant research by identifying the areas and sub-areas of CT through programming teaching and learning in higher education. Second, we aim to investigate these areas based on two dimensions: their evolution over the years and the branches to which CT is applied. For this purpose, we apply a systematic mapping methodology. Main results include the identification of the CT areas of Knowledge Base, Assessment, Learning Strategies, Tools, Factors and Capacity Building. Of these, Knowledge Base, Assessment and Tools have significantly evolved throughout the years, while Capacity Building has only recently emerged. In addition, the introduction of CT to undergraduate students and preservice teachers differs mainly in the tools used and the CT elements that are assessed. The study contributes to the field by providing a structured type of research conducted and identifying gaps and opportunities for future research.",,Christina Tikva and Efthimios Tambouris,,https://doi.org/10.1016/j.tsc.2021.100849,,,,1871-1871,Thinking Skills and Creativity,"Computational Thinking, Programming, Higher education",,,100849,,A systematic mapping study on teaching and learning Computational Thinking through programming in higher education,https://www.sciencedirect.com/science/article/pii/S187118712100064X,41,2021
article,KONSTANTINIDOU2022104424,"Providing high-quality instruction with technology has become more important than ever before. However, the instructional practices and the degree to which key skills, such as digital literacy and computational thinking, are emphasized in classrooms vary considerably between teachers, schools, and countries. The present study was aimed at explaining this variation in the frequency of teaching practices with technology and teachers' emphasis on developing students' computer and information literacy and computational thinking by key aspects of teacher motivation and expertise, school conditions and priorities, and countries' economy and innovation. Utilizing large-scale, representative data from the International Computer and Information Literacy Study (ICILS) 2018 (15,015 teachers in 1195 schools in eight countries), we performed multilevel structural equation modeling and regression trees and found that teacher motivation and collaboration were positively and consistently linked to teaching practices across countries. Besides, principals' expectations concerning the teaching with technology explained variation in Finnish and German schools. In three countries, teachers' professional development was related to their teaching practices. Finally, countries’ economic development and innovation explained variation in the teacher-level effects. Our study sheds new light on the possible factors related to teaching with technology and advances the field by taking a multilevel and international perspective on these factors.",,Evi Konstantinidou and Ronny Scherer,,https://doi.org/10.1016/j.compedu.2021.104424,,,,0360-1315,Computers & Education,"Data science applications in education, Information literacy, Teaching/learning strategies, 21st century abilities",,,104424,,"Teaching with technology: A large-scale, international, and multilevel study of the roles of teacher and school characteristics",https://www.sciencedirect.com/science/article/pii/S0360131521003018,179,2022
article,ROMANGONZALEZ201847,"Computational thinking (CT) is arising as a set of problem-solving skills that must be acquired by the new generations of students to fully understand and participate in our computer-based world. However, from a psychometric approach, we are still at an early stage regarding the definition and assessment of CT as a psychological variable. One way to advance in this area is to investigate whether ‘computationally talented’ students (i.e., ‘computational top thinkers’) can be detected even before learning to code; and, if so, how to teach them properly to fully develop their high-computational ability. This paper presents several empirical concatenated studies about the predictive validity of the Computational Thinking Test (CTt), which is administered on a sample of 314 middle school Spanish students (n=314). We report the predictive validity of the CTt, conducted at the beginning of the quarter, with respect to academic performance (Informatics, Mathematics, and Language) and learning analytics in a Code.org course collected at the end of the quarter. We also analyze the predictive validity of the CTt to early distinguish between ‘computational regular thinkers’ and ‘computational top thinkers’ (i.e., those who spontaneously accelerated from the ‘block-based’ programming environment of Code.org to the ‘text-based’ one of Khan Academy). Finally, we perform a case study over two of the students categorized as ‘computational top thinkers’, in which one of their coding products written in Processing JavaScript is described. Our results demonstrate that ‘computationally talented’ students can be detected in middle school, and that these subjects have the ability to accelerate in the Computer Science Education standards between 1 and 2 years compared to the regular learners. This could have major implications on the emerging computing curricula, which should take into account these individual differences in computational ability and ‘learning-how-to-code’ speed to ensure an appropriate progression for every student.",,Marcos Román-González and Juan-Carlos Pérez-González and Jesús Moreno-León and Gregorio Robles,,https://doi.org/10.1016/j.ijcci.2018.06.004,,,,2212-8689,International Journal of Child-Computer Interaction,"Computational thinking, Computational thinking test, Computational talent, Cognitive assessment, Predictive validity",,,47-58,,Can computational talent be detected? Predictive validity of the Computational Thinking Test,https://www.sciencedirect.com/science/article/pii/S221286891730034X,18,2018
article,CHALMERS201893,"This paper reports on a research study that examined how Australian primary school teachers integrated robotics and coding in their classrooms and the perceived impact this had on students’ computational thinking skills. The study involved four primary school teachers, (Years 1–6) from four schools, introducing LEGO® WeDo® 2.0 robotics kits in their classrooms. The data collected from questionnaires, journal entries, and semi-structured interviews were analyzed using computational thinking and teaching frameworks. The results demonstrate that exploring with and using the robot kits, and activities, helped the teachers build their confidence and knowledge to introduce young students to computational thinking. The study identified that teacher professional development (PD) needs to focus explicitly on how to teach developmentally appropriate robotics-based STEM activities that further promote computational concepts, practices, and perspectives.",,Christina Chalmers,,https://doi.org/10.1016/j.ijcci.2018.06.005,,,,2212-8689,International Journal of Child-Computer Interaction,"Robots, Computational thinking, Coding, WeDo 2.0",,,93-100,,Robotics and computational thinking in primary school,https://www.sciencedirect.com/science/article/pii/S2212868917300235,17,2018
article,LU2023100154,"The rapid growth of artificial intelligence (AI) technology has changed lifestyles, work patterns, and educational approaches. However, courses that can guide students through the practical applications of AI technology are still scarce in K-12 education. This study aimed to develop a project-based machine learning (ML) course for the implementation of AI technology. The core idea of this course, which focused on the supervised learning of AI ML technology, was designed based on the project of weather prediction. Furthermore, data collection and status display were realized using various hardware devices such as Arduino and sensors, whereas ML algorithms were implemented in Python programming language. A total of 68 eleventh-grade senior high school students from a public school in Southern Taiwan participated in this study. The main variables included understanding AI concepts, computational thinking (CT), and learning attitude. Data were analyzed using quantitative statistics, including descriptive statistics, t-test, and analysis of covariance, supplemented with qualitative data. Based on the findings, the following conclusions were drawn: (1) the proposed course on the implementation of ML helps students understand the basic concepts of AI; (2) students demonstrate a significant improvement in CT skills after attending this course; (3) although the students’ attitude toward learning AI shows no significant change after attending this course, their overall view for it is positive; (4) contrary to their learning attitude, the CT skills among the students with different capabilities of learning AI are significantly dissimilar. Overall, the machine-learning implementation course developed in this study can serve as a reference for promoting AI education in the future. However, considering learners’ prior knowledge in programming, setting up appropriate learning scaffolding for them, and providing them with more examples of the applications of AI in real-life scenarios is still necessary when conducting the course for improving the students’ attitude toward AI.",,Wen-Yen Lu and Szu-Chun Fan,,https://doi.org/10.1016/j.caeai.2023.100154,,,,2666-920X,Computers and Education: Artificial Intelligence,"Artificial intelligence, Machine learning, Computational thinking, Secondary education",,,100154,,Developing a weather prediction project-based machine learning course in facilitating AI learning among high school students,https://www.sciencedirect.com/science/article/pii/S2666920X23000334,5,2023
