Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Development of iOS Software n-Queens Problem for Education and Its Application for Promotion of Computational Thinking,Y. Sasaki; M. Fukui; T. Hirashima,"Faculty of Environment & Information Studies, Keio University, Fujisawa, Japan; Graduate School of Engineering, Hiroshima University, Higashi-Hiroshima, Japan; Graduate School of Engineering, Hiroshima University, Higashi-Hiroshima, Japan",2019 IEEE 8th Global Conference on Consumer Electronics (GCCE),27 Feb 2020,2019,,,563,565,"In this study, the authors develop an iOS software “n-Queens Problem for Education” and discuss its application in the promotion of computational thinking. As it has already been pointed out in [1] and [2], playing games and solving puzzles are effective in cultivating computational thinking, and our gaming software can be a good tool to cultivate skills regarding “Generalization (Pattern Recognition),” “Abstraction;' and “Algorithms” of computational thinking. Our software “n-Queens Problem for Education” is based on the well-known “The n-Queens Puzzle,” which involves solving a puzzle of placing eight chess queens on an n × n chessboard so that they do not attack one another. This puzzle is a good way for students to learn computational thinking. Since this software shows the queens' moves and evaluates solutions, you can concentrate on using your brain without writing down the moves or erasing wrong solutions. In addition, this software has features such as the symmetry operations of rotation and reflection of the board that help users study their solutions.",2378-8143,978-1-7281-3575-5,10.1109/GCCE46687.2019.9015331,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9015331,Computational Thinking;iOS Application;n-Queens Problem;Algorithmic Thinking;Problem Solving Skills,Education;Software;Games;Pattern recognition;Software algorithms;Problem-solving;Conferences,,4.0,,7.0,IEEE,27 Feb 2020,,,IEEE,IEEE Conferences
Exploring the Role of Visual Programming Activities in Computational Thinking,C. -C. Lin; P. -Y. Chao; E. -T. Lin; H. -L. Tzeng,"Institute of Science Education and Environmental, Education National Kaohsiung Normal University, Kaohsiung, Taiwan; Institute of Science Education and Environmental, Education National Kaohsiung Normal University, Kaohsiung, Taiwan; Institute of Science Education and Environmental, Education National Kaohsiung Normal University, Kaohsiung, Taiwan; Department of Information Communication, Yuan Ze University, Jhongli, Taiwan",2018 1st International Cognitive Cities Conference (IC3),9 Dec 2018,2018,,,135,138,"This study explored the role of visual programming activities in computational thinking. A group of 158 freshmen majoring in information science and communication in Northern Taiwan were engaged in this study. A visual programming platform, computational thinking questionnaire and a programming examination were employed to collect the log data of programming activities, self-responses to computational thinking and the score of programming examination for later analyses. The results reveal that visual programming activities would be critical to the evolution of multiple computational thinking perspectives.",,978-1-5386-5059-2,10.1109/IC3.2018.00-43,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8567183,computational thinking;visual programming;programming learning;problem solving,Programming;Visualization;Problem-solving;Urban areas;Data collection;Conferences;Computer aided instruction,,3.0,,10.0,IEEE,9 Dec 2018,,,IEEE,IEEE Conferences
Using Computational Thinking Patterns to Scaffold Program Design in Introductory Programming Course,C. -K. Chang,"Department of Information and Learning Technology, National University of Tainan, Tainan, R.O.C",2016 5th IIAI International Congress on Advanced Applied Informatics (IIAI-AAI),1 Sep 2016,2016,,,397,400,"Visual programming languages (VPLs), such as Scratch and StarLogo TNG, can make computer science education more accessible to everyone. Current researches in the study of using VPLs for educational purposes primarily focus on understanding motivational benefits and computational thinking gains. All these educational VPLs claim to scaffold students learning computational thinking concepts. Although the evaluations show that students may exhibit more enthusiasm, it is not clear what computational thinking concepts are actually learned by students. In this paper, we attempt to develop a visual programs recognition tool for student-created StarLogo TNG simulations which representing the computational thinking concepts implemented by the students. Through collecting student's created projects over time, this visual programs recognition tool can possibly indicate the patterns of computational thinking in science simulations created by StarLogo TNG.",,978-1-4673-8985-3,10.1109/IIAI-AAI.2016.27,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7557641,Visual programming languages;computer science education;computational thinking;StarLogo TNG,Computational modeling;Programming profession;Visualization;Ice;Computers;Syntactics,,3.0,,15.0,IEEE,1 Sep 2016,,,IEEE,IEEE Conferences
Developing a didactic sequence for introducing computational thinking in the early years of elementary school,D. S. Silva; S. L. Melo; J. R. Basto Diniz,"Universidade Federal Rural de Pernambuco, Recife, Brasil; Universidade Federal Rural de Pernambuco, Recife, Brasil; Universidade Federal Rural de Pernambuco, Recife, Brasil",2021 XVI Latin American Conference on Learning Technologies (LACLO),8 Mar 2022,2021,,,526,529,"The employment of technology as a tool is a reality in any area of knowledge. Technology is present and permanently impacts our society, including its effects on education. Computational thinking is a way of critically and creatively using the fundamentals of computer science to solve problems, making it essential for success in the job market. This article aims to stimulate computational thinking in children from the first years of elementary school, ranging from the 1 st to the 5 th grades, which corresponds to the age group from 6 to 10 years old. For developing computational thinking in the students, a didactic sequence was created using several tools, namely: naval battle, Blockly Games and the Scratch block programming language. The sequence of artifacts created with Scratch simulates a robot with color sensors, and, as students progress in learning, new challenges are added with the use of sensors, sounds and animations. This project aims to show the importance of computational thinking and encourage teachers to make it increasingly present in the classroom.",,978-1-6654-2358-8,10.1109/LACLO54177.2021.00095,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9725199,Computational thinking;Scratch;Blockly game,Computer science;Computer languages;Employment;Education;Games;Color;Robot sensing systems,,2.0,,0.0,IEEE,8 Mar 2022,,,IEEE,IEEE Conferences
Computer Science Unplugged for Developing Computational Thinking and Mathematical Thinking,T. Nakamura; T. Kawasaki,"Graduate School of Education, Gifu university, Gifu, Japan; Faculty of Education, Gifu University, Gifu, Japan","2019 International Joint Conference on Information, Media and Engineering (IJCIME)",16 Apr 2020,2019,,,305,308,"The purpose of this study is to make learning material that can develop both Computational thinking and Mathematical thinking. This study suggest a hamburger flowchart as a teaching material that combines the three elements of ""unplugged"", ""thinking from the end "" and ""mathematics class"". Using this flowchart, basic experiment was conducted for 8 to 12 years old. The purpose of this experiment is to confirm whether it is possible for children to develop both Computational thinking and Mathematical thinking by using the hamburger flowchart. We evaluated both Computational thinking and Mathematical thinking from the state in this class and the content of the worksheet and prior and subsequent tests. As a result, the state related to Computational thinking and Mathematical thinking increased, and the correct answer rate of many children increased from the prior test to the subsequent test. Therefore it turned out that the hamburger flowchart affects mathematical thinking.",,978-1-7281-5586-9,10.1109/IJCIME49369.2019.00108,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9066359,21st-century-skills;Computational-thinking;Mathematical-thinking;thinking-from-the-end,Flowcharts;Programming profession;Tools;Education;Sugar;Toxicology,,2.0,,6.0,IEEE,16 Apr 2020,,,IEEE,IEEE Conferences
Development of Computational Thinking Skills: An Experience With Undergraduate Students,L. Laura-Ochoa; N. Bedregal-Alpaca,"Universidad Nacional de San Agustin de Arequipa, Arequipa, Peru; Universidad Nacional de San Agustin de Arequipa, Arequipa, Peru",2021 XVI Latin American Conference on Learning Technologies (LACLO),8 Mar 2022,2021,,,112,117,"Computational thinking is a type of analytical thinking that is developed intentionally, that is, under a “learned” approach, and the best way to learn it is through computer programming. In this paper, the experience of using block-based programming environments such as Scratch, Lightbot and the PSelnt pseudo-code tool for the understanding of computational concepts and development of computational thinking skills is reported. A quasi-experimental methodological design was used, since it did not work with a control group. A mixed exploratory investigation was carried out. 85 first-year students from the Accounting Professional School of the National University of San Agustin de Arequipa participated in the experience. The results show that in introductory programming courses of short time period, teaching with block-based programming environments compared to the use of pseudocode with the PSelnt tool, facilitates the appropriation of computational concepts and the development of computational thinking skills; thus obtaining better learning results. It is concluded that block-based programming environments favor the construction of knowledge and foster the development of creativity and algorithmic thinking.",,978-1-6654-2358-8,10.1109/LACLO54177.2021.00070,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9725213,algorithmic thinking;computational thinking;constructionism;digital literacy;problem solving,Design methodology;Education;Programming profession;Creativity;Programming environments,,1.0,,0.0,IEEE,8 Mar 2022,,,IEEE,IEEE Conferences
Teaching method based on computational thinking a case research,Shuiyan He; Yongmin Hang; Yi Ding,"Wuhan Vocational College of Software and Engineering, School of Computer, Wuhan, China; Wuhan Vocational College of Software and Engineering, School of Computer, Wuhan, China; Wuhan Vocational College of Software and Engineering, School of Computer, Wuhan, China",2014 9th International Conference on Computer Science & Education,16 Oct 2014,2014,,,817,820,"Computational thinking, also called structural thinking is characterized by design and construction. In view of the existing problems of traditional teaching methods in high vocational colleges, we propose a teaching method aimed at developing the computational thinking of students. This article analyses the courses of high vocational colleges and the characteristics of students firstly. Then we design the teaching activities based upon the principles and strategies of computational thinking. Finally we offer a real teaching case. The teaching evaluations from students indicate that the teaching method based on computational thinking is very effective.",,978-1-4799-2951-1,10.1109/ICCSE.2014.6926576,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6926576,High vocational colleges;computational thinking;active directory,Computers;Educational institutions;Laboratories,,,,10.0,IEEE,16 Oct 2014,,,IEEE,IEEE Conferences
Design and implementation of a graphical programming class for computational thinking in elementary schools,T. Xue; S. He; W. Guo,"School of Educational Technology, Northwest Normal University, Lanzhou, China; School of Educational Technology, Northwest Normal University, Lanzhou, China; School of Educational Technology, Northwest Normal University, Lanzhou, China",2024 International Symposium on Educational Technology (ISET),26 Sep 2024,2024,,,376,380,"As the process of artificial intelligence progresses, it is recognized that computational thinking is one of the basic skills for understanding and solving problems and one of the core literacies of the IT discipline. There are various ways to develop students’ computational thinking, and at the primary and secondary school levels, graphical programming classes are an important way to do so. This study establishes a framework for an instructional program aimed at developing students’ computational thinking skills based on elementary school graphic programming classes. Combining curriculum standards, graphic programming standards for youth programming skills, and International Computational Thinking Challenge standards, relevant teaching cases are designed to foster students’ computational thinking and promote the development of computational concepts, computational practices, and computational concepts.",2766-2144,979-8-3503-6141-4,10.1109/ISET61814.2024.00081,National Natural Science Foundation of China; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10685695,Computational Thinking;Graphical Programming;Teaching,Graphics;Educational technology;Artificial intelligence;Programming profession;Standards,,,,11.0,IEEE,26 Sep 2024,,,IEEE,IEEE Conferences
FruitSort: the educational computational thinking game with accessibility for hearing-impaired children,M. L. Raia; A. G. Martins; G. P. A. Kas; M. A. Eliseo,"Faculdade de Computação e Informática, Universidade Presbiteriana Mackenzie, São Paulo, Brasil; Faculdade de Computação e Informática, Universidade Presbiteriana Mackenzie, São Paulo, Brasil; Faculdade de Computação e Informática, Universidade Presbiteriana Mackenzie, São Paulo, Brasil; Faculdade de Computação e Informática, Universidade Presbiteriana Mackenzie, São Paulo, Brasil",2023 18th Iberian Conference on Information Systems and Technologies (CISTI),15 Aug 2023,2023,,,1,6,"This work addressed the teaching of Computational Thinking for children from 7 to 11 years of elementary school I for the teaching of logical reasoning. From studies on accessibility in games for children aged 7 to 11 years old, with hearing impairment, an inclusive game was developed to support the teaching of computational thinking in the learning of logic. For the development of the game, not only Computational Thinking were studied, but educational games for children with hearing impairment, in addition to web accessibility guidelines. As a result of the research carried out, an inclusive game, FruitSort, was implemented for children with hearing impairment, which addressed the Merge Sort Sorting Algorithm, to support the teaching of Computational Thinking through a playful and inclusive environment.",2166-0727,978-989-33-4792-8,10.23919/CISTI58278.2023.10211961,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10211961,Computational Thinking;inclusive games;hearing impairment,Education;Games;Auditory system;Aging;Cognition;Sorting;Information systems,,,,0.0,,15 Aug 2023,,,IEEE,IEEE Conferences
A practical research on the training of middle school students' computational thinking based on problem solving in systematic information process view,M. Zhao; W. Hu,"College of Education Science, Bohai University, Jinzhou, China; College of Education Science, Bohai University, Jinzhou, China","2022 3rd International Conference on Education, Knowledge and Information Management (ICEKIM)",1 Feb 2023,2022,,,1037,1040,"Computational thinking is the process sequence of solving problems and behaves a method of systematic solving problems. Computational thinking is essentially a view of systematic information processing process. In essence, developing the computational thinking of middle school students is to improve their problem-solving ability and the corresponding practical accomplishment. The instructional activity design based on six links of problem solving can well meet the need of cultivating students’ computational thinking. The instructional mode of systematic problem solving in middle school can improve students’ learning effects and satisfaction, and promote students’ computational thinking ability significantly. The method of systematic information processing process can be trained.",,978-1-6654-1666-5,10.1109/ICEKIM55072.2022.00225,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10027412,component;Computation;Computational thinking;Middle school information technology class,Training;Analytical models;Systematics;Computational modeling;Information processing;Information management;Problem-solving,,,,16.0,IEEE,1 Feb 2023,,,IEEE,IEEE Conferences
Hot Spots and Trends of Computational Thinking Research in China CiteSpace visualization and analysis based on CNKI data,Y. Wang; L. Xu,"School of Information Science and Engineering, Shandong Normal University, Jinan, China; School of Information Science and Engineering, Shandong Normal University, Jinan, China",2023 13th International Conference on Information Technology in Medicine and Education (ITME),25 Apr 2024,2023,,,161,165,"With the rapid development of computer technology, computational thinking, as one of the core literacy elements of information technology majors, has been widely noticed, and at the same time, it has gradually become one of the core competencies cultivated by education and teaching. This paper uses CiteSpace to visualize and analyze the Chinese core papers related to computational thinking included in CNKI. By studying the current situation of domestic research on computational thinking and related hot keywords, it aims to explore the prospects for the application of computational thinking in secondary education, try to incorporate the educational model of C elements in STEM education, and provide research ideas for the cultivation of computational thinking ability of secondary students.",2474-3828,979-8-3503-1915-6,10.1109/ITME60234.2023.00042,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10505497,computational thinking;information technology;STEM education;vocational secondary education;CiteSpace,Computer science;Computational modeling;Education;Data visualization;Organizations;Market research;Information age,,,,10.0,IEEE,25 Apr 2024,,,IEEE,IEEE Conferences
Enhancing Synergy Among Engineering Educators through Computational Thinking,C. A. N. Johnson; M. F. Bin Daud; M. B. Arsat; W. N. Bt. Wan Hussin; E. I. Egba,"Centre for Engineering Education, Niger Delta University, Bayelsa State, Nigeria; Faculty of Mechanical Engineering, Universiti Teknologi Malaysia; Faculty of Education, Universiti Teknologi Malaysia, Johor, Malaysia; Faculty of Mechanical Engineering, Universiti Teknologi Malaysia; Department of Technology and Vocational Education, Ebonyi State University, Abakaliki, Ebonyi State, Nigeria",2017 7th World Engineering Education Forum (WEEF),20 Sep 2018,2017,,,636,641,"Observations have shown the need of adequate collaboration among the engineering educators for effective achievement of its goals. Nevertheless, there have been reports of the inadequate relationship among engineering educators. Consequently, it is vital to develop strategies to boost the synergy among the parties. Computational Thinking (CT) could be a dependable approach. This paper presents ways of ensuring synergy among engineering educators through computational thinking. A questionnaire survey that sought information from the respondents on the ways computational thinking: promotes thinking abilities, reduces personal clashes, and improves decision-making process among the engineering educators was administered to 400 respondents. 348 survey answers were returned, found reliable and used in the data analysis. The analysis revealed that computational thinking plays vital roles in the repositioning of engineering education for solving of novel problems, assurance of mutual respect among educators, and intensive research for renown engineering education with relative contribution index above 0.8. The paper recommends the development of a computational thinking based comprehensive engineering educators' synergy framework as a suggestion for future research.",,978-1-5386-1523-2,10.1109/WEEF.2017.8467140,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8467140,synergy;engineering educators;computational thinking;higher education;engineering discipline,Engineering education;Decision making;Teamwork;Instruments;Computational modeling;Solid modeling,,,,18.0,IEEE,20 Sep 2018,,,IEEE,IEEE Conferences
ARQuest: A Tangible Augmented Reality Approach to Developing Computational Thinking Skills,A. Gardeli; S. Vosinakis,"Department of Product & Systems Design Engineering, University of the Aegean, Syros, Greece; Department of Product & Systems Design Engineering, University of the Aegean, Syros, Greece",2019 11th International Conference on Virtual Worlds and Games for Serious Applications (VS-Games),14 Oct 2019,2019,,,1,8,"Computational thinking is considered an important skillset for 21st century learners and became a subject of focus in K-12 education in the recent years. It cultivates problem-solving and algorithmic thinking and can be helpful in wider aspects of everyday life, besides programming and computer science. There have been various approaches to teach computational thinking in early education stages that utilize modern technologies, such as physical computing and robotics, and adopt a playful manner. Mobile Augmented Reality is a promising technology along this path that lets users collaborate and interact with both physical and digital elements. However, the technology is still relatively new and has not been studied extensively with students, especially in formal educational settings. In this paper we present ARQuest, a collaborative mobile augmented reality game for developing computational thinking skills of primary school students. The game combines a physical board and tangible tokens with animated 3D content, and students use them to create and solve challenges in a gamified environment. We have performed an exploratory study in two primary schools in order to explore the impact of ARQuest on students' understanding of algorithmic concepts, engagement and collaboration. The study led to a number of interesting conclusions regarding the game, as well as more generic aspects of interacting and collaborating in mobile augmented reality.",2474-0489,978-1-7281-4540-2,10.1109/VS-Games.2019.8864603,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8864603,computational thinking;mobile augmented reality;tangible augmented reality;game-based learning;collaborative learning,Games;Education;Programming profession;Augmented reality;Problem-solving,,30.0,,34.0,IEEE,14 Oct 2019,,,IEEE,IEEE Conferences
CT-Blocks: Learning Computational Thinking by Snapping Blocks,R. Vinayakumar; K. Soman; P. Menon,"Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, India; Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, India; Lakhshya Cyber Security Labs Pvt Ltd, Coimbatore","2018 9th International Conference on Computing, Communication and Networking Technologies (ICCCNT)",18 Oct 2018,2018,,,1,7,"Technologies are growing rapidly and its applications are enormous in different strata of society. In this paper especially we are talking about educational technologies. We could see there is a significant change in elementary and secondary education over the past 10 years like classroom teaching, information and communications technology (ICT), and now everything is all about the cloud computing. Cloud computing technologies play a big role in the development of educational technologies. CT-Blocks is a virtual private cloud system developed for K-12 schools. The importance of the word computational thinking makes everyone to the development of educational tools to impart computational thinking to primary, middle and high school students. CT-Blocks is a cloud and block based programming language that reinforces the word computational thinking in all types of users.",,978-1-5386-4430-0,10.1109/ICCCNT.2018.8493669,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8493669,Cloud computing;Scratch;Snap;Computational thinking,Programming profession;Sprites (computer);Computer languages;Tools;Education;Cloud computing,,,,22.0,IEEE,18 Oct 2018,,,IEEE,IEEE Conferences
The Benefits of Computational Thinking,P. Snalune,,ITNOW,18 Jan 2018,2015,57.0,4.0,58,59,"Phillip Snalune, co-founder of the Codio coding and content platform, discusses why computational thinking is an important skill for school students to acquire, to enable them to contribute to the UK’s changing workforce…",1746-5710,,10.1093/itnow/bwv111,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8166055,,,,,,,,18 Jan 2018,,,OUP,OUP Journals
Computational Thinking Curriculum for K-12 Education -- A Delphi Survey,H. -C. Chuang; C. -F. Hu; C. -C. Wu; Y. -T. Lin,"Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan; Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan; Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan; Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan",2015 International Conference on Learning and Teaching in Computing and Engineering,18 Jun 2015,2015,,,213,214,"The purpose of this study is to design a computational thinking curriculum standard for K-12 education. The Delphi technique was employed to collect different views and derive consensus from a panel of thirteen experts, including computer scientists, computer science educators, K-12 computer teachers, and industry experts. The first draft of Delphi survey questionnaire, consisting of nine themes (problem solving, problem decomposition, algorithms, data representation, data analysis, modeling and simulation, abstraction, automation, and others) and 60 competence indicators, was developed based on our investigation of the nature of computational thinking. After three rounds of survey and a final round-table discussion, the expert panel derived 49 essential competence indicators (13 for grades K to 6, nine for grades 7 to 9 and 27 of grades 10 to 12) and eight optional competence indicators (one for grades 7 to 9 and seven for grades 10 to 12). According to the results, the core ability and training of computational thinking are different in grades. In grades K to 6, students develop logical thinking and problem solving skills in personal and family life. In grades 7 to 9, students must understand the basic concepts of programming and write basic programs. Finally, in grades 10 to 12, they will use high-level skills to apply the concepts of abstraction, modeling, and structured problem decomposition to solve problems in different fields. The results serve as useful references for developing Taiwan's new K-12 computing curriculum.",,978-1-4799-9967-5,10.1109/LaTiCE.2015.44,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7126261,Computing Curriculum;K-12 education;Computational Thinking;Delphi Survey,Computational modeling;Analytical models;Data models;Computers;Education;Computer science;Standards,,11.0,,4.0,IEEE,18 Jun 2015,,,IEEE,IEEE Conferences
Approaches for teaching computational thinking strategies in an educational game: A position paper,A. Bauer; E. Butler; Z. Popović,"Center for Game Science, University of Washington, Seattle, WA; Center for Game Science, University of Washington, Seattle, WA; Center for Game Science, University of Washington, Seattle, WA",2015 IEEE Blocks and Beyond Workshop (Blocks and Beyond),4 Jan 2016,2015,,,121,123,"Computer science is expanding into K12 education and numerous educational games and systems have been created to teach programming skills, including many block-based programming environments. Teaching computational thinking has received particular attention, and more research is needed on using educational games to directly teach computational thinking skills. We propose to investigate this using Dragon Architect, an educational block-based programming game we are developing. Specifically, we wish to study ways of directly teaching computational thinking strategies such as divide and conquer in an educational game, as well as ways to evaluate our approaches.",,978-1-4673-8367-7,10.1109/BLOCKS.2015.7369019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7369019,block-based programming;game-based learning;computational thinking;CS education,Games;Programming profession;Programming environments;Computer science education;Problem-solving,,7.0,,15.0,IEEE,4 Jan 2016,,,IEEE,IEEE Conferences
An Ontology based approach to teach Computational Thinking,C. Araújo; L. V. O. Lima; P. R. Henriques,"Centro Algoritmi / Dep. de Informática, Universidade do Minho, Braga, Portugal; Centro Algoritmi / Dep. de Informática, Universidade do Minho, Braga, Portugal; Centro Algoritmi / Dep. de Informática, Universidade do Minho, Braga, Portugal",2019 International Symposium on Computers in Education (SIIE),28 Jan 2020,2019,,,1,6,"This paper is focused on the teaching/learning process of Computational Thinking at primary and secondary schools. It is generally accepted that Programming is a complex task that requires a long learning process. Theoretical knowledge about fundamentals on algorithms and data structures, as well as, on programming languages are required but are not enough; practicing a lot is also necessary. However, teaching Computer Programming is a hard job, most of the times unsuccessful. To overcome all the difficulties, felt by teachers and students, an increasingly bigger community of researchers in Computer Science is defending the importance of teaching Computational Thinking to young students to train them, since very earlier, in logic and abstract reasoning for problem solving. Our starting point to approach this topic relies on the use of an Ontology (OntoCnE) that describes in detail the concepts “Computational Thinking” and “Programming”, and maps those concepts to different education levels, starting with the first year. We believe that a person just acquires a new way of thinking, or a new way of behaving, if he is trained with the appropriate learning resources. So a main investment to educate people in Computational Thinking is on the choice/creation of those convenient resources. In particular we intended to investigate the impact of Augmented Reality in the usefulness of the referred resources. In that direction we will also discuss the development of a Web Platform to help on collecting and classifying (according to the referred ontology) learning resources to be used by teachers in computing classes. On the other hand, the platform will help on the retrieval, from that repository, of the most adequate resources to teach a specific subject to a specific level.",,978-1-7281-3182-5,10.1109/SIIE48397.2019.8970131,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8970131,computational thinking;programming;learning resource;teacher support tools;ontology,,,6.0,,15.0,IEEE,28 Jan 2020,,,IEEE,IEEE Conferences
Helping Novice Programmers to Bootstrap in the Cloud: Incorporating Support for Computational Thinking into the Game Design Process,N. Ahmadi; M. Jazayeri; M. Landoni,"Faculty of Informatics, University of Lugano, Lugano, Switzerland; Faculty of Informatics, University of Lugano, Lugano, Switzerland; Faculty of Informatics, University of Lugano, Lugano, Switzerland",2012 IEEE 12th International Conference on Advanced Learning Technologies,16 Aug 2012,2012,,,349,353,"Game design environments are traditionally used as means for engaging non-programmers in the learning process. However, these environments lack specific support for teaching computational thinking to novices. Typically, such skills are acquired in ad hoc practical sessions with supervision provided by teachers or peers. The usual scenario is where a teacher guides the students in solving these problems during a game design session. In informal learning settings, step-by-step tutorials for creating existing games are used to compensate for the lack of computer support for solving design and computational problems. In this paper we suggest a game design process that combines support for computational thinking with tool usage, by identifying the most common computational thinking problems and providing a generic solution to them. We have evaluated our solution in the context of AgentWeb, an online cloud-based game design environment for novices. We discuss how to incorporate suggested computational thinking solutions as computer assistant into the game design user interface.",2161-377X,978-1-4673-1642-2,10.1109/ICALT.2012.24,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6268116,end-user programming;computational thinking;design thinking;game design environments;informal learning;cognitive walkthrough;cloud-based environments,Games;Programming;Educational institutions;Computers;Context;Tutorials,,5.0,,15.0,IEEE,16 Aug 2012,,,IEEE,IEEE Conferences
Impact of Teaching Approaches to Computational Thinking on High School Students: A Systematic Mapping,L. Ribeiro Silva; A. Pedro da Silva; A. Toda; S. Isotani,"Universidade de Sao Paulo, Sao Paulo, SÃ£o Paulo, BR; University of São Paulo (ICMC-USP), São Carlos, SP, Brazil; University of São Paulo (ICMC-USP), São Carlos, SP, Brazil; Univ. of Sao Paulo, Sao Carlos, Brazil",2018 IEEE 18th International Conference on Advanced Learning Technologies (ICALT),13 Aug 2018,2018,,,285,289,"The role of computing in society is fundamental for the political, economic and cultural development of countries, especially in a globalized context. Computational thinking is an extremely important skill in the education of young students, since the ability of intuitively abstracting information and knowledge promotes an expansion of the learning dimension. This study aims to gather approaches used for teaching computational thinking exclusively to high school students, highlighting their performance and motivation resulting from the applications of such approaches. In order to answer our research question, a systematic mapping of the analysis of 15 studies was conducted. The use of computer programming proved to be the most used way to disseminate computational thinking. The students who participated in approaches regarding the insertion of computational thinking in the classroom showed positive impact on the development of classroom activities, as well as motivation to learn.",2161-377X,978-1-5386-6049-2,10.1109/ICALT.2018.00072,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8433517,Computational Thinking;Approach;K-12,Education;Systematics;Programming profession;Databases;Tools;Robots,,5.0,,25.0,IEEE,13 Aug 2018,,,IEEE,IEEE Conferences
A Feasibility Study of Arducation Bot : An Educational Robotics and Mobile Application Kit for Computational Thinking Skills,T. Phetsrikran; W. Massagram; T. Phoka; A. Harfield,"Department of Computer Science and IT, Naresuan University, Phitsanulok, Thailand; Department of Computer Science and IT, Naresuan University, Phitsanulok, Thailand; Department of Computer Science and IT, Naresuan University, Phitsanulok, Thailand; Department of Computer Science and IT, Naresuan University, Phitsanulok, Thailand",2018 22nd International Computer Science and Engineering Conference (ICSEC),13 May 2019,2018,,,1,6,The purpose of this study is to develop and test a pedagogical platform for teaching computational thinking through tangible and mobile technologies. Arducation Bot combines educational robotics and mobile application to create an intuitive and less intimidating approach in computational thinking and computer science. A large-scale testing of Arducation Bot platform was conducted with 180 high school students from Thailand and Japan. A strong pattern of improved computational thinking was shown in the collected data. Arducation Bot shows its universal appeal or suitability for pupils with different nationalities and backgrounds. Teachers and educators could potentially benefit from applying this mobile application and tangible technology platform to help students understand computational thinking skill - an imperative skill for the 21st century.,,978-1-5386-8164-0,10.1109/ICSEC.2018.8712671,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8712671,computational thinking;educational robotics;mobile technology;tangible technology;pedagogy,DC motors;Robot sensing systems;Bluetooth;Tablet computers;Software,,3.0,,20.0,IEEE,13 May 2019,,,IEEE,IEEE Conferences
