ENTRYTYPE,ID,author,doi,eprint,journal,note,number,pages,publisher,title,url,volume,year
article,doi:10.1007/s10972-014-9384-1,Jonathan Osborne,10.1007/s10972-014-9384-1," 

https://doi.org/10.1007/s10972-014-9384-1


",Journal of Science Teacher Education,,2,177--196,Routledge,Teaching Scientific Practices: Meeting the Challenge of Change," 

https://doi.org/10.1007/s10972-014-9384-1


",25,2014
article,doi:10.1080/07380569.2020.1720553,Ahlam Lee,10.1080/07380569.2020.1720553," 

https://doi.org/10.1080/07380569.2020.1720553


",Computers in the Schools,,1,17--39,Routledge,The Association Between Female Students’ Computer Science Education and STEM Major Selection: Multilevel Structural Equation Modeling," 

https://doi.org/10.1080/07380569.2020.1720553


",37,2020
article,doi:10.1080/0144929X.2023.2222308,"Chih-Chien Hu, Yu-Fen Yang, Ya-Wen Cheng and Nian-Shing Chen",10.1080/0144929X.2023.2222308," 

https://doi.org/10.1080/0144929X.2023.2222308


",Behaviour \& Information Technology,,8,1614--1635,Taylor \& Francis,Integrating educational robot and low-cost self-made toys to enhance STEM learning performance for primary school students," 

https://doi.org/10.1080/0144929X.2023.2222308


",43,2024
article,doi:10.1080/17450128.2017.1412551,"Selcuk Sirin, Jan L. Plass, Bruce D. Homer, Sinem Vatanartiran and Tzuchi Tsai",10.1080/17450128.2017.1412551," 

https://doi.org/10.1080/17450128.2017.1412551


",Vulnerable Children and Youth Studies,,1,7--18,Taylor \& Francis,Digital game-based education for Syrian refugee children: Project Hope," 

https://doi.org/10.1080/17450128.2017.1412551


",13,2018
article,doi:10.1080/00368121.2018.1563039,James P. Concannon and Patrick L. Brown,10.1080/00368121.2018.1563039," 

https://doi.org/10.1080/00368121.2018.1563039


",Science Activities,,3-4,89--103,Routledge,Students’ investigations of torque," 

https://doi.org/10.1080/00368121.2018.1563039


",55,2018
article,doi:10.1080/19434812.2019.12292388,Rachel Wilson and Leslie Bradbury,10.1080/19434812.2019.12292388," 

https://doi.org/10.1080/19434812.2019.12292388


",Science and Children,,1,77--81,Routledge,Methods \& Strategies: Multiple Modes in Science Instruction," 

https://doi.org/10.1080/19434812.2019.12292388


",57,2019
article,doi:10.1080/09500693.2014.961182,"Lindsay B. Wheeler, Randy L. Bell, Brooke A. Whitworth and Jennifer L. Maeng",10.1080/09500693.2014.961182," 

https://doi.org/10.1080/09500693.2014.961182


",International Journal of Science Education,,1,55--81,Routledge,The Science ELF: Assessing the enquiry levels framework as a heuristic for professional development," 

https://doi.org/10.1080/09500693.2014.961182


",37,2015
article,doi:10.1080/07294360.2023.2228218,Eve Klein and Jack Walton,10.1080/07294360.2023.2228218," 

https://doi.org/10.1080/07294360.2023.2228218


",Higher Education Research \& Development,,1,104--118,Routledge,Mapping future work skills in the bachelor of arts: findings from an Australian study," 

https://doi.org/10.1080/07294360.2023.2228218


",43,2024
article,doi:10.1080/0023656X.2021.2023119,Genevieve Ritchie,10.1080/0023656X.2021.2023119," 

https://doi.org/10.1080/0023656X.2021.2023119


",Labor History,,4,518--530,Routledge,"Migration as class struggle: refugee youth, work rights, and solidarity"," 

https://doi.org/10.1080/0023656X.2021.2023119


",63,2022
article,doi:10.1080/09544828.2024.2362587,"Jianfeng Wu, Yuting Cai, Tingyu Sun, Keer Ma and Chunfu Lu",10.1080/09544828.2024.2362587," 

https://doi.org/10.1080/09544828.2024.2362587


",Journal of Engineering Design,,0,1--39,Taylor \& Francis,"Integrating AIGC with design: dependence, application, and evolution - a systematic literature review"," 

https://doi.org/10.1080/09544828.2024.2362587


",0,2024
article,doi:10.1080/19322909.2019.1695430,John Rodzvilla,10.1080/19322909.2019.1695430," 

https://doi.org/10.1080/19322909.2019.1695430


",Journal of Web Librarianship,,4,332--333,Routledge,Critical Digital Humanities: The Search for a Methodology," 

https://doi.org/10.1080/19322909.2019.1695430


",13,2019
article,doi:10.1080/00368148.2024.2315661,Heather Pacheco-Guffrey,10.1080/00368148.2024.2315661," 

https://doi.org/10.1080/00368148.2024.2315661


",Science and Children,,2,24--27,Routledge,Developing Climate Justice," 

https://doi.org/10.1080/00368148.2024.2315661


",61,2024
article,doi:10.1080/00368555.2021.12293651,"Krista Fincke, Deb Morrison, Kristen Bergsman and Phillip Bell",10.1080/00368555.2021.12293651," 

https://doi.org/10.1080/00368555.2021.12293651


",The Science Teacher,,2,32--36,Routledge,Formative Assessment for Equitable Learning," 

https://doi.org/10.1080/00368555.2021.12293651


",89,2021
article,doi:10.1080/09500693.2024.2306604,Sibel Erduran and Olivia Levrini,10.1080/09500693.2024.2306604," 

https://doi.org/10.1080/09500693.2024.2306604


",International Journal of Science Education,,0,1--8,Routledge,The impact of artificial intelligence on scientific practices: an emergent area of research for science education," 

https://doi.org/10.1080/09500693.2024.2306604


",0,2024
article,doi:10.1080/09523987.2021.1976826,"Dora Konstantinou, Antigoni Parmaxi and Panayiotis Zaphiris",10.1080/09523987.2021.1976826," 

https://doi.org/10.1080/09523987.2021.1976826


",Educational Media International,,3,223--247,Routledge,Mapping research directions on makerspaces in education," 

https://doi.org/10.1080/09523987.2021.1976826


",58,2021
article,doi:10.1080/00220671.2020.1838410,"Colby Tofel-Grehl, Douglas Ball and Kristin Searle",10.1080/00220671.2020.1838410," 

https://doi.org/10.1080/00220671.2020.1838410


",The Journal of Educational Research,,2,119--129,Routledge,Making progress: Engaging maker education in science classrooms to develop a novel instructional metaphor for teaching electric potential," 

https://doi.org/10.1080/00220671.2020.1838410


",114,2021
article,doi:10.1080/08993408.2018.1488375,,10.1080/08993408.2018.1488375," 

https://doi.org/10.1080/08993408.2018.1488375


",Computer Science Education,,2,187--188,Routledge,Computer Science Education – Call for Papers," 

https://doi.org/10.1080/08993408.2018.1488375


",28,2018
article,doi:10.1080/24751448.2022.2114230,Winifred Elysse Newman,10.1080/24751448.2022.2114230," 

https://doi.org/10.1080/24751448.2022.2114230


",Technology|Architecture + Design,,2,123--123,Routledge,Engineering Architecture," 

https://doi.org/10.1080/24751448.2022.2114230


",6,2022
