ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/14794802.2023.2239195,"Ghislaine Gueudet, Chantal Buteau, Laura Broley, Joyce Mgombelo, Eric Muller, Ana Isabel Sacristán and Marisol Santacruz Rodriguez",10.1080/14794802.2023.2239195," 

https://doi.org/10.1080/14794802.2023.2239195


",Research in Mathematics Education,0,1--26,Routledge,Learning programming for mathematical investigations: an instrumental and community of practice approach," 

https://doi.org/10.1080/14794802.2023.2239195


",0,2023
article,doi:10.1080/17439884.2016.1095764,Miriam Judge and Declan Tuite,10.1080/17439884.2016.1095764," 

https://doi.org/10.1080/17439884.2016.1095764


","Learning, Media and Technology",1,28--53,Routledge,Leaders or led? A qualitative analysis of how young people explore express and experiment via new media in an Irish higher education context," 

https://doi.org/10.1080/17439884.2016.1095764


",42,2017
article,doi:10.1080/2331186X.2024.2334575,"Tiina Korhonen, Noora Laakso, Aino Seitamaa, Visajaani Salonen, Netta Tiippana, Jari Lavonen and Kai Hakkarainen",10.1080/2331186X.2024.2334575," 

https://doi.org/10.1080/2331186X.2024.2334575


",Cogent Education,1,2334575,Cogent OA,"Sociodigital practices, competences, mindsets, and profiles of Finnish students before and after the COVID-19 distance learning period"," 

https://doi.org/10.1080/2331186X.2024.2334575


",11,2024
article,doi:10.1007/s10972-013-9335-2,Yael Wyner,10.1007/s10972-013-9335-2," 

https://doi.org/10.1007/s10972-013-9335-2


",Journal of Science Teacher Education,5,833--857,Routledge,The Impact of a Novel Curriculum on Secondary Biology Teachers’ Dispositions Toward Using Authentic Data and Media in Their Human Impact and Ecology Lessons," 

https://doi.org/10.1007/s10972-013-9335-2


",24,2013
article,doi:10.1080/00045608.2014.892342,Wenwu Tang and Meijuan Jia,10.1080/00045608.2014.892342," 

https://doi.org/10.1080/00045608.2014.892342


",Annals of the Association of American Geographers,3,485--509,Routledge,Global Sensitivity Analysis of a Large Agent-Based Model of Spatial Opinion Exchange: A Heterogeneous Multi-GPU Acceleration Approach," 

https://doi.org/10.1080/00045608.2014.892342


",104,2014
article,doi:10.1080/02680939.2021.1967454,"Kate Greer, Heather King and Melissa Glackin",10.1080/02680939.2021.1967454," 

https://doi.org/10.1080/02680939.2021.1967454


",Journal of Education Policy,1,69--92,Routledge,The ‘web of conditions’ governing England’s climate change education policy landscape," 

https://doi.org/10.1080/02680939.2021.1967454


",38,2023
article,doi:10.1080/08993408.2023.2300554,"Robbert Smit, Clemens Waibel and Rahel Schmid",10.1080/08993408.2023.2300554," 

https://doi.org/10.1080/08993408.2023.2300554


",Computer Science Education,0,1--25,Routledge,Assisting in a computer science education centre as a field-based internship for pre-service teachers," 

https://doi.org/10.1080/08993408.2023.2300554


",0,2024
article,doi:10.1080/09500693.2018.1479547,Ron Gray and Allyson Rogan-Klyve,10.1080/09500693.2018.1479547," 

https://doi.org/10.1080/09500693.2018.1479547


",International Journal of Science Education,11,1345--1366,Routledge,Talking modelling: examining secondary science teachers’ modelling-related talk during a model-based inquiry unit," 

https://doi.org/10.1080/09500693.2018.1479547


",40,2018
article,doi:10.1080/09500693.2018.1517239,Jyoti Sharma and Prasad KDV Yarlagadda,10.1080/09500693.2018.1517239," 

https://doi.org/10.1080/09500693.2018.1517239


",International Journal of Science Education,16,1999--2022,Routledge,Perspectives of ‘STEM education and policies’ for the development of a skilled workforce in Australia and India," 

https://doi.org/10.1080/09500693.2018.1517239


",40,2018
article,doi:10.1080/14729679.2012.702532,Tove Anita Fiskum and Karl Jacobsen,10.1080/14729679.2012.702532," 

https://doi.org/10.1080/14729679.2012.702532


",Journal of Adventure Education and Outdoor Learning,1,76--99,Routledge,Outdoor education gives fewer demands for action regulation and an increased variability of affordances," 

https://doi.org/10.1080/14729679.2012.702532


",13,2013
article,doi:10.1080/00031305.2015.1077729,"J. Hardin, R. Hoerl, Nicholas J. Horton, D. Nolan, B. Baumer, O. Hall-Holt, P. Murrell, R. Peng, P. Roback, D. Temple Lang and M. D. Ward",10.1080/00031305.2015.1077729," 

https://doi.org/10.1080/00031305.2015.1077729


",The American Statistician,4,343--353,ASA Website,Data Science in Statistics Curricula: Preparing Students to “Think with Data”," 

https://doi.org/10.1080/00031305.2015.1077729


",69,2015
article,doi:10.1080/00038628.2023.2269549,Asli Cekmis,10.1080/00038628.2023.2269549," 

https://doi.org/10.1080/00038628.2023.2269549


",Architectural Science Review,4,291--308,Taylor \& Francis,Modelling the perception of visual design principles on façades through fuzzy sets: towards building an automated architectural data generation and labelling tool," 

https://doi.org/10.1080/00038628.2023.2269549


",67,2024
article,doi:10.1080/0144929X.2023.2295956,"Rotem Israel-Fishelson, Peter F. Moon, Rachel Tabak and David Weintrop",10.1080/0144929X.2023.2295956," 

https://doi.org/10.1080/0144929X.2023.2295956


",Behaviour \& Information Technology,0,1--20,Taylor \& Francis,Preparing students to meet their data: an evaluation of K-12 data science tools," 

https://doi.org/10.1080/0144929X.2023.2295956


",0,2023
article,doi:10.1080/02635143.2023.2204424,"Manal Abdul Karim Al Momani, Mohareb Alsmadi, Muntaha Farah Sulieman Samardali and Amjad Mohamad Ahmad Al Abdalazez",10.1080/02635143.2023.2204424," 

https://doi.org/10.1080/02635143.2023.2204424


",Research in Science \& Technological Education,0,1--23,Routledge,A bibliometric analysis of the increasing knowledge base on the role of thinking teaching strategy in sciences teaching," 

https://doi.org/10.1080/02635143.2023.2204424


",0,2023
article,doi:10.1080/03043797.2020.1718614,"Greg J. Strimel, Scott R. Bartholomew, Senay Purzer, Liwei Zhang and Emily Yoshikawa Ruesch",10.1080/03043797.2020.1718614," 

https://doi.org/10.1080/03043797.2020.1718614


",European Journal of Engineering Education,2,227--246,Taylor \& Francis,Informing engineering design through adaptive comparative judgment," 

https://doi.org/10.1080/03043797.2020.1718614


",46,2021
article,doi:10.1080/09588221.2022.2056616,Rustam Shadiev and Jiatian Yu,10.1080/09588221.2022.2056616," 

https://doi.org/10.1080/09588221.2022.2056616


",Computer Assisted Language Learning,4,841--871,Routledge,Review of research on computer-assisted language learning with a focus on intercultural education," 

https://doi.org/10.1080/09588221.2022.2056616


",37,2024
article,doi:10.1080/15582159.2018.1440100,"Jia Wang, Joan L. Herman and Daniel Dockterman",10.1080/15582159.2018.1440100," 

https://doi.org/10.1080/15582159.2018.1440100


",Journal of School Choice,2,157--180,Routledge,A research synthesis of magnet school effect on student outcomes: Beyond descriptive studies," 

https://doi.org/10.1080/15582159.2018.1440100


",12,2018
article,doi:10.1080/2331186X.2022.2084962,"Ngozi Ugonma Emelogu, Chidinma Kalu Nwafor, G. U. Chigbu, Ngozi Georgina Okoyeukwu and Kingsley Onyebuchi Eze",10.1080/2331186X.2022.2084962," 

https://doi.org/10.1080/2331186X.2022.2084962


",Cogent Education,1,2084962,Cogent OA,"Awareness, proficiency and challenges in the use of emerging technologies by ESL university lecturers in the post COVID-19 ERA"," 

https://doi.org/10.1080/2331186X.2022.2084962


",9,2022
article,doi:10.1080/23311886.2024.2382282,Dorcas Gonese and Nicholas N. Ngepah,10.1080/23311886.2024.2382282," 

https://doi.org/10.1080/23311886.2024.2382282


",Cogent Social Sciences,1,2382282,Cogent OA,Fourth industrial revolution technologies and sectoral employment in South Africa," 

https://doi.org/10.1080/23311886.2024.2382282


",10,2024
article,doi:10.1080/08993408.2019.1648119,"Shannon Campe, Jill Denner, Emily Green and David Torres",10.1080/08993408.2019.1648119," 

https://doi.org/10.1080/08993408.2019.1648119


",Computer Science Education,1,22--46,Routledge,Pair programming in middle school: variations in interactions and behaviors," 

https://doi.org/10.1080/08993408.2019.1648119


",30,2020
article,doi:10.1080/09500693.2023.2219811,"Dominik Šmida, Elena Čipková and Michael Fuchs",10.1080/09500693.2023.2219811," 

https://doi.org/10.1080/09500693.2023.2219811


",International Journal of Science Education,1,73--108,Routledge,Developing the test of inquiry skills: measuring the level of inquiry skills among pupils in Slovakia," 

https://doi.org/10.1080/09500693.2023.2219811


",46,2024
article,doi:10.1080/09500693.2024.2385067,Risa Haridza and Lin Ding,10.1080/09500693.2024.2385067," 

https://doi.org/10.1080/09500693.2024.2385067


",International Journal of Science Education,0,1--26,Routledge,Enhancing students’ reasoning skills by asking students to provide evidence-based explanations in science classrooms: findings from TIMSS 2019," 

https://doi.org/10.1080/09500693.2024.2385067


",0,2024
article,doi:10.1080/1475939X.2021.1970620,"Danielle Herro, Ryan Visser and Meihua Qian",10.1080/1475939X.2021.1970620," 

https://doi.org/10.1080/1475939X.2021.1970620


","Technology, Pedagogy and Education",5,623--641,Routledge,Teacher educators’ perspectives and practices towards the Technology Education Technology Competencies (TETCs)," 

https://doi.org/10.1080/1475939X.2021.1970620


",30,2021
article,doi:10.1080/14759756.2017.1298233,Emma Cocker,10.1080/14759756.2017.1298233," 

https://doi.org/10.1080/14759756.2017.1298233


",TEXTILE,2,124--141,Routledge,Weaving Codes/Coding Weaves: Penelopean Mêtis and the Weaver-Coder’s Kairos," 

https://doi.org/10.1080/14759756.2017.1298233


",15,2017
article,doi:10.1080/15391523.2024.2404133,"Lu Ding, Krista J. Stacey and Meehyun Yoon",10.1080/15391523.2024.2404133," 

https://doi.org/10.1080/15391523.2024.2404133


",Journal of Research on Technology in Education,0,1--18,Routledge,Dialogue alongside or within lecturing videos for teaching debugging," 

https://doi.org/10.1080/15391523.2024.2404133


",0,2024
article,doi:10.1080/17439884.2013.779585,Rebecca Reynolds and Ming Ming Chiu,10.1080/17439884.2013.779585," 

https://doi.org/10.1080/17439884.2013.779585


","Learning, Media and Technology",4,429--462,Routledge,Formal and informal context factors as contributors to student engagement in a guided discovery-based program of game design learning," 

https://doi.org/10.1080/17439884.2013.779585


",38,2013
article,doi:10.1080/00220272.2024.2318736,Horst Bayrhuber and Volker Frederking,10.1080/00220272.2024.2318736," 

https://doi.org/10.1080/00220272.2024.2318736


",Journal of Curriculum Studies,3,246--265,Routledge,Subject didactic knowledge (SDK). A heuristic model based on a theory of functional and personal facets of subject-matter education (SME) and its empirical implications," 

https://doi.org/10.1080/00220272.2024.2318736


",56,2024
article,doi:10.1080/00220388.2024.2337381,Kartika Bhatia and Margaret Leighton,10.1080/00220388.2024.2337381," 

https://doi.org/10.1080/00220388.2024.2337381


",The Journal of Development Studies,7,1002--1020,Routledge,Teachers on the Move: Evidence From a Large-Scale Learning Intervention During Lockdown," 

https://doi.org/10.1080/00220388.2024.2337381


",60,2024
article,doi:10.1080/00220671.2015.1118003,Hüsnüye Durmaz and Seçkin Mutlu,10.1080/00220671.2015.1118003," 

https://doi.org/10.1080/00220671.2015.1118003


",The Journal of Educational Research,4,433--445,Routledge,The effect of an instructional intervention on elementary students' science process skills," 

https://doi.org/10.1080/00220671.2015.1118003


",110,2017
article,doi:10.1080/08993408.2016.1257418,"Aman Yadav, Sarah Gretter, Susanne Hambrusch and Phil Sands",10.1080/08993408.2016.1257418," 

https://doi.org/10.1080/08993408.2016.1257418


",Computer Science Education,4,235--254,Routledge,Expanding computer science education in schools: understanding teacher experiences and challenges," 

https://doi.org/10.1080/08993408.2016.1257418


",26,2016
article,doi:10.1080/08993408.2019.1565233,"Zhen Xu, Albert D. Ritzhaupt, Fengchun Tian and Karthikeyan Umapathy",10.1080/08993408.2019.1565233," 

https://doi.org/10.1080/08993408.2019.1565233


",Computer Science Education,2-3,177--204,Routledge,Block-based versus text-based programming environments on novice student learning outcomes: a meta-analysis study," 

https://doi.org/10.1080/08993408.2019.1565233


",29,2019
article,doi:10.1080/09500693.2017.1346847,"Meena M. Balgopal, Anne Marie A. Casper, Rebecca A. Atadero and Karen E. Rambo-Hernandez",10.1080/09500693.2017.1346847," 

https://doi.org/10.1080/09500693.2017.1346847


",International Journal of Science Education,12,1625--1647,Routledge,"Responses to different types of inquiry prompts: college students’ discourse, performance, and perceptions of group work in an engineering class"," 

https://doi.org/10.1080/09500693.2017.1346847


",39,2017
article,doi:10.1080/10409289.2020.1755776,"Douglas H. Clements, Megan Vinh, Chih-Ing Lim and Julie Sarama",10.1080/10409289.2020.1755776," 

https://doi.org/10.1080/10409289.2020.1755776


",Early Education and Development,1,148--171,Routledge,STEM for Inclusive Excellence and Equity," 

https://doi.org/10.1080/10409289.2020.1755776


",32,2021
article,doi:10.1080/1046560X.2022.2125623,Tonje Tomine Seland Strat and Kirsti Marie Jegstad,10.1080/1046560X.2022.2125623," 

https://doi.org/10.1080/1046560X.2022.2125623


",Journal of Science Teacher Education,6,624--644,Routledge,Norwegian Teacher Educators’ Reflections on Inquiry-Based Teaching and Learning in Science Teacher Education," 

https://doi.org/10.1080/1046560X.2022.2125623


",34,2023
article,doi:10.1080/10494820.2022.2147956,"Shu-Hsuan Chang, Lee-Jen Yang, Ching-Huei Chen, Chun-Chao Shih, Yu Shu and Ying-Tsung Chen",10.1080/10494820.2022.2147956," 

https://doi.org/10.1080/10494820.2022.2147956


",Interactive Learning Environments,6,2401--2423,Routledge,STEM education in academic achievement: a meta-analysis of its moderating effects," 

https://doi.org/10.1080/10494820.2022.2147956


",32,2024
article,doi:10.1080/10494820.2023.2273486,"Shuyun Han, Zhaoli Zhang, Hai Liu, Weiliang Kong, Zengcan Xue, Taihe Cao and Jiangbo Shu",10.1080/10494820.2023.2273486," 

https://doi.org/10.1080/10494820.2023.2273486


",Interactive Learning Environments,0,1--21,Routledge,From engagement to performance: the role of effort regulation in higher education online learning," 

https://doi.org/10.1080/10494820.2023.2273486


",0,2023
article,doi:10.1080/10841806.2015.997630,Roy L. Heidelberg and Anand Desai,10.1080/10841806.2015.997630," 

https://doi.org/10.1080/10841806.2015.997630


",Administrative Theory \& Praxis,1,1--17,Routledge,Simulation Rules: The Role of Simulation in Policy Inquiry," 

https://doi.org/10.1080/10841806.2015.997630


",37,2015
article,doi:10.1080/19338341.2022.2072360,Courtney M. Thompson and Forrest J. Bowlick,10.1080/19338341.2022.2072360," 

https://doi.org/10.1080/19338341.2022.2072360


",The Geography Teacher,3,108--117,Routledge,Teaching and Learning GIS in the Time of COVID-19: Lessons from GIS Professors from an Autoethnographic Perspective*," 

https://doi.org/10.1080/19338341.2022.2072360


",19,2022
article,doi:10.1080/21670811.2017.1403291,Adegboyega Ojo and Bahareh Heravi,10.1080/21670811.2017.1403291," 

https://doi.org/10.1080/21670811.2017.1403291


",Digital Journalism,6,693--718,Routledge,Patterns in Award Winning Data Storytelling," 

https://doi.org/10.1080/21670811.2017.1403291


",6,2018
article,doi:10.1080/21681376.2018.1507754,Igor Calzada,10.1080/21681376.2018.1507754," 

https://doi.org/10.1080/21681376.2018.1507754


","Regional Studies, Regional Science",1,267--289,RSA Website,‘Algorithmic nations’: seeing like a city-regional and techno-political conceptual assemblage," 

https://doi.org/10.1080/21681376.2018.1507754


",5,2018
