ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/09552367.2012.692973,Carl M. Johnson,10.1080/09552367.2012.692973," 

https://doi.org/10.1080/09552367.2012.692973


",Asian Philosophy,2,143--159,AAP Website,Computation and Early Chinese Thought," 

https://doi.org/10.1080/09552367.2012.692973


",22,2012
article,doi:10.1080/00031305.2016.1251494,Mark Daniel Ward,10.1080/00031305.2016.1251494," 

https://doi.org/10.1080/00031305.2016.1251494


",The American Statistician,1,30--33,ASA Website,Building Bridges: The Role of an Undergraduate Mentor," 

https://doi.org/10.1080/00031305.2016.1251494


",71,2017
article,doi:10.1080/00368555.2022.12293665,"Seth Van Doren, Lisa Hardy, Colin Dixon and Sherry Hsi",10.1080/00368555.2022.12293665," 

https://doi.org/10.1080/00368555.2022.12293665


",The Science Teacher,3,26--31,Routledge,Data at a Distance," 

https://doi.org/10.1080/00368555.2022.12293665


",89,2022
article,doi:10.1080/0305764X.2017.1371671,Rebecca Yvonne Bayeck,10.1080/0305764X.2017.1371671," 

https://doi.org/10.1080/0305764X.2017.1371671


",Cambridge Journal of Education,5,533--552,Routledge,A review of five African board games: is there any educational potential?," 

https://doi.org/10.1080/0305764X.2017.1371671


",48,2018
article,doi:10.1080/17512786.2022.2116592,"Maria Konow-Lund, Junai Mtchedlidze and Jens Barland",10.1080/17512786.2022.2116592," 

https://doi.org/10.1080/17512786.2022.2116592


",Journalism Practice,7,1773--1789,Routledge,Organizational and Occupational Innovation when Implementing a Covid-19 Live Tracker in VG Newsroom," 

https://doi.org/10.1080/17512786.2022.2116592


",18,2024
article,doi:10.1080/17439884.2013.756514,"Jean J. Ryoo, Jane Margolis, Clifford H. Lee, Cueponcaxochitl D.M. Sandoval and Joanna Goode",10.1080/17439884.2013.756514," 

https://doi.org/10.1080/17439884.2013.756514


","Learning, Media and Technology",2,161--181,Routledge,Democratizing computer science knowledge: transforming the face of computer science through public high school education," 

https://doi.org/10.1080/17439884.2013.756514


",38,2013
article,doi:10.1080/00368121.2013.850400,"Leslie Bradbury, Beth Frye and Lisa Gross",10.1080/00368121.2013.850400," 

https://doi.org/10.1080/00368121.2013.850400


",Science Activities,4,134--145,Routledge, The Capture: Kidnapping Students’ Interests Using the Guardians of Ga’Hoole ," 

https://doi.org/10.1080/00368121.2013.850400


",50,2013
article,doi:10.1080/02635143.2023.2209842,I-Fan Lo and Ching-Huei Chen,10.1080/02635143.2023.2209842," 

https://doi.org/10.1080/02635143.2023.2209842


",Research in Science \& Technological Education,0,1--18,Routledge,Timing of instructional materials and types of gameplay for interdisciplinary learning: A comparative experimental study," 

https://doi.org/10.1080/02635143.2023.2209842


",0,2023
article,doi:10.1080/10494820.2021.1979048,"Yumiko Murai, Ryohei Ikejiri, Yuhei Yamauchi, Ai Tanaka and Seiko Nakano",10.1080/10494820.2021.1979048," 

https://doi.org/10.1080/10494820.2021.1979048


",Interactive Learning Environments,7,4698--4712,Routledge,Design strategies to integrate creative learning in elementary school curricula through computer programming activities," 

https://doi.org/10.1080/10494820.2021.1979048


",31,2023
article,doi:10.1080/00219266.2022.2118810,"Lilin Tong, Bethany J. G. White and Jastaranpreet Singh",10.1080/00219266.2022.2118810," 

https://doi.org/10.1080/00219266.2022.2118810


",Journal of Biological Education,4,984--996,Routledge,Bridging statistics and life sciences undergraduate education," 

https://doi.org/10.1080/00219266.2022.2118810


",58,2024
article,doi:10.1080/00368555.2023.12294201,"Matthew Johnson, Tiffany Lewis, Kit Martin, Amber Cesare, Anthony Schmitt, Eugene Lengerich, Kristin Bittner and Chris Divyak",10.1080/00368555.2023.12294201," 

https://doi.org/10.1080/00368555.2023.12294201


",The Science Teacher,3,12--16,Routledge,The Science of COVID-19," 

https://doi.org/10.1080/00368555.2023.12294201


",90,2023
article,doi:10.1080/21532974.2021.1997092,"Ann D. Thompson, Denise A. Schmidt-Crawford and Denise L. Lindstrom",10.1080/21532974.2021.1997092," 

https://doi.org/10.1080/21532974.2021.1997092


",Journal of Digital Learning in Teacher Education,4,215--216,Routledge,JDLTE update: The vision of our founders validated!," 

https://doi.org/10.1080/21532974.2021.1997092


",37,2021
article,doi:10.1080/21532974.2020.1813238,"Ann D. Thompson, Denise Lindstrom and Denise A. Schmidt-Crawford",10.1080/21532974.2020.1813238," 

https://doi.org/10.1080/21532974.2020.1813238


",Journal of Digital Learning in Teacher Education,4,204--205,Routledge,COVID-19 Era: A Time for Us to Lead!," 

https://doi.org/10.1080/21532974.2020.1813238


",36,2020
article,doi:10.1080/08993408.2018.1546471,Brian Dorn and Jan Vahrenhold,10.1080/08993408.2018.1546471," 

https://doi.org/10.1080/08993408.2018.1546471


",Computer Science Education,3,189--190,Routledge,Editorial," 

https://doi.org/10.1080/08993408.2018.1546471


",28,2018
article,doi:10.1080/21670811.2019.1651665,David Caswell,10.1080/21670811.2019.1651665," 

https://doi.org/10.1080/21670811.2019.1651665


",Digital Journalism,8,1134--1156,Routledge,Structured Journalism and the Semantic Units of News," 

https://doi.org/10.1080/21670811.2019.1651665


",7,2019
article,doi:10.1080/14626268.2022.2138452,Anuradha Reddy,10.1080/14626268.2022.2138452," 

https://doi.org/10.1080/14626268.2022.2138452


",Digital Creativity,4,295--313,CAA Website,Artificial everyday creativity: creative leaps with AI through critical making," 

https://doi.org/10.1080/14626268.2022.2138452


",33,2022
article,doi:10.1080/1046560X.2019.1630794,"Emily J.S. Kang, Mary Jean McCarthy and Corinne Donovan",10.1080/1046560X.2019.1630794," 

https://doi.org/10.1080/1046560X.2019.1630794


",Journal of Science Teacher Education,7,788--814,Routledge,Elementary Teachers’ Enactment of the NGSS Science and Engineering Practices," 

https://doi.org/10.1080/1046560X.2019.1630794


",30,2019
article,doi:10.1080/00368148.2020.12315813,Kimberly Lott and Sarah Clark,10.1080/00368148.2020.12315813," 

https://doi.org/10.1080/00368148.2020.12315813


",Science and Children,2,80--86,Routledge,New! Cross-Curricular Connections: Science in the Literacy Block," 

https://doi.org/10.1080/00368148.2020.12315813


",58,2020
article,doi:10.1080/13528165.2016.1138762,Mi You,10.1080/13528165.2016.1138762," 

https://doi.org/10.1080/13528165.2016.1138762


",Performance Research,1,18--24,Routledge,"On the Sleep of the Computer, or the Performance of Randomness"," 

https://doi.org/10.1080/13528165.2016.1138762


",21,2016
article,doi:10.1080/10986065.2023.2191074,"Jesús E. Hernández-Zavaleta, Corey Brady, Sandra Becker and Douglas B. Clark",10.1080/10986065.2023.2191074," 

https://doi.org/10.1080/10986065.2023.2191074


",Mathematical Thinking and Learning,0,1--35,Routledge,Vygotskian hybridizing of motion and mapping: Learning about geometric transformations in block-based programming environments," 

https://doi.org/10.1080/10986065.2023.2191074


",0,2023
article,doi:10.1080/08993408.2021.1993666,"Lijun Ni, Gillian Bausch and Rebecca Benjamin",10.1080/08993408.2021.1993666," 

https://doi.org/10.1080/08993408.2021.1993666


",Computer Science Education,1,29--60,Routledge,Computer science teacher professional development and professional learning communities: a review of the research literature," 

https://doi.org/10.1080/08993408.2021.1993666


",33,2023
article,doi:10.1080/21594937.2020.1778272,Rikke Berggreen Paaskesen,10.1080/21594937.2020.1778272," 

https://doi.org/10.1080/21594937.2020.1778272


",International Journal of Play,2,230--254,Routledge,Play-based strategies and using robot technologies across the curriculum," 

https://doi.org/10.1080/21594937.2020.1778272


",9,2020
article,doi:10.1080/21532974.2019.1648955,"Ann D. Thompson, Denise A. Schmidt-Crawford and Denise L. Lindstrom",10.1080/21532974.2019.1648955," 

https://doi.org/10.1080/21532974.2019.1648955


",Journal of Digital Learning in Teacher Education,4,200--202,Routledge,The State of the JDLTE: Looking Good!," 

https://doi.org/10.1080/21532974.2019.1648955


",35,2019
article,doi:10.1080/0267257X.2022.2144417,Astrid Van den Bossche,10.1080/0267257X.2022.2144417," 

https://doi.org/10.1080/0267257X.2022.2144417


",Journal of Marketing Management,15-16,1815--1820,Routledge,"Studying digitised historical advertisements: experiments, explorations, reflections"," 

https://doi.org/10.1080/0267257X.2022.2144417


",38,2022
article,doi:10.1080/21532974.2020.1752335,Yi Jin and Christi Harp,10.1080/21532974.2020.1752335," 

https://doi.org/10.1080/21532974.2020.1752335


",Journal of Digital Learning in Teacher Education,3,166--184,Routledge,"Examining preservice teachers’ TPACK, attitudes, self-efficacy, and perceptions of teamwork in a stand-alone educational technology course using flipped classroom or flipped team-based learning pedagogies"," 

https://doi.org/10.1080/21532974.2020.1752335


",36,2020
article,doi:10.1080/02635143.2021.1895099,Winnie Wing Mui So,10.1080/02635143.2021.1895099," 

https://doi.org/10.1080/02635143.2021.1895099


",Research in Science \& Technological Education,1,232--250,Routledge,"Does computation technology matter in science, technology, engineering and mathematics (STEM) projects?"," 

https://doi.org/10.1080/02635143.2021.1895099


",41,2023
article,doi:10.1080/07380569.2019.1677436,"Corrie C. Urlings, Karien M. Coppens and Lex Borghans",10.1080/07380569.2019.1677436," 

https://doi.org/10.1080/07380569.2019.1677436


",Computers in the Schools,4,255--273,Routledge,Measurement of Executive Functioning Using a Playful Robot in Kindergarten," 

https://doi.org/10.1080/07380569.2019.1677436


",36,2019
