ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/13528165.2021.1977526,Deni (Denise) Li,10.1080/13528165.2021.1977526," 

https://doi.org/10.1080/13528165.2021.1977526


",Performance Research,3,114--124,Routledge,Psychedelic Perception in Queer-Feminist Reading and Writing (as Performance)," 

https://doi.org/10.1080/13528165.2021.1977526


",26,2021
article,doi:10.1080/15295036.2014.939682,Megan Foley,10.1080/15295036.2014.939682," 

https://doi.org/10.1080/15295036.2014.939682


",Critical Studies in Media Communication,5,365--379,NCA Website,“Prove You're Human”: Fetishizing Material Embodiment and Immaterial Labor in Information Networks," 

https://doi.org/10.1080/15295036.2014.939682


",31,2014
article,doi:10.1080/17439884.2024.2327024,Luke Munn and Leah Henrickson,10.1080/17439884.2024.2327024," 

https://doi.org/10.1080/17439884.2024.2327024


","Learning, Media and Technology",0,1--17,Routledge,Tell me a story: a framework for critically investigating AI language models," 

https://doi.org/10.1080/17439884.2024.2327024


",0,2024
article,doi:10.1080/0144929X.2024.2313147,"Tolulope Famaye, Golnaz Arastoopour Irgens and Ibrahim Adisa",10.1080/0144929X.2024.2313147," 

https://doi.org/10.1080/0144929X.2024.2313147


",Behaviour \& Information Technology,0,1--22,Taylor \& Francis,Shifting roles and slow research: children’s roles in participatory co-design of critical machine learning activities and technologies," 

https://doi.org/10.1080/0144929X.2024.2313147


",0,2024
article,doi:10.1080/14767724.2024.2333821,Selena Nemorin,10.1080/14767724.2024.2333821," 

https://doi.org/10.1080/14767724.2024.2333821


","Globalisation, Societies and Education",0,1--13,Routledge,Towards decolonising the ethics of AI in education," 

https://doi.org/10.1080/14767724.2024.2333821


",0,2024
article,doi:10.1080/0020739X.2021.2021306,"Kenan Gökdağ, Meriç Özgeldi and İlker Yakın",10.1080/0020739X.2021.2021306," 

https://doi.org/10.1080/0020739X.2021.2021306


",International Journal of Mathematical Education in Science and Technology,10,2103--2121,Taylor \& Francis,Unveiling students’ explorations of tessellations with Scratch through mathematical aesthetics," 

https://doi.org/10.1080/0020739X.2021.2021306


",54,2023
article,doi:10.1080/02619768.2021.1938535,"Jonatan Castaño Muñoz, Riina Vuorikari, Patrícia Costa, Ralph Hippe and Panagiotis Kampylis",10.1080/02619768.2021.1938535," 

https://doi.org/10.1080/02619768.2021.1938535


",European Journal of Teacher Education,3,476--497,Routledge,Teacher collaboration and students’ digital competence - evidence from the SELFIE tool," 

https://doi.org/10.1080/02619768.2021.1938535


",46,2023
article,doi:10.1080/03098265.2018.1554629,"Michael Pease, Blanca Pérez-Lapeña and Christopher Lant",10.1080/03098265.2018.1554629," 

https://doi.org/10.1080/03098265.2018.1554629


",Journal of Geography in Higher Education,1,40--55,Routledge,Energy and water resource simulations for U.S. geography undergraduates," 

https://doi.org/10.1080/03098265.2018.1554629


",43,2019
article,doi:10.1080/13664530.2023.2265889,"Rebecca Woodland, Ann M. Leonard and Itza D. Martinez",10.1080/13664530.2023.2265889," 

https://doi.org/10.1080/13664530.2023.2265889


",Teacher Development,2,158--177,Routledge,Teachers’ perceptions about the value of protocols for professional development: results of a qualitative investigation," 

https://doi.org/10.1080/13664530.2023.2265889


",28,2024
article,doi:10.1080/15434303.2022.2155165,Youjun Tang and Xiaomei Ma,10.1080/15434303.2022.2155165," 

https://doi.org/10.1080/15434303.2022.2155165


",Language Assessment Quarterly,1,44--65,Routledge,An Interventionist Dynamic Assessment Approach to College English Writing in China," 

https://doi.org/10.1080/15434303.2022.2155165


",20,2023
article,doi:10.1080/17482798.2023.2291014,"Joëlle Swart, Hanne Stegeman, Lucy Frowijn and Marcel Broersma",10.1080/17482798.2023.2291014," 

https://doi.org/10.1080/17482798.2023.2291014


",Journal of Children and Media,1,138--154,Routledge,The paradox of play: How Dutch children develop digital literacy via offline engagement with digital media," 

https://doi.org/10.1080/17482798.2023.2291014


",18,2024
article,doi:10.1080/1750399X.2021.2004009,Ralph Krüger,10.1080/1750399X.2021.2004009," 

https://doi.org/10.1080/1750399X.2021.2004009


",The Interpreter and Translator Trainer,4,503--523,Routledge,Using Jupyter notebooks as didactic instruments in translation technology teaching," 

https://doi.org/10.1080/1750399X.2021.2004009


",16,2022
article,doi:10.1080/21670811.2016.1160791,Carl-Gustav Linden,10.1080/21670811.2016.1160791," 

https://doi.org/10.1080/21670811.2016.1160791


",Digital Journalism,2,123--140,Routledge,Decades of Automation in the Newsroom," 

https://doi.org/10.1080/21670811.2016.1160791


",5,2017
article,doi:10.1080/2331186X.2023.2204055,Yin-Chan Liao and Marjorie Ringler,10.1080/2331186X.2023.2204055," 

https://doi.org/10.1080/2331186X.2023.2204055


",Cogent Education,1,2204055,Cogent OA,Backward design: Integrating active learning into undergraduate computer science courses," 

https://doi.org/10.1080/2331186X.2023.2204055


",10,2023
article,doi:10.1080/00031305.2022.2089232,Mine Dogucu and Jingchen Hu,10.1080/00031305.2022.2089232," 

https://doi.org/10.1080/00031305.2022.2089232


",The American Statistician,4,405--413,ASA Website,The Current State of Undergraduate Bayesian Education and Recommendations for the Future," 

https://doi.org/10.1080/00031305.2022.2089232


",76,2022
article,doi:10.1080/00368121.2023.2168246,Ayse Buber and Gul Unal Coban,10.1080/00368121.2023.2168246," 

https://doi.org/10.1080/00368121.2023.2168246


",Science Activities,2,71--89,Routledge,STEM project-based activity: bio-efficacy of microalgae," 

https://doi.org/10.1080/00368121.2023.2168246


",60,2023
article,doi:10.1080/00377996.2018.1515717,Natalia V. Smirnova,10.1080/00377996.2018.1515717," 

https://doi.org/10.1080/00377996.2018.1515717


",The Social Studies,5,238--254,Routledge,Teaching Money and Inflation Across the Curriculum," 

https://doi.org/10.1080/00377996.2018.1515717


",109,2018
article,doi:10.1080/07380569.2022.2071229,Laila Al-Malki and Maram Meccawy,10.1080/07380569.2022.2071229," 

https://doi.org/10.1080/07380569.2022.2071229


",Computers in the Schools,2,137--162,Routledge,Investigating Students’ Performance and Motivation in Computer Programming through a Gamified Recommender System," 

https://doi.org/10.1080/07380569.2022.2071229


",39,2022
article,doi:10.1080/10691898.2020.1851159,"Aimee Schwab-McCoy, Catherine M. Baker and Rebecca E. Gasper",10.1080/10691898.2020.1851159," 

https://doi.org/10.1080/10691898.2020.1851159


",Journal of Statistics and Data Science Education,sup1,S40--S50,Taylor \& Francis,"Data Science in 2020: Computing, Curricula, and Challenges for the Next 10 Years"," 

https://doi.org/10.1080/10691898.2020.1851159


",29,2021
article,doi:10.1080/14626268.2017.1419978,Emma Cocker,10.1080/14626268.2017.1419978," 

https://doi.org/10.1080/14626268.2017.1419978


",Digital Creativity,1,82--95,CAA Website,"What now, what next—kairotic coding and the unfolding future seized"," 

https://doi.org/10.1080/14626268.2017.1419978


",29,2018
article,doi:10.1080/17439884.2021.1936017,"Laura Scholes, Kathy A. Mills and Elizabeth Wallace",10.1080/17439884.2021.1936017," 

https://doi.org/10.1080/17439884.2021.1936017


","Learning, Media and Technology",2,163--178,Routledge,Boys’ gaming identities and opportunities for learning," 

https://doi.org/10.1080/17439884.2021.1936017


",47,2022
article,doi:10.1080/0020739X.2019.1692932,"Iwona Czaplinski, Ian W. Turner, Kate Helmstedt, Paul Corry and Dann G. Mallet",10.1080/0020739X.2019.1692932," 

https://doi.org/10.1080/0020739X.2019.1692932


",International Journal of Mathematical Education in Science and Technology,5,653--668,Taylor \& Francis,"Industry-based, transdisciplinary, complex problems as realistic settings for applying the M in STEM"," 

https://doi.org/10.1080/0020739X.2019.1692932


",52,2021
article,doi:10.1080/02635143.2020.1761783,Andria C. Schwortz and Andrea C. Burrows,10.1080/02635143.2020.1761783," 

https://doi.org/10.1080/02635143.2020.1761783


",Research in Science \& Technological Education,3,347--367,Routledge,Authentic science experiences with STEM datasets: post-secondary results and potential gender influences," 

https://doi.org/10.1080/02635143.2020.1761783


",39,2021
article,doi:10.1080/02635143.2021.1959308,"Daijiazi Tang, Miao Li and David T. Crowther",10.1080/02635143.2021.1959308," 

https://doi.org/10.1080/02635143.2021.1959308


",Research in Science \& Technological Education,3,819--837,Routledge,What matters? A case study of elementary english language learners in STEM education," 

https://doi.org/10.1080/02635143.2021.1959308


",41,2023
article,doi:10.1080/08993408.2018.1486120,Jason West,10.1080/08993408.2018.1486120," 

https://doi.org/10.1080/08993408.2018.1486120


",Computer Science Education,2,136--157,Routledge,Teaching data science: an objective approach to curriculum validation," 

https://doi.org/10.1080/08993408.2018.1486120


",28,2018
article,doi:10.1080/08993408.2018.1519322,"William Bares, Bill Manaris and Renée McCauley",10.1080/08993408.2018.1519322," 

https://doi.org/10.1080/08993408.2018.1519322


",Computer Science Education,3,191--210,Routledge,Gender equity in computer science through computing in the arts – a six-year longitudinal study," 

https://doi.org/10.1080/08993408.2018.1519322


",28,2018
article,doi:10.1080/09500693.2019.1647472,"Tian Luo, Jian Wang, Xiufeng Liu and Jiangping Zhou",10.1080/09500693.2019.1647472," 

https://doi.org/10.1080/09500693.2019.1647472


",International Journal of Science Education,14,1885--1904,Routledge,Development and application of a scale to measure students’ STEM continuing motivation," 

https://doi.org/10.1080/09500693.2019.1647472


",41,2019
article,doi:10.1080/1475939X.2021.1906312,Beomkyu Choi and Michael F. Young,10.1080/1475939X.2021.1906312," 

https://doi.org/10.1080/1475939X.2021.1906312


","Technology, Pedagogy and Education",2,217--234,Routledge,TPACK-L: teachers’ pedagogical design thinking for the wise integration of technology," 

https://doi.org/10.1080/1475939X.2021.1906312


",30,2021
article,doi:10.1080/0020739X.2024.2377724,"Pedro Quaresma, Vanda Santos and Joana Teles",10.1080/0020739X.2024.2377724," 

https://doi.org/10.1080/0020739X.2024.2377724


",International Journal of Mathematical Education in Science and Technology,0,1--25,Taylor \& Francis,Proof exploration using dynamic geometry systems with integrated automated deduction capabilities," 

https://doi.org/10.1080/0020739X.2024.2377724


",0,2024
article,doi:10.1080/03323315.2021.2022513,"Florence Gabriel, Rebecca Marrone, Ysabella Van Sebille, Vitomir Kovanovic and Maarten de Laat",10.1080/03323315.2021.2022513," 

https://doi.org/10.1080/03323315.2021.2022513


",Irish Educational Studies,1,85--106,Routledge,Digital education strategies around the world: practices and policies," 

https://doi.org/10.1080/03323315.2021.2022513


",41,2022
article,doi:10.1080/13596748.2024.2371651,"Luecha Ladachart, Thidarat Kaekai, Panadda Khammeetha, Nuengluethai Hipthong and Ladapa Ladachart",10.1080/13596748.2024.2371651," 

https://doi.org/10.1080/13596748.2024.2371651


",Research in Post-Compulsory Education,3,472--501,Routledge,"Thai students’ STEM identities after compulsory education by gender, educational programme, and career aspiration"," 

https://doi.org/10.1080/13596748.2024.2371651


",29,2024
article,doi:10.1080/15391523.2024.2399280,"Shana V. White, Sonia Koshy and Allison Scott",10.1080/15391523.2024.2399280," 

https://doi.org/10.1080/15391523.2024.2399280


",Journal of Research on Technology in Education,0,1--15,Routledge,Advancing culturally responsive-sustaining computer science through K-12 teacher professional development strategies," 

https://doi.org/10.1080/15391523.2024.2399280


",0,2024
