ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/1475939X.2017.1317659,Siu-Cheung Kong,10.1080/1475939X.2017.1317659," 

https://doi.org/10.1080/1475939X.2017.1317659


","Technology, Pedagogy and Education",1,15--31,Routledge,Parents’ perceptions of e-learning in school education: implications for the partnership between schools and parents," 

https://doi.org/10.1080/1475939X.2017.1317659


",27,2018
article,doi:10.1080/17512786.2024.2404692,Sina Thäsler-Kordonouri,10.1080/17512786.2024.2404692," 


https://www.tandfonline.com/doi/pdf/10.1080/17512786.2024.2404692

",Journalism Practice,0,1--20,Routledge,What Comes After the Algorithm? An Investigation of Journalists’ Post-editing of Automated News Text," 


https://www.tandfonline.com/doi/abs/10.1080/17512786.2024.2404692

",0,2024
article,doi:10.1179/030801810X12772143410485,Alan F Blackwell,10.1179/030801810X12772143410485," 

https://doi.org/10.1179/030801810X12772143410485


",Interdisciplinary Science Reviews,3-4,387--403,Taylor \& Francis,When Systemizers Meet Empathizers: Universalism and the Prosthetic Imagination," 

https://doi.org/10.1179/030801810X12772143410485


",35,2010
article,doi:10.1007/s10972-014-9395-y,Lucy Avraamidou,10.1007/s10972-014-9395-y," 

https://doi.org/10.1007/s10972-014-9395-y


",Journal of Science Teacher Education,7,823--843,Routledge,Developing a Reform-Minded Science Teaching Identity: The Role of Informal Science Environments," 

https://doi.org/10.1007/s10972-014-9395-y


",25,2014
article,doi:10.1080/02635143.2022.2121692,"Sevgi Aydin Gunbatar, Betul Ekiz Kiran, Yezdan Boz and Gillian H. Roehrig",10.1080/02635143.2022.2121692," 

https://doi.org/10.1080/02635143.2022.2121692


",Research in Science \& Technological Education,0,1--26,Routledge,A closer examination of the STEM characteristics of the STEM activities published in NSTA journals," 

https://doi.org/10.1080/02635143.2022.2121692


",0,2022
article,doi:10.1080/02635143.2023.2209847,İlbilge Dökme and Zeynep Koyunlu Ünlü,10.1080/02635143.2023.2209847," 

https://doi.org/10.1080/02635143.2023.2209847


",Research in Science \& Technological Education,0,1--22,Routledge,An effective intervention using STEM instruction for improving preservice science teachers’ self-efficacy," 

https://doi.org/10.1080/02635143.2023.2209847


",0,2023
article,doi:10.1080/10494820.2021.1919905,"Janan Saba, Hagit Hel-Or and Sharona T. Levy",10.1080/10494820.2021.1919905," 

https://doi.org/10.1080/10494820.2021.1919905


",Interactive Learning Environments,5,3128--3147,Routledge,Much.Matter.in.Motion: learning by modeling systems in chemistry and physics with a universal programing platform," 

https://doi.org/10.1080/10494820.2021.1919905


",31,2023
article,doi:10.1080/13639080.2024.2407764,Mary Beth Romö,10.1080/13639080.2024.2407764," 

https://doi.org/10.1080/13639080.2024.2407764


",Journal of Education and Work,0,1--16,Routledge,Untangling ideologies in lifelong learning discourse," 

https://doi.org/10.1080/13639080.2024.2407764


",0,2024
article,doi:10.1080/1475939X.2021.1973550,"Tiffani Apps, Shirley Agostinho and Sue Bennett",10.1080/1475939X.2021.1973550," 

https://doi.org/10.1080/1475939X.2021.1973550


","Technology, Pedagogy and Education",2,231--246,Routledge,‘Maybe it’s the environment you grow up in?’ Australian primary school students’ reflections on their school-based digital literacy," 

https://doi.org/10.1080/1475939X.2021.1973550


",31,2022
article,doi:10.1080/15391523.2009.10782540,Linda Werner and Jill Denning,10.1080/15391523.2009.10782540," 

https://doi.org/10.1080/15391523.2009.10782540


",Journal of Research on Technology in Education,1,29--49,Routledge,Pair Programming in Middle School," 

https://doi.org/10.1080/15391523.2009.10782540


",42,2009
article,doi:10.1080/17439884.2023.2237892,Shayan Doroudi,10.1080/17439884.2023.2237892," 

https://doi.org/10.1080/17439884.2023.2237892


","Learning, Media and Technology",1,63--79,Routledge,"The forgotten African American innovators of educational technology: stories of education, technology, and civil rights"," 

https://doi.org/10.1080/17439884.2023.2237892


",49,2024
article,doi:10.1080/20590776.2022.2027212,Veronica Cassone McGowan and Philip Bell,10.1080/20590776.2022.2027212," 

https://doi.org/10.1080/20590776.2022.2027212


",Educational and Developmental Psychologist,1,116--131,Routledge,“I now deeply care about the effects humans are having on the world”: cultivating ecological care and responsibility through complex systems modelling and investigations," 

https://doi.org/10.1080/20590776.2022.2027212


",39,2022
article,doi:10.1080/09500693.2016.1154998,"Hui Jin, Xin Wei, Peiran Duan, Yuying Guo and Wenxia Wang",10.1080/09500693.2016.1154998," 

https://doi.org/10.1080/09500693.2016.1154998


",International Journal of Science Education,2,319--343,Routledge,Promoting cognitive and social aspects of inquiry through classroom discourse," 

https://doi.org/10.1080/09500693.2016.1154998


",38,2016
article,doi:10.1080/1046560X.2024.2336769,"Jesse Wilcox, Sarah Voss, Jerrid Kruse, Shelby Miller and Lily Fettkether",10.1080/1046560X.2024.2336769," 

https://doi.org/10.1080/1046560X.2024.2336769


",Journal of Science Teacher Education,7,756--776,Routledge,Research Experiences for Undergraduates Through Extracurricular Practitioner Inquiry: Exploring the Experiences of Preservice Elementary Teachers," 

https://doi.org/10.1080/1046560X.2024.2336769


",35,2024
article,doi:10.1080/10476210.2018.1466874,Heidi L. Hallman,10.1080/10476210.2018.1466874," 

https://doi.org/10.1080/10476210.2018.1466874


",Teaching Education,3,299--318,Routledge,Personalized learning through 1:1 technology initiatives: implications for teachers and teaching in neoliberal times," 

https://doi.org/10.1080/10476210.2018.1466874


",30,2019
article,doi:10.1080/2331186X.2022.2107303,Siska Nopa Br Tambunan and Kai-Lin Yang,10.1080/2331186X.2022.2107303," 

https://doi.org/10.1080/2331186X.2022.2107303


",Cogent Education,1,2107303,Cogent OA,Indonesian mathematics teachers’ conceptions on values of the relationship between mathematics and STEM education," 

https://doi.org/10.1080/2331186X.2022.2107303


",9,2022
article,doi:10.1080/02635143.2022.2126973,"Yonghe Zheng, Shuwen Yu, Mian Zhang, Jingying Wang, Xuanyang Yang, Sheng Zheng and Xiaomei Ping",10.1080/02635143.2022.2126973," 

https://doi.org/10.1080/02635143.2022.2126973


",Research in Science \& Technological Education,3,720--746,Routledge,Research on performance assessment of students’ inquiry skills in China’s elementary schools: a video analysis of Beijing discovering science around us," 

https://doi.org/10.1080/02635143.2022.2126973


",42,2024
article,doi:10.1080/08993408.2024.2385876,"Elisabeth Omand Grønhøj, Billy Wong and Jeppe Bundsgaard",10.1080/08993408.2024.2385876," 

https://doi.org/10.1080/08993408.2024.2385876


",Computer Science Education,0,1--25,Routledge,Exploring young people’s perceptions and discourses of technology occupations through descriptive drawings and a questionnaire," 

https://doi.org/10.1080/08993408.2024.2385876


",0,2024
article,doi:10.1080/10447318.2024.2356399,"Weiqi Xu, Xinran Dong and Fan Ouyang",10.1080/10447318.2024.2356399," 

https://doi.org/10.1080/10447318.2024.2356399


",International Journal of Human–Computer Interaction,0,1--16,Taylor \& Francis,"The Effects of Three Scaffoldings on Computer-Supported, Robot-Assisted Collaborative Programming in Higher Education"," 

https://doi.org/10.1080/10447318.2024.2356399


",0,2024
article,doi:10.1080/10494820.2019.1710542,Tuğra Karademir Coşkun,10.1080/10494820.2019.1710542," 

https://doi.org/10.1080/10494820.2019.1710542


",Interactive Learning Environments,6,1092--1116,Routledge,The effectiveness of robot training in special education: a robot training model proposal for special education," 

https://doi.org/10.1080/10494820.2019.1710542


",30,2022
article,doi:10.1080/1475939X.2012.698165,"Patricia Charlton, George Magoulas and Diana Laurillard",10.1080/1475939X.2012.698165," 

https://doi.org/10.1080/1475939X.2012.698165


","Technology, Pedagogy and Education",2,231--253,Routledge,Enabling creative learning design through semantic technologies," 

https://doi.org/10.1080/1475939X.2012.698165


",21,2012
article,doi:10.1080/1554480X.2020.1870469,Susanna Pöntinen and Sinikka Räty-Záborszky,10.1080/1554480X.2020.1870469," 

https://doi.org/10.1080/1554480X.2020.1870469


",Pedagogies: An International Journal,3,227--250,Routledge,Student-initiated aspects as starting points for teaching digital competence in the early years of primary education," 

https://doi.org/10.1080/1554480X.2020.1870469


",17,2022
article,doi:10.1080/21670811.2019.1620112,"Shangyuan Wu, Edson C. Tandoc and Charles T. Salmon",10.1080/21670811.2019.1620112," 

https://doi.org/10.1080/21670811.2019.1620112


",Digital Journalism,4,428--446,Routledge,A Field Analysis of Journalism in the Automation Age: Understanding Journalistic Transformations and Struggles Through Structure and Agency," 

https://doi.org/10.1080/21670811.2019.1620112


",7,2019
article,doi:10.5408/13-062.1,Julie Lee Lambert and Robert E. Bleicher,10.5408/13-062.1," 

https://doi.org/10.5408/13-062.1


",Journal of Geoscience Education,3,388--401,Routledge,Improving Climate Change Communication Starting with Environmental Educators," 

https://doi.org/10.5408/13-062.1


",62,2014
article,doi:10.1080/0144929X.2021.1984580,Sevde Koca and Recep Çakir,10.1080/0144929X.2021.1984580," 

https://doi.org/10.1080/0144929X.2021.1984580


",Behaviour \& Information Technology,15,3329--3345,Taylor \& Francis,Effect of educational robotic applications on students’ cognitive outcomes," 

https://doi.org/10.1080/0144929X.2021.1984580


",41,2022
article,doi:10.1080/02635143.2019.1647158,"Maria Rut Jimenez-Liso, María Martinez-Chico, Lucy Avraamidou and Rafael López-Gay Lucio-Villegas",10.1080/02635143.2019.1647158," 

https://doi.org/10.1080/02635143.2019.1647158


",Research in Science \& Technological Education,1,44--67,Routledge,"Scientific practices in teacher education: the interplay of sense, sensors, and emotions"," 

https://doi.org/10.1080/02635143.2019.1647158


",39,2021
article,doi:10.1080/07380569.2023.2256729,"Sally McHugh, Noel Carroll and Cornelia Connolly",10.1080/07380569.2023.2256729," 

https://doi.org/10.1080/07380569.2023.2256729


",Computers in the Schools,0,1--26,Routledge,Low-Code and No-Code in Secondary Education—Empowering Teachers to Embed Citizen Development in Schools," 

https://doi.org/10.1080/07380569.2023.2256729


",0,2023
article,doi:10.1080/09500693.2013.791958,"Junqing Zhai, Jennifer Ann Jocz and Aik-Ling Tan",10.1080/09500693.2013.791958," 

https://doi.org/10.1080/09500693.2013.791958


",International Journal of Science Education,4,553--576,Routledge,‘Am I Like a Scientist?’: Primary children's images of doing science in school," 

https://doi.org/10.1080/09500693.2013.791958


",36,2014
article,doi:10.1080/09500693.2016.1186853,Jennifer L. Weible and Heather Toomey Zimmerman,10.1080/09500693.2016.1186853," 

https://doi.org/10.1080/09500693.2016.1186853


",International Journal of Science Education,8,1235--1255,Routledge,"Science curiosity in learning environments: developing an attitudinal scale for research in schools, homes, museums, and the community"," 

https://doi.org/10.1080/09500693.2016.1186853


",38,2016
article,doi:10.1080/09500693.2019.1579945,Victoria Wong and Justin Dillon,10.1080/09500693.2019.1579945," 

https://doi.org/10.1080/09500693.2019.1579945


",International Journal of Science Education,6,782--802,Routledge,"‘Voodoo maths’, asymmetric dependency and maths blame: why collaboration between school science and mathematics teachers is so rare"," 

https://doi.org/10.1080/09500693.2019.1579945


",41,2019
article,doi:10.1080/1046560X.2018.1514825,"Luisa McHugh, Angela M. Kelly and M. David Burghardt",10.1080/1046560X.2018.1514825," 

https://doi.org/10.1080/1046560X.2018.1514825


",Journal of Science Teacher Education,8,804--828,Routledge,Professional Development for a Middle School Mathematics-Infused Science Curriculum," 

https://doi.org/10.1080/1046560X.2018.1514825


",29,2018
article,doi:10.1080/1046560X.2021.1898763,Jeffrey D. Thomas and Sally Valentino Drew,10.1080/1046560X.2021.1898763," 

https://doi.org/10.1080/1046560X.2021.1898763


",Journal of Science Teacher Education,1,1--31,Routledge,Impact of A Practice-Based Professional Development on Secondary Science Teachers’ Use of Disciplinary Literacy Practices: A Design Research Project," 

https://doi.org/10.1080/1046560X.2021.1898763


",33,2022
article,doi:10.1080/10899995.2024.2351028,Cheryl L. B. Manning and N. D. LaDue,10.1080/10899995.2024.2351028," 

https://doi.org/10.1080/10899995.2024.2351028


",Journal of Geoscience Education,0,1--15,Routledge,Geo-STEM learning ecosystems: A transdisciplinary theory-based framework to establish and engage communities in the geosciences," 

https://doi.org/10.1080/10899995.2024.2351028


",0,2024
article,doi:10.1080/1369118X.2016.1181195,Bernhard Rieder,10.1080/1369118X.2016.1181195," 

https://doi.org/10.1080/1369118X.2016.1181195


","Information, Communication \& Society",1,100--117,Routledge,Scrutinizing an algorithmic technique: the Bayes classifier as interested reading of reality," 

https://doi.org/10.1080/1369118X.2016.1181195


",20,2017
