ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/10494820.2019.1610451,"Arnon Hershkovitz, Raquel Sitman, Rotem Israel-Fishelson, Andoni Eguíluz, Pablo Garaizar and Mariluz Guenaga",10.1080/10494820.2019.1610451," 

https://doi.org/10.1080/10494820.2019.1610451


",Interactive Learning Environments,5-6,628--644,Routledge,Creativity in the acquisition of computational thinking," 

https://doi.org/10.1080/10494820.2019.1610451


",27,2019
article,doi:10.1080/07380569.2018.1462630,"Ugur Kale, Mete Akcaoglu, Theresa Cullen and Debbie Goh",10.1080/07380569.2018.1462630," 

https://doi.org/10.1080/07380569.2018.1462630


",Computers in the Schools,2,69--87,Routledge,Contextual Factors Influencing Access to Teaching Computational Thinking," 

https://doi.org/10.1080/07380569.2018.1462630


",35,2018
article,doi:10.1080/1554480X.2016.1182437,Michael Vallance and Phillip A. Towndrow,10.1080/1554480X.2016.1182437," 

https://doi.org/10.1080/1554480X.2016.1182437


",Pedagogies: An International Journal,3,218--234,Routledge,"Pedagogic transformation, student-directed design and computational thinking"," 

https://doi.org/10.1080/1554480X.2016.1182437


",11,2016
article,doi:10.1080/1475939X.2024.2316087,"Anna Åkerfeldt, Susanne Kjällander and Petra Petersen",10.1080/1475939X.2024.2316087," 

https://doi.org/10.1080/1475939X.2024.2316087


","Technology, Pedagogy and Education",3,375--390,Routledge,A research review of computational thinking and programming in education," 

https://doi.org/10.1080/1475939X.2024.2316087


",33,2024
article,doi:10.1080/08993408.2020.1866932,"Shari J. Metcalf, Joseph M. Reilly, Soobin Jeon, Annie Wang, Allyson Pyers, Karen Brennan and Chris Dede",10.1080/08993408.2020.1866932," 

https://doi.org/10.1080/08993408.2020.1866932


",Computer Science Education,2,199--223,Routledge,Assessing computational thinking through the lenses of functionality and computational fluency," 

https://doi.org/10.1080/08993408.2020.1866932


",31,2021
article,doi:10.1080/10494820.2020.1711326,"Michelle Hoda Wilkerson, Cynthia M. D’Angelo and Breanne K. Litts",10.1080/10494820.2020.1711326," 

https://doi.org/10.1080/10494820.2020.1711326


",Interactive Learning Environments,3,264--271,Routledge,Stories from the field: locating and cultivating computational thinking in spaces of learning," 

https://doi.org/10.1080/10494820.2020.1711326


",28,2020
article,doi:10.1080/03057267.2021.1963580,Ayodele Abosede Ogegbo and Umesh Ramnarain,10.1080/03057267.2021.1963580," 

https://doi.org/10.1080/03057267.2021.1963580


",Studies in Science Education,2,203--230,Routledge,A systematic review of computational thinking in science classrooms," 

https://doi.org/10.1080/03057267.2021.1963580


",58,2022
article,doi:10.1080/10598650.2018.1558656,"Leigh Ann Mesiti, Alana Parkes, Sunewan C. Paneto and Clara Cahill",10.1080/10598650.2018.1558656," 

https://doi.org/10.1080/10598650.2018.1558656


",Journal of Museum Education,1,108--121,Routledge,Building Capacity for Computational Thinking in Youth through Informal Education," 

https://doi.org/10.1080/10598650.2018.1558656


",44,2019
article,doi:10.1080/10494820.2020.1811734,Ünal Çakıroğlu and Servet Kiliç,10.1080/10494820.2020.1811734," 

https://doi.org/10.1080/10494820.2020.1811734


",Interactive Learning Environments,2,818--835,Routledge,Assessing teachers’ PCK to teach computational thinking via robotic programming," 

https://doi.org/10.1080/10494820.2020.1811734


",31,2023
article,doi:10.1080/10494820.2024.2328277,"Noawanit Songkram, Supattraporn Upapong, Heng-Yu Ku, Narongpon Aulpaijidkul, Sarun Chattunyakit and Nutthakorn Songkram",10.1080/10494820.2024.2328277," 

https://doi.org/10.1080/10494820.2024.2328277


",Interactive Learning Environments,0,1--18,Routledge,Unlocking the power of robots: enhancing computational thinking through innovative teaching methods," 

https://doi.org/10.1080/10494820.2024.2328277


",0,2024
article,doi:10.1080/08993408.2022.2079864,"Sabrina Finke, Ferenc Kemény, Markus Sommer, Vesna Krnjic, Martin Arendasy, Wolfgang Slany and Karin Landerl",10.1080/08993408.2022.2079864," 

https://doi.org/10.1080/08993408.2022.2079864


",Computer Science Education,3,313--334,Routledge,Unravelling the numerical and spatial underpinnings of computational thinking: a pre-registered replication study," 

https://doi.org/10.1080/08993408.2022.2079864


",32,2022
article,doi:10.1080/10494820.2021.1943687,"Jia-Hua Zhang, Bin Meng, Liu-Cong Zou, Yue Zhu and Gwo-Jen Hwang",10.1080/10494820.2021.1943687," 

https://doi.org/10.1080/10494820.2021.1943687


",Interactive Learning Environments,6,3792--3809,Routledge,Progressive flowchart development scaffolding to improve university students’ computational thinking and programming self-efficacy," 

https://doi.org/10.1080/10494820.2021.1943687


",31,2023
article,doi:10.1080/07380569.2019.1639593,Abdulaziz A. Alfayez and Judy Lambert,10.1080/07380569.2019.1639593," 

https://doi.org/10.1080/07380569.2019.1639593


",Computers in the Schools,3,143--166,Routledge,Exploring Saudi Computer Science Teachers’ Conceptual Mastery Level of Computational Thinking Skills," 

https://doi.org/10.1080/07380569.2019.1639593


",36,2019
article,doi:10.1080/10494820.2020.1722712,Ken-Zen Chen and Hsiao-Han Chi,10.1080/10494820.2020.1722712," 

https://doi.org/10.1080/10494820.2020.1722712


",Interactive Learning Environments,8,1375--1387,Routledge,Novice young board-game players’ experience about computational thinking," 

https://doi.org/10.1080/10494820.2020.1722712


",30,2022
article,doi:10.1080/21532974.2019.1693941,"Shenghua Zha, Yi Jin, Pamela Moore and Joe Gaston",10.1080/21532974.2019.1693941," 

https://doi.org/10.1080/21532974.2019.1693941


",Journal of Digital Learning in Teacher Education,1,32--45,Routledge,A cross-institutional investigation of a flipped module on preservice teachers’ interest in teaching computational thinking," 

https://doi.org/10.1080/21532974.2019.1693941


",36,2020
article,doi:10.1080/1046560X.2022.2110068,Vance Kite and Soonhye Park,10.1080/1046560X.2022.2110068," 

https://doi.org/10.1080/1046560X.2022.2110068


",Journal of Science Teacher Education,4,391--414,Routledge,What’s Computational Thinking?: Secondary Science Teachers’ Conceptualizations of Computational Thinking (CT) and Perceived Barriers to CT Integration," 

https://doi.org/10.1080/1046560X.2022.2110068


",34,2023
article,doi:10.1080/10494820.2019.1636070,"Nichole Pinkard, C. K. Martin and S. Erete",10.1080/10494820.2019.1636070," 

https://doi.org/10.1080/10494820.2019.1636070


",Interactive Learning Environments,3,347--361,Routledge,Equitable approaches: opportunities for computational thinking with emphasis on creative production and connections to community," 

https://doi.org/10.1080/10494820.2019.1636070


",28,2020
article,doi:10.1080/08993408.2022.2039488,Joey Huang and Miranda C. Parker,10.1080/08993408.2022.2039488," 

https://doi.org/10.1080/08993408.2022.2039488


",Computer Science Education,3,342--374,Routledge,Developing computational thinking collaboratively: the nexus of computational practices within small groups," 

https://doi.org/10.1080/08993408.2022.2039488


",33,2023
article,doi:10.1080/10494820.2019.1612445,"Kathryn M. Rich, Elizabet Spaepen, Carla Strickland and Cheryl Moran",10.1080/10494820.2019.1612445," 

https://doi.org/10.1080/10494820.2019.1612445


",Interactive Learning Environments,3,272--283,Routledge,Synergies and differences in mathematical and computational thinking: implications for integrated instruction," 

https://doi.org/10.1080/10494820.2019.1612445


",28,2020
article,doi:10.1080/15391523.2020.1870250,"José Miguel Merino-Armero, José Antonio González-Calero and Ramón Cózar-Gutiérrez",10.1080/15391523.2020.1870250," 

https://doi.org/10.1080/15391523.2020.1870250


",Journal of Research on Technology in Education,3,410--437,Routledge,Computational thinking in K-12 education. An insight through meta-analysis," 

https://doi.org/10.1080/15391523.2020.1870250


",54,2022
article,doi:10.1080/10494820.2022.2088562,Rotem Israel-Fishelson and Arnon Hershkovitz,10.1080/10494820.2022.2088562," 

https://doi.org/10.1080/10494820.2022.2088562


",Interactive Learning Environments,2,431--446,Routledge,Cultivating creativity improves middle school students’ computational thinking skills," 

https://doi.org/10.1080/10494820.2022.2088562


",32,2024
article,doi:10.1080/14794802.2020.1852104,"Maria Kallia, Sylvia Patricia van Borkulo, Paul Drijvers, Erik Barendsen and Jos Tolboom",10.1080/14794802.2020.1852104," 

https://doi.org/10.1080/14794802.2020.1852104


",Research in Mathematics Education,2,159--187,Routledge,Characterising computational thinking in mathematics education: a literature-informed Delphi study," 

https://doi.org/10.1080/14794802.2020.1852104


",23,2021
article,doi:10.1080/10494820.2019.1635495,Ferhat Kadir Pala and Pınar Mıhcı Türker,10.1080/10494820.2019.1635495," 

https://doi.org/10.1080/10494820.2019.1635495


",Interactive Learning Environments,7,1090--1100,Routledge,The effects of different programming trainings on the computational thinking skills," 

https://doi.org/10.1080/10494820.2019.1635495


",29,2021
article,doi:10.1080/07380569.2023.2220696,"Osman Kayhan, Özgen Korkmaz and Recep Çakır",10.1080/07380569.2023.2220696," 

https://doi.org/10.1080/07380569.2023.2220696


",Computers in the Schools,1,51--73,Routledge,How Do Computational Thinking and Logical and Math Thinking Skills Predict Programming Self-Efficacy?," 

https://doi.org/10.1080/07380569.2023.2220696


",41,2024
article,doi:10.1080/10494820.2021.1983610,"Yuan-Chen Liu, Tzu-Hua Huang and Chia-Ling Sung",10.1080/10494820.2021.1983610," 

https://doi.org/10.1080/10494820.2021.1983610


",Interactive Learning Environments,8,4835--4849,Routledge,The determinants of impact of personal traits on computational thinking with programming instruction," 

https://doi.org/10.1080/10494820.2021.1983610


",31,2023
article,doi:10.1080/21532974.2019.1693940,"Heather J. Lavigne, Ashley Lewis-Presser and Deborah Rosenfeld",10.1080/21532974.2019.1693940," 

https://doi.org/10.1080/21532974.2019.1693940


",Journal of Digital Learning in Teacher Education,1,63--77,Routledge,An exploratory approach for investigating the integration of computational thinking and mathematics for preschool children," 

https://doi.org/10.1080/21532974.2019.1693940


",36,2020
article,doi:10.1080/21698252.2014.893674,Lewis Lancaster,10.1080/21698252.2014.893674," 

https://doi.org/10.1080/21698252.2014.893674


",Journal of World Languages,1,7--17,Routledge,Computational thinking: a case study of Buddhist terminology using new software," 

https://doi.org/10.1080/21698252.2014.893674


",1,2014
article,doi:10.1080/07380569.2022.2037295,Mary-Alice Hudson and Youngkyun Baek,10.1080/07380569.2022.2037295," 

https://doi.org/10.1080/07380569.2022.2037295


",Computers in the Schools,1,16--40,Routledge,Increasing Elementary Students’ Computational Thinking Skills Using a Multifaceted Robotics-Based Intervention," 

https://doi.org/10.1080/07380569.2022.2037295


",39,2022
article,doi:10.1080/21532974.2019.1693942,"Abeera P. Rehmat, Hoda Ehsan and Monica E. Cardella",10.1080/21532974.2019.1693942," 

https://doi.org/10.1080/21532974.2019.1693942


",Journal of Digital Learning in Teacher Education,1,46--62,Routledge,Instructional strategies to promote computational thinking for young learners," 

https://doi.org/10.1080/21532974.2019.1693942


",36,2020
article,doi:10.1080/08993408.2021.1903248,"Mariluz Guenaga, Andoni Eguíluz, Pablo Garaizar and Juanjo Gibaja",10.1080/08993408.2021.1903248," 

https://doi.org/10.1080/08993408.2021.1903248


",Computer Science Education,2,259--289,Routledge,How do students develop computational thinking? Assessing early programmers in a maze-based online game," 

https://doi.org/10.1080/08993408.2021.1903248


",31,2021
article,doi:10.1080/19415257.2023.2228813,"Robin Jocius, Candace Joswick, Jennifer Albert, Deepti Joshi and Melanie Blanton",10.1080/19415257.2023.2228813," 

https://doi.org/10.1080/19415257.2023.2228813


",Professional Development in Education,0,1--20,Routledge,Towards pedagogical content knowledge learning trajectories: tracing elementary teachers’ infusion of computational thinking," 

https://doi.org/10.1080/19415257.2023.2228813


",0,2023
article,doi:10.1080/0020739X.2018.1501827,Aharon Gero and Ilya Levin,10.1080/0020739X.2018.1501827," 

https://doi.org/10.1080/0020739X.2018.1501827


",International Journal of Mathematical Education in Science and Technology,5,779--787,Taylor \& Francis,Computational thinking and constructionism: creating difference equations in spreadsheets," 

https://doi.org/10.1080/0020739X.2018.1501827


",50,2019
article,doi:10.1080/10494820.2023.2249049,"Mahboobeh Mehrvarz, Fahimeh Keshavarzi, Elham Heidari and Bruce M. McLaren",10.1080/10494820.2023.2249049," 

https://doi.org/10.1080/10494820.2023.2249049


",Interactive Learning Environments,0,1--15,Routledge,Improving computational thinking: the role of students’ networking skills and digital informal learning," 

https://doi.org/10.1080/10494820.2023.2249049


",0,2023
article,doi:10.1080/15391523.2022.2121345,"Peter J. Rich, Scott Bartholomew, David Daniel, Kenzie Dinsmoor, Meagan Nielsen, Connor Reynolds, Meg Swanson, Ellyse Winward and Jessica Yauney",10.1080/15391523.2022.2121345," 

https://doi.org/10.1080/15391523.2022.2121345


",Journal of Research on Technology in Education,3,269--290,Routledge,Trends in tools used to teach computational thinking through elementary coding," 

https://doi.org/10.1080/15391523.2022.2121345


",56,2024
article,doi:10.1080/10494820.2019.1636071,Douglas B. Clark and Pratim Sengupta,10.1080/10494820.2019.1636071," 

https://doi.org/10.1080/10494820.2019.1636071


",Interactive Learning Environments,3,328--346,Routledge,Reconceptualizing games for integrating computational thinking and science as practice: collaborative agent-based disciplinarily-integrated games," 

https://doi.org/10.1080/10494820.2019.1636071


",28,2020
article,doi:10.1080/15305058.2018.1543311,"Eric Snow, Daisy Rutstein, Satabdi Basu, Marie Bienkowski and Howard T. Everson",10.1080/15305058.2018.1543311," 

https://doi.org/10.1080/15305058.2018.1543311


",International Journal of Testing,2,103--127,Routledge,Leveraging Evidence-Centered Design to Develop Assessments of Computational Thinking Practices," 

https://doi.org/10.1080/15305058.2018.1543311


",19,2019
article,doi:10.1080/08993408.2020.1866939,"Satabdi Basu, Daisy W. Rutstein, Yuning Xu, Haiwen Wang and Linda Shear",10.1080/08993408.2020.1866939," 

https://doi.org/10.1080/08993408.2020.1866939


",Computer Science Education,2,169--198,Routledge,A principled approach to designing computational thinking concepts and practices assessments for upper elementary grades," 

https://doi.org/10.1080/08993408.2020.1866939


",31,2021
article,doi:10.1080/10494820.2019.1580750,"Ying-Hsun Lai, Shih-Yeh Chen, Chin-Feng Lai, Yao-Chung Chang and Yu-Sheng Su",10.1080/10494820.2019.1580750," 

https://doi.org/10.1080/10494820.2019.1580750


",Interactive Learning Environments,3,482--495,Routledge,Study on enhancing AIoT computational thinking skills by plot image-based VR," 

https://doi.org/10.1080/10494820.2019.1580750


",29,2021
article,doi:10.1080/21532974.2022.2087125,"Danielle Herro, Cassie Quigley, Holly Plank, Oluwadara Abimbade and Aileen Owens",10.1080/21532974.2022.2087125," 

https://doi.org/10.1080/21532974.2022.2087125


",Journal of Digital Learning in Teacher Education,4,158--172,Routledge,Instructional practices promoting computational thinking in STEAM elementary classrooms," 

https://doi.org/10.1080/21532974.2022.2087125


",38,2022
article,doi:10.1080/08993408.2024.2374679,Roxana Hadad,10.1080/08993408.2024.2374679," 

https://doi.org/10.1080/08993408.2024.2374679


",Computer Science Education,0,1--40,Routledge,The use of makerspaces for the development of computational thinking skills and dispositions: pedagogical practices facilitators use," 

https://doi.org/10.1080/08993408.2024.2374679


",0,2024
