ENTRYTYPE,ID,author,doi,eprint,journal,note,number,pages,publisher,title,url,volume,year
article,doi:10.1080/24758779.2023.12318622,"Pascua Padró-Collazo, Isaris R. Quiñones-Pérez, Rafael A. Arce-Nazario, Joseph Carroll-Miranda, Lizzette M. Velázquez-Rivera, Brenda Lee Estévez-Moreno and Lilliana Marrero-Solís",10.1080/24758779.2023.12318622," 

https://doi.org/10.1080/24758779.2023.12318622


",Connected Science Learning,,1,12318622,Routledge,"Partnerships Achieve Creative Connections Between Coding, Music, and Science"," 

https://doi.org/10.1080/24758779.2023.12318622


",5,2023
article,doi:10.1080/08993408.2014.963360,Danielle Boyd Harlow and Anne Emerson Leak,10.1080/08993408.2014.963360," 

https://doi.org/10.1080/08993408.2014.963360


",Computer Science Education,,2-3,229--247,Routledge,Mapping students’ ideas to understand learning in a collaborative programming environment," 

https://doi.org/10.1080/08993408.2014.963360


",24,2014
article,doi:10.1080/08993408.2015.1033142,"Shuchi Grover, Roy Pea and Stephen Cooper",10.1080/08993408.2015.1033142," 

https://doi.org/10.1080/08993408.2015.1033142


",Computer Science Education,,2,199--237,Routledge,Designing for deeper learning in a blended computer science course for middle school students," 

https://doi.org/10.1080/08993408.2015.1033142


",25,2015
article,doi:10.1080/15710882.2023.2280582,"Maren Harris, Alexandra Brasili, Karen Peterman, Ian Collins, Amy Hafford, Abby Plummer, Leslie Salter and Marci Train",10.1080/15710882.2023.2280582," 

https://doi.org/10.1080/15710882.2023.2280582


",CoDesign,,3,499--514,Taylor \& Francis,A model of programmatic co-design with teachers: five factors for success," 

https://doi.org/10.1080/15710882.2023.2280582


",20,2024
article,doi:10.1080/15391523.2020.1858464,"Einat Brainin, Adina Shamir and Sigal Eden",10.1080/15391523.2020.1858464," 

https://doi.org/10.1080/15391523.2020.1858464


",Journal of Research on Technology in Education,,3,345--358,Routledge,"Robot programming intervention for promoting spatial relations, mental rotation and visual memory of kindergarten children"," 

https://doi.org/10.1080/15391523.2020.1858464


",54,2022
article,doi:10.1080/15592324.2018.1526001,Rafael V. Ribeiro and Ricardo da Silva Torres,10.1080/15592324.2018.1526001," 

https://doi.org/10.1080/15592324.2018.1526001


",Plant Signaling \& Behavior,PMID: 30260272,10,e1526001,Taylor \& Francis,Sentinel plants as programmable processing units: insights from a multidisciplinary perspective about stress memory and plant signaling and their relevance at community level," 

https://doi.org/10.1080/15592324.2018.1526001


",13,2018
article,doi:10.1080/10494820.2024.2375342,"Noawanit Songkram, Suparoek Chootongchai, Chayakarn Keereerat and Nutthakorn Songkram",10.1080/10494820.2024.2375342," 

https://doi.org/10.1080/10494820.2024.2375342


",Interactive Learning Environments,,0,1--23,Routledge,Potential of ChatGPT in academic research: exploring innovative thinking skills," 

https://doi.org/10.1080/10494820.2024.2375342


",0,2024
article,doi:10.1080/07370008.2018.1539738,"Camilo Vieira, Alejandra J. Magana, Anindya Roy and Michael L. Falk",10.1080/07370008.2018.1539738," 

https://doi.org/10.1080/07370008.2018.1539738


",Cognition and Instruction,,2,201--231,Routledge,Student Explanations in the Context of Computational Science and Engineering Education," 

https://doi.org/10.1080/07370008.2018.1539738


",37,2019
article,doi:10.1080/08993408.2022.2079867,"Alejandro Espinal, Camilo Vieira and Valeria Guerrero-Bequis",10.1080/08993408.2022.2079867," 

https://doi.org/10.1080/08993408.2022.2079867


",Computer Science Education,,4,567--599,Routledge,Student ability and difficulties with transfer from a block-based programming language into other programming languages: a case study in Colombia," 

https://doi.org/10.1080/08993408.2022.2079867


",33,2023
article,doi:10.1080/08993408.2022.2140527,Maria Kallia and Quintin Cutts,10.1080/08993408.2022.2140527," 

https://doi.org/10.1080/08993408.2022.2140527


",Computer Science Education,,4,485--511,Routledge,Conceptual development in early-years computing education: a grounded cognition and action based conceptual framework," 

https://doi.org/10.1080/08993408.2022.2140527


",33,2023
article,doi:10.1080/02568543.2023.2259946,"Rina Zviel Girshin, Nathan Rosenberg and Ida Kukliansky",10.1080/02568543.2023.2259946," 

https://doi.org/10.1080/02568543.2023.2259946


",Journal of Research in Childhood Education,,2,317--335,Routledge,Early Childhood Robotics: Children’s Beliefs and Objective Capabilities to Read and Write Programs," 

https://doi.org/10.1080/02568543.2023.2259946


",38,2024
article,doi:10.1080/08993408.2016.1231784,"Maya Israel, Quentin M. Wherfel, Saadeddine Shehab, Evan A. Ramos, Adam Metzger and George C. Reese",10.1080/08993408.2016.1231784," 

https://doi.org/10.1080/08993408.2016.1231784


",Computer Science Education,,2-3,208--233,Routledge,Assessing collaborative computing: development of the Collaborative-Computing Observation Instrument (C-COI)," 

https://doi.org/10.1080/08993408.2016.1231784


",26,2016
article,doi:10.1080/03057267.2024.2397300,"Samuel Severance, Emily Adah Miller and Joseph Krajcik",10.1080/03057267.2024.2397300," 

https://doi.org/10.1080/03057267.2024.2397300


",Studies in Science Education,,0,1--65,Routledge,IF science AND making AND computing: Insights for project-based learning and primary science curriculum design," 

https://doi.org/10.1080/03057267.2024.2397300


",0,2024
article,doi:10.1080/10986065.2018.1403541,Nathalie Sinclair and Margaret Patterson,10.1080/10986065.2018.1403541," 

https://doi.org/10.1080/10986065.2018.1403541


",Mathematical Thinking and Learning,,1,54--74,Routledge,The Dynamic Geometrisation of Computer Programming," 

https://doi.org/10.1080/10986065.2018.1403541


",20,2018
article,doi:10.1080/08993408.2020.1779520,Rachelle Haroldson and Dave Ballard,10.1080/08993408.2020.1779520," 

https://doi.org/10.1080/08993408.2020.1779520


",Computer Science Education,,1,4--29,Routledge,Alignment and representation in computer science: an analysis of picture books and graphic novels for K-8 students," 

https://doi.org/10.1080/08993408.2020.1779520


",31,2021
article,doi:10.1080/0144929X.2021.1949042,Emmanouil Stiakakis and George Barboutidis,10.1080/0144929X.2021.1949042," 

https://doi.org/10.1080/0144929X.2021.1949042


",Behaviour \& Information Technology,,13,2779--2795,Taylor \& Francis,Exploring the construct of the new way of thinking in the digital environment," 

https://doi.org/10.1080/0144929X.2021.1949042


",41,2022
article,doi:10.1080/08993408.2023.2292905,"Cassie F. Quigley, Danielle Herro, Holly Plank, Aileen Owens and Oluwadara Abimbade",10.1080/08993408.2023.2292905," 

https://doi.org/10.1080/08993408.2023.2292905


",Computer Science Education,,0,1--28,Routledge,Transforming computer science education: exploration of computer science interest and identity of historically underrepresented youth," 

https://doi.org/10.1080/08993408.2023.2292905


",0,2023
article,doi:10.1080/21532974.2019.1646170,"Beverly B. Ray, Reenay R. H. Rogers and Martha M. Hocutt",10.1080/21532974.2019.1646170," 

https://doi.org/10.1080/21532974.2019.1646170


",Journal of Digital Learning in Teacher Education,,1,19--31,Routledge,Perceptions of non-STEM discipline teachers on coding as a teaching and learning tool: what are the possibilities?," 

https://doi.org/10.1080/21532974.2019.1646170


",36,2020
article,doi:10.1080/02568543.2022.2065390,"Xanthippi Tsortanidou, Thanasis Daradoumis and Elena Barberá",10.1080/02568543.2022.2065390," 

https://doi.org/10.1080/02568543.2022.2065390


",Journal of Research in Childhood Education,,1,77--99,Routledge,Toward a Holistic Pedagogical Approach in K-6 Education: Evidence From a Multiple-Case Study in Spain," 

https://doi.org/10.1080/02568543.2022.2065390


",37,2023
article,doi:10.1080/07380569.2023.2178868,Meina Zhu and Cheng Wang,10.1080/07380569.2023.2178868," 

https://doi.org/10.1080/07380569.2023.2178868


",Computers in the Schools,,1,1--22,Routledge,"K-12 Computer Science Teaching Strategies, Challenges, and Teachers’ Professional Development Opportunities and Needs"," 

https://doi.org/10.1080/07380569.2023.2178868


",41,2024
article,doi:10.1080/24758779.2023.12318621,Kelsie N. Fowler,10.1080/24758779.2023.12318621," 

https://doi.org/10.1080/24758779.2023.12318621


",Connected Science Learning,,1,12318621,Routledge,"Designing, Sustaining, and Evaluating Environmental Justice Projects: The Critical Community Science Tool"," 

https://doi.org/10.1080/24758779.2023.12318621


",5,2023
article,doi:10.1080/24758779.2023.12318623,"Devon M. Christman, Collin Lejano, Kaylee Laub, Liliana Garcia, Matthew Bennett, David Gonzalez-Maldonado, Tianle Liu, Grace Williams, Danielle Harlow, Diana Franklin and Emily Edwards",10.1080/24758779.2023.12318623," 

https://doi.org/10.1080/24758779.2023.12318623


",Connected Science Learning,,1,12318623,Routledge,Adventures in Quander," 

https://doi.org/10.1080/24758779.2023.12318623


",5,2023
article,doi:10.1080/07370008.2021.2020793,Elise Lockwood,10.1080/07370008.2021.2020793," 

https://doi.org/10.1080/07370008.2021.2020793


",Cognition and Instruction,,3,413--455,Routledge,Leveraging Prediction and Reflection in a Computational Setting to Enrich Undergraduate Students’ Combinatorial Thinking," 

https://doi.org/10.1080/07370008.2021.2020793


",40,2022
article,doi:10.1080/08872376.2021.12291415,"Benjamin Galluzzo, Michael W. Ramsdell, Joshua D. Thomas, Kathleen Kavanagh, Corey Ryder, Darlene Bissonette and Jennifer M. Knack",10.1080/08872376.2021.12291415," 

https://doi.org/10.1080/08872376.2021.12291415


",Science Scope,,5,54--60,Routledge,Cornhole Predicts the Perfect Pitch," 

https://doi.org/10.1080/08872376.2021.12291415


",44,2021
article,doi:10.1080/0020739X.2021.1998688,Markus Reitenbach,10.1080/0020739X.2021.1998688," 

https://doi.org/10.1080/0020739X.2021.1998688


",International Journal of Mathematical Education in Science and Technology,,12,3484--3490,Taylor \& Francis,The power of the snake: number theory with Python," 

https://doi.org/10.1080/0020739X.2021.1998688


",53,2022
article,doi:10.1080/24758779.2021.12318683,"Christian Konadu Asante, Amy Semerjian, Paul Xu, David Jackson, Yihong Cheng, Ariel Chasen, Ahmad Shah, Jessica Brett and Meghan Broadstone",10.1080/24758779.2021.12318683," 

https://doi.org/10.1080/24758779.2021.12318683


",Connected Science Learning,,2,12318683,Routledge,An Integrated STEM and Computing Curriculum for the Human-Technology Frontier," 

https://doi.org/10.1080/24758779.2021.12318683


",3,2021
article,doi:10.1080/00330124.2018.1518720,"Eric Shook, Forrest J. Bowlick, Karen K. Kemp, Ola Ahlqvist, Patricia Carbajeles-Dale, David DiBiase, Eun-Kyeong Kim, Scott Lathrop, Britta Ricker, Patrick Rickles, Johnathan Rush, Jennifer N. Swift and Shaowen Wang",10.1080/00330124.2018.1518720," 

https://doi.org/10.1080/00330124.2018.1518720


",The Professional Geographer,,2,221--238,Routledge,Cyber Literacy for GIScience: Toward Formalizing Geospatial Computing Education," 

https://doi.org/10.1080/00330124.2018.1518720


",71,2019
article,doi:10.1080/10494820.2023.2207197,"Husni Mubarok, Chi-Jen Lin and Gwo-Jen Hwang",10.1080/10494820.2023.2207197," 

https://doi.org/10.1080/10494820.2023.2207197


",Interactive Learning Environments,,0,1--19,Routledge,A virtual reality-based collaborative argument mapping approach in the EFL classroom," 

https://doi.org/10.1080/10494820.2023.2207197


",0,2023
article,doi:10.1080/15391523.2016.1146561,"Chrystalla Mouza, Alison Marzocchi, Yi-Cheng Pan and Lori Pollock",10.1080/15391523.2016.1146561," 

https://doi.org/10.1080/15391523.2016.1146561


",Journal of Research on Technology in Education,,2,84--104,Routledge,"Development, Implementation, and Outcomes of an Equitable Computer Science After-School Program: Findings From Middle-School Students"," 

https://doi.org/10.1080/15391523.2016.1146561


",48,2016
article,doi:10.1080/08993408.2021.2022362,"Jessica Yauney, Scott R. Bartholomew and Peter Rich",10.1080/08993408.2021.2022362," 

https://doi.org/10.1080/08993408.2021.2022362


",Computer Science Education,,4,512--544,Routledge,A systematic review of “Hour of Code” research," 

https://doi.org/10.1080/08993408.2021.2022362


",33,2023
article,doi:10.1080/24758779.2021.12318681,Justin Spencer and Eileen King,10.1080/24758779.2021.12318681," 

https://doi.org/10.1080/24758779.2021.12318681


",Connected Science Learning,,2,12318681,Routledge,A Case for Creative Coding," 

https://doi.org/10.1080/24758779.2021.12318681


",3,2021
article,doi:10.1080/10408398.2022.2089624,"Mpho Mafata, Jeanne Brand, Andrei Medvedovici and Astrid Buica",10.1080/10408398.2022.2089624," 

https://doi.org/10.1080/10408398.2022.2089624


",Critical Reviews in Food Science and Nutrition,PMID: 35730201,32,10995--11009,Taylor \& Francis,Chemometric and sensometric techniques in enological data analysis," 

https://doi.org/10.1080/10408398.2022.2089624


",63,2023
article,doi:10.1080/13504851.2024.2337330,Duk Gyoo Kim and Ahram Moon,10.1080/13504851.2024.2337330," 

https://doi.org/10.1080/13504851.2024.2337330


",Applied Economics Letters,,0,1--5,Routledge,From helping hand to stumbling block: the ChatGPT paradox in competency experiment," 

https://doi.org/10.1080/13504851.2024.2337330


",0,2024
article,doi:10.1080/03098265.2023.2250991,"Rieke Ammoneit, Christoph Reudenbach and Carina Peter",10.1080/03098265.2023.2250991," 

https://doi.org/10.1080/03098265.2023.2250991


",Journal of Geography in Higher Education,,3,345--367,Routledge,Developing geographic computer modeling competencies in higher education," 

https://doi.org/10.1080/03098265.2023.2250991


",48,2024
article,doi:10.1080/24758779.2021.12318682,"Francesca M. Mellieon-Williams, Nastassia N. Jones and Ingrid Cruz",10.1080/24758779.2021.12318682," 

https://doi.org/10.1080/24758779.2021.12318682


",Connected Science Learning,,2,12318682,Routledge,STEM Outreach: Traditional vs Virtual Summer Programming," 

https://doi.org/10.1080/24758779.2021.12318682


",3,2021
article,doi:10.1080/24758779.2021.12318686,Dafni Konstantinidi-Sofrona,10.1080/24758779.2021.12318686," 

https://doi.org/10.1080/24758779.2021.12318686


",Connected Science Learning,,2,12318686,Routledge,Evaluation of Computing Workshops at the Science Museum," 

https://doi.org/10.1080/24758779.2021.12318686


",3,2021
article,doi:10.1080/07370024.2018.1512413,"Cecily Morrison, Nicolas Villar, Anja Thieme, Zahra Ashktorab, Eloise Taysom, Oscar Salandin, Daniel Cletheroe, Greg Saul, Alan F Blackwell, Darren Edge, Martin Grayson and Haiyan Zhang",10.1080/07370024.2018.1512413," 

https://doi.org/10.1080/07370024.2018.1512413


",Human–Computer Interaction,,3,191--239,Taylor \& Francis,Torino: A Tangible Programming Language Inclusive of Children with Visual Disabilities," 

https://doi.org/10.1080/07370024.2018.1512413


",35,2020
article,doi:10.1080/13614568.2016.1152314,Nikolaos Pellas and Efstratios Peroutseas,10.1080/13614568.2016.1152314," 

https://doi.org/10.1080/13614568.2016.1152314


",New Review of Hypermedia and Multimedia,,1,51--79,Taylor \& Francis,Leveraging Scratch4SL and Second Life to motivate high school students’ participation in introductory programming courses: findings from a case study," 

https://doi.org/10.1080/13614568.2016.1152314


",23,2017
article,doi:10.1080/15391523.2016.1146563,Florence R. Sullivan and John Heffernan,10.1080/15391523.2016.1146563," 

https://doi.org/10.1080/15391523.2016.1146563


",Journal of Research on Technology in Education,,2,105--128,Routledge,Robotic Construction Kits as Computational Manipulatives for Learning in the STEM Disciplines," 

https://doi.org/10.1080/15391523.2016.1146563


",48,2016
