ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/2331186X.2024.2408837,Kofi Nkonkonya Mpuangnan,10.1080/2331186X.2024.2408837," 

https://doi.org/10.1080/2331186X.2024.2408837


",Cogent Education,1,2408837,Cogent OA,Teacher preparedness and professional development needs for successful technology integration in teacher education," 

https://doi.org/10.1080/2331186X.2024.2408837


",11,2024
article,doi:10.1080/00220671.2021.1872473,"Vanessa W. Vongkulluksn, Ananya M. Matewos and Gale M. Sinatra",10.1080/00220671.2021.1872473," 

https://doi.org/10.1080/00220671.2021.1872473


",The Journal of Educational Research,2,139--154,Routledge,Growth mindset development in design-based makerspace: a longitudinal study," 

https://doi.org/10.1080/00220671.2021.1872473


",114,2021
article,doi:10.1080/10447318.2021.1898846,"Phillip Gough, Soojeong Yoo, Martin Tomitsch and Naseem Ahmadpour",10.1080/10447318.2021.1898846," 

https://doi.org/10.1080/10447318.2021.1898846


",International Journal of Human–Computer Interaction,17,1583--1597,Taylor \& Francis,Applying Bioaffordances through an Inquiry-Based Model: A Literature Review of Interactive Biodesign," 

https://doi.org/10.1080/10447318.2021.1898846


",37,2021
article,doi:10.5408/17-261.1,"Lauren N. Holder, Hannah H. Scherer and Bruce E. Herbert",10.5408/17-261.1," 

https://doi.org/10.5408/17-261.1


",Journal of Geoscience Education,4,490--505,Routledge,Student Learning of Complex Earth Systems: A Model to Guide Development of Student Expertise in Problem-Solving," 

https://doi.org/10.5408/17-261.1


",65,2017
article,doi:10.1080/08993408.2020.1805285,"Niral Shah, Julie A. Christensen, Nickolaus A. Ortiz, Ai-Khanh Nguyen, Sunghwan Byun, David Stroupe and Daniel L. Reinholz",10.1080/08993408.2020.1805285," 

https://doi.org/10.1080/08993408.2020.1805285


",Computer Science Education,3,254--278,Routledge,Racial hierarchy and masculine space: Participatory in/equity in computational physics classrooms," 

https://doi.org/10.1080/08993408.2020.1805285


",30,2020
article,doi:10.1080/10627197.2020.1756253,"Kavita L. Seeratan, Kevin W. McElhaney, Jessica Mislevy, Raymond McGhee Jr, Dylan Conger and Mark C. Long",10.1080/10627197.2020.1756253," 

https://doi.org/10.1080/10627197.2020.1756253


",Educational Assessment,2,112--135,Routledge,"Measuring Students’ Ability to Engage in Scientific Inquiry: A New Instrument to Assess Data Analysis, Explanation, and Argumentation"," 

https://doi.org/10.1080/10627197.2020.1756253


",25,2020
article,doi:10.1080/10749039.2022.2066134,Sepehr Vakil and Maxine McKinney de Royston,10.1080/10749039.2022.2066134," 

https://doi.org/10.1080/10749039.2022.2066134


","Mind, Culture, and Activity",4,336--355,Routledge,Youth as philosophers of technology," 

https://doi.org/10.1080/10749039.2022.2066134


",29,2022
article,doi:10.1080/17439884.2021.1891421,"Michael Lachney, Ron Eglash, Audrey Bennett, William Babbitt, Lakisha Foy, Matt Drazin and Kathryn M. Rich",10.1080/17439884.2021.1891421," 

https://doi.org/10.1080/17439884.2021.1891421


","Learning, Media and Technology",3,333--354,Routledge,pH empowered: community participation in culturally responsive computing education," 

https://doi.org/10.1080/17439884.2021.1891421


",46,2021
article,doi:10.1080/17439884.2018.1504791,"Royce Kimmons, Jeffrey P. Carpenter, George Veletsianos and Daniel G. Krutka",10.1080/17439884.2018.1504791," 

https://doi.org/10.1080/17439884.2018.1504791


","Learning, Media and Technology",3,307--325,Routledge,Mining social media divides: an analysis of K-12 U.S. School uses of Twitter," 

https://doi.org/10.1080/17439884.2018.1504791


",43,2018
article,doi:10.1080/23311886.2024.2344231,Shoeb Saleh and Rommel AlAli,10.1080/23311886.2024.2344231," 

https://doi.org/10.1080/23311886.2024.2344231


",Cogent Social Sciences,1,2344231,Cogent OA,Constructing and development of the psycho-computing traits scale: a psychometric analysis of computer users and students in the field of computer science," 

https://doi.org/10.1080/23311886.2024.2344231


",10,2024
article,doi:10.1080/03043797.2024.2380888,Secil Akinci-Ceylan and Benjamin Ahn,10.1080/03043797.2024.2380888," 

https://doi.org/10.1080/03043797.2024.2380888


",European Journal of Engineering Education,0,1--22,Taylor \& Francis,‘I think it's probably one of the most important skills we could ever know’: insights from early-career engineers on the preparedness of undergraduate degrees for the aerospace industry," 

https://doi.org/10.1080/03043797.2024.2380888


",0,2024
article,doi:10.1080/23311975.2023.2271243,"Rethy B. Menon, Vidya D. Avadhani, Preethy B. Menon and Dayana Das",10.1080/23311975.2023.2271243," 

https://doi.org/10.1080/23311975.2023.2271243


",Cogent Business \& Management,3,2271243,Cogent OA,Development of an entrepreneurship model using the design thinking approach and emotional intelligence for sustainable wellness among the young generation," 

https://doi.org/10.1080/23311975.2023.2271243


",10,2023
article,doi:10.1080/26939169.2022.2089411,"Margarita Boenig-Liptsin, Anissa Tanweer and Ari Edmundson",10.1080/26939169.2022.2089411," 

https://doi.org/10.1080/26939169.2022.2089411


",Journal of Statistics and Data Science Education,3,228--240,Taylor \& Francis,Data Science Ethos Lifecycle: Interplay of Ethical Thinking and Data Science Practice," 

https://doi.org/10.1080/26939169.2022.2089411


",30,2022
article,doi:10.1080/08993408.2019.1568955,"Shuchi Grover, Nicholas Jackiw and Patrik Lundh",10.1080/08993408.2019.1568955," 

https://doi.org/10.1080/08993408.2019.1568955


",Computer Science Education,2-3,106--135,Routledge,Concepts before coding: non-programming interactives to advance learning of introductory programming concepts in middle school," 

https://doi.org/10.1080/08993408.2019.1568955


",29,2019
article,doi:10.1080/10447318.2024.2314349,"Maureen Namukasa, Maria Chaparro Osman, Cherrise Ficke, Isabella Piasecki, TJ OConnor and Meredith Carroll",10.1080/10447318.2024.2314349," 

https://doi.org/10.1080/10447318.2024.2314349


",International Journal of Human–Computer Interaction,0,1--17,Taylor \& Francis,Evaluation of an Internet of Things Device-Based Educational Approach to Engage a More Diverse Cybersecurity Workforce," 

https://doi.org/10.1080/10447318.2024.2314349


",0,2024
article,doi:10.1080/1046560X.2021.1877457,"Daniel C. Edelson, Brian J. Reiser, Katherine L. McNeill, Audrey Mohan, Michael Novak, Lindsey Mohan, Renee Affolter, Tara A. W. McGill, Zoë E. Buck Bracey, Jamie Deutch Noll, Susan M. Kowalski, Dawn Novak, Abraham S. Lo, Carolyn Landel, Andrew Krumm, William R. Penuel, Katie Van Horne, María González-Howard and Enrique Suárez",10.1080/1046560X.2021.1877457," 

https://doi.org/10.1080/1046560X.2021.1877457


",Journal of Science Teacher Education,7,780--804,Routledge,Developing Research-Based Instructional Materials to Support Large-Scale Transformation of Science Teaching and Learning: The Approach of the OpenSciEd Middle School Program," 

https://doi.org/10.1080/1046560X.2021.1877457


",32,2021
article,doi:10.1080/10627197.2021.1971966,"Leonora Kaldaras, Hope Akaeze and Joseph Krajcik",10.1080/10627197.2021.1971966," 

https://doi.org/10.1080/10627197.2021.1971966


",Educational Assessment,4,241--263,Routledge,A Methodology for Determining and Validating Latent Factor Dimensionality of Complex Multi-Factor Science Constructs Measuring Knowledge-In-Use," 

https://doi.org/10.1080/10627197.2021.1971966


",26,2021
article,doi:10.1080/15391523.2022.2030264,"Changzhao Wang, Ji Shen and Hua Ran",10.1080/15391523.2022.2030264," 

https://doi.org/10.1080/15391523.2022.2030264


",Journal of Research on Technology in Education,4,684--709,Routledge,Imagining robots of the future: Examining sixth-graders’ perceptions of robots through their literary products," 

https://doi.org/10.1080/15391523.2022.2030264


",55,2023
article,doi:10.1080/2158379X.2020.1828760,Warren D. TenHouten,10.1080/2158379X.2020.1828760," 

https://doi.org/10.1080/2158379X.2020.1828760


",Journal of Political Power,3,439--463,Routledge,"Power, equity, and commitment in social exchange: A three-stage model of the sociocognitive appraisal process"," 

https://doi.org/10.1080/2158379X.2020.1828760


",13,2020
article,doi:10.1080/26939169.2024.2351559,"Jinal Shah, Jemar R. Bather, Yuyu Chen, Sumedh Kaul, Janice Johnson Dias and Melody S. Goodman",10.1080/26939169.2024.2351559," 

https://doi.org/10.1080/26939169.2024.2351559


",Journal of Statistics and Data Science Education,0,1--13,Taylor \& Francis,Increasing Interest in Data Literacy: The Quantitative Public Health Data Literacy Training Program," 

https://doi.org/10.1080/26939169.2024.2351559


",0,2024
article,doi:10.1080/10447318.2024.2365454,Zhiping Liu,10.1080/10447318.2024.2365454," 

https://doi.org/10.1080/10447318.2024.2365454


",International Journal of Human–Computer Interaction,0,1--30,Taylor \& Francis,Evaluating Digitalized Visualization Interfaces: Integrating Visual Design Elements and Analytic Hierarchy Process," 

https://doi.org/10.1080/10447318.2024.2365454


",0,2024
article,doi:10.1080/08993408.2021.1874228,"Michael Lachney, Audrey G. Bennett, Ron Eglash, Aman Yadav and Sukanya Moudgalya",10.1080/08993408.2021.1874228," 

https://doi.org/10.1080/08993408.2021.1874228


",Computer Science Education,4,462--488,Routledge,Teaching in an open village: a case study on culturally responsive computing in compulsory education," 

https://doi.org/10.1080/08993408.2021.1874228


",31,2021
article,doi:10.1080/10400419.2021.1971447,"Janet Rafner, Michael Mose Biskjær, Blanka Zana, Steven Langsford, Carsten Bergenholtz, Seyedahmad Rahimi, Andrea Carugati, Lior Noy and Jacob Sherson",10.1080/10400419.2021.1971447," 

https://doi.org/10.1080/10400419.2021.1971447


",Creativity Research Journal,1,28--54,Routledge,"Digital Games for Creativity Assessment: Strengths, Weaknesses and Opportunities"," 

https://doi.org/10.1080/10400419.2021.1971447


",34,2022
article,doi:10.1080/26939169.2024.2393427,"Natalie Gerhart, Elham Rastegari and Emma Cole",10.1080/26939169.2024.2393427," 

https://doi.org/10.1080/26939169.2024.2393427


",Journal of Statistics and Data Science Education,0,1--28,Taylor \& Francis,Analytics: What Do Business Majors Need and Where Do They Get It?," 

https://doi.org/10.1080/26939169.2024.2393427


",0,2024
article,doi:10.1080/03057267.2021.1897932,"Ron Gray, Scott McDonald and David Stroupe",10.1080/03057267.2021.1897932," 

https://doi.org/10.1080/03057267.2021.1897932


",Studies in Science Education,1,49--80,Routledge,What you find depends on how you see: examining asset and deficit perspectives of preservice science teachers’ knowledge and learning," 

https://doi.org/10.1080/03057267.2021.1897932


",58,2022
article,doi:10.1080/0951192X.2024.2314794,Tudor B. Ionescu,10.1080/0951192X.2024.2314794," 

https://doi.org/10.1080/0951192X.2024.2314794


",International Journal of Computer Integrated Manufacturing,0,1--23,Taylor \& Francis,Web-based simulation and motion planning for human-robot and multi-robot applications," 

https://doi.org/10.1080/0951192X.2024.2314794


",0,2024
article,doi:10.1080/10584609.2017.1364814,Daniel Kreiss and SHANNON C. MCGREGOR,10.1080/10584609.2017.1364814," 

https://doi.org/10.1080/10584609.2017.1364814


",Political Communication,2,155--177,Routledge,"Technology Firms Shape Political Communication: The Work of Microsoft, Facebook, Twitter, and Google With Campaigns During the 2016 U.S. Presidential Cycle"," 

https://doi.org/10.1080/10584609.2017.1364814


",35,2018
article,doi:10.1080/00038628.2019.1659750,Evangelos Pantazis and David Jason Gerber,10.1080/00038628.2019.1659750," 

https://doi.org/10.1080/00038628.2019.1659750


",Architectural Science Review,5,371--388,Taylor \& Francis,Beyond geometric complexity: a critical review of complexity theory and how it relates to architecture engineering and construction," 

https://doi.org/10.1080/00038628.2019.1659750


",62,2019
article,doi:10.1080/0144929X.2021.2017482,"Raffaele Ariano, Marco Manca, Fabio Paternò and Carmen Santoro",10.1080/0144929X.2021.2017482," 

https://doi.org/10.1080/0144929X.2021.2017482


",Behaviour \& Information Technology,1,124--140,Taylor \& Francis,Smartphone-based augmented reality for end-user creation of home automations," 

https://doi.org/10.1080/0144929X.2021.2017482


",42,2023
article,doi:10.1080/1046560X.2021.1961974,"Sarah J. Fick, Jennifer L. Chiu and Kevin W. McElhaney",10.1080/1046560X.2021.1961974," 

https://doi.org/10.1080/1046560X.2021.1961974


",Journal of Science Teacher Education,4,435--457,Routledge,An Examination of Elementary Classroom Dialogue: Implicit and Explicit Use of the NGSS Crosscutting Concepts in an Integrated STEM Unit," 

https://doi.org/10.1080/1046560X.2021.1961974


",33,2022
article,doi:10.1080/2331186X.2024.2402683,"Tiina Korhonen, Sorella Karme, Johanna Airaksinen, Noora Laakso and Laura Salo",10.1080/2331186X.2024.2402683," 

https://doi.org/10.1080/2331186X.2024.2402683


",Cogent Education,1,2402683,Cogent OA,Finnish teachers’ experiences with transformative digital agency," 

https://doi.org/10.1080/2331186X.2024.2402683


",11,2024
article,doi:10.1080/00220272.2014.966153,Umesh Ramnarain and Paul Hobden,10.1080/00220272.2014.966153," 

https://doi.org/10.1080/00220272.2014.966153


",Journal of Curriculum Studies,1,94--121,Routledge,Shifting South African learners towards greater autonomy in scientific investigations," 

https://doi.org/10.1080/00220272.2014.966153


",47,2015
article,doi:10.1080/10494820.2023.2266496,Desheng Yan and Guangming Li,10.1080/10494820.2023.2266496," 

https://doi.org/10.1080/10494820.2023.2266496


",Interactive Learning Environments,0,1--25,Routledge,Students’ internal driving force or environment external driving force? Configuring digital learning power heterogeneity in a smart education environment," 

https://doi.org/10.1080/10494820.2023.2266496


",0,2023
article,doi:10.1080/0046760X.2020.1836264,Anne Rohstock,10.1080/0046760X.2020.1836264," 

https://doi.org/10.1080/0046760X.2020.1836264


",History of Education,3,395--412,Routledge,Mapping scientised education in German-American transnational networks after 1945," 

https://doi.org/10.1080/0046760X.2020.1836264


",50,2021
article,doi:10.1080/08993408.2021.1953295,Kristina von Hausswolff,10.1080/08993408.2021.1953295," 

https://doi.org/10.1080/08993408.2021.1953295


",Computer Science Education,1,128--152,Routledge,Practical thinking while learning to program – novices’ experiences and hands-on encounters," 

https://doi.org/10.1080/08993408.2021.1953295


",32,2022
article,doi:10.1080/10137548.2003.9687764,Johannes Birringer,10.1080/10137548.2003.9687764," 

https://doi.org/10.1080/10137548.2003.9687764


",South African Theatre Journal,1,79--113,Routledge,Performance Systems," 

https://doi.org/10.1080/10137548.2003.9687764


",17,2003
article,doi:10.1080/10508406.2018.1468259,Michael S. Horn,10.1080/10508406.2018.1468259," 

https://doi.org/10.1080/10508406.2018.1468259


",Journal of the Learning Sciences,4,632--665,Routledge,Tangible Interaction and Cultural Forms: Supporting Learning in Informal Environments," 

https://doi.org/10.1080/10508406.2018.1468259


",27,2018
article,doi:10.1080/15391523.2024.2404125,"Aman Yadav, Michael Lachney, Richard Hill, Andrew Lapetina, Anne Drew Hu, Hyein Jee and Madison C. Allen Kuyenga",10.1080/15391523.2024.2404125," 

https://doi.org/10.1080/15391523.2024.2404125


",Journal of Research on Technology in Education,0,1--20,Routledge,Diving into the role: a multi-case study on supporting novice CS teachers’ knowledge through co-teaching," 

https://doi.org/10.1080/15391523.2024.2404125


",0,2024
article,doi:10.1080/09500693.2023.2205550,Deniz Saribas,10.1080/09500693.2023.2205550," 

https://doi.org/10.1080/09500693.2023.2205550


",International Journal of Science Education,16,1340--1367,Routledge,An online laboratory applications course for the development of scientific practices and scientific method," 

https://doi.org/10.1080/09500693.2023.2205550


",45,2023
article,doi:10.11120/ital.2009.08020073,Meurig Beynon,10.11120/ital.2009.08020073," 

https://doi.org/10.11120/ital.2009.08020073


",Innovation in Teaching and Learning in Information and Computer Sciences,2,73--90,Routledge,Constructivist Computer Science Education Reconstructed," 

https://doi.org/10.11120/ital.2009.08020073


",8,2009
