ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/15295036.2022.2080847,Kelly Bergstrom,10.1080/15295036.2022.2080847," 

https://doi.org/10.1080/15295036.2022.2080847


",Critical Studies in Media Communication,3,173--180,NCA Website,Ignoring the blood on the tracks: exits and departures from game studies," 

https://doi.org/10.1080/15295036.2022.2080847


",39,2022
article,doi:10.1080/09500693.2015.1061226,"Asli Sezen-Barrie, Joel Moore and Cara E. Roig",10.1080/09500693.2015.1061226," 

https://doi.org/10.1080/09500693.2015.1061226


",International Journal of Science Education,12,2013--2037,Routledge,Discovering Plate Boundaries in Data-integrated Environments: Preservice Teachers' Conceptualization and Implementation of Scientific Practices," 

https://doi.org/10.1080/09500693.2015.1061226


",37,2015
article,doi:10.1080/1046560X.2019.1587569,Carolyn S. Wallace and Debra J. Coffey,10.1080/1046560X.2019.1587569," 

https://doi.org/10.1080/1046560X.2019.1587569


",Journal of Science Teacher Education,5,507--527,Routledge,Investigating Elementary Preservice Teachers’ Designs for Integrated Science/Literacy Instruction Highlighting Similar Cognitive Processes," 

https://doi.org/10.1080/1046560X.2019.1587569


",30,2019
article,doi:10.1080/1475939X.2023.2210152,Sarah-Louise Jones and Richard Procter,10.1080/1475939X.2023.2210152," 

https://doi.org/10.1080/1475939X.2023.2210152


","Technology, Pedagogy and Education",4,435--456,Routledge,"Young peoples’ perceptions of digital, media and information literacies across Europe: gender differences, and the gaps between attitudes and abilities"," 

https://doi.org/10.1080/1475939X.2023.2210152


",32,2023
article,doi:10.1080/14794802.2024.2382459,Selin Urhan,10.1080/14794802.2024.2382459," 

https://doi.org/10.1080/14794802.2024.2382459


",Research in Mathematics Education,0,1--23,Routledge,The evaluation of computational modelling performance within the context of rationality theory: finding the area between two curves," 

https://doi.org/10.1080/14794802.2024.2382459


",0,2024
article,doi:10.1080/21670811.2019.1609372,Rhianne Jones and Bronwyn Jones,10.1080/21670811.2019.1609372," 

https://doi.org/10.1080/21670811.2019.1609372


",Digital Journalism,8,1157--1179,Routledge,Atomising the News: The (In)Flexibility of Structured Journalism," 

https://doi.org/10.1080/21670811.2019.1609372


",7,2019
article,doi:10.1080/08993408.2018.1525233,Sue Sentance and Simon Humphreys,10.1080/08993408.2018.1525233," 

https://doi.org/10.1080/08993408.2018.1525233


",Computer Science Education,4,345--370,Routledge,Understanding professional learning for Computing teachers from the perspective of situated learning," 

https://doi.org/10.1080/08993408.2018.1525233


",28,2018
article,doi:10.1080/08993408.2018.1547564,"Chen Chen, Paulina Haduong, Karen Brennan, Gerhard Sonnert and Philip Sadler",10.1080/08993408.2018.1547564," 

https://doi.org/10.1080/08993408.2018.1547564


",Computer Science Education,1,23--48,Routledge,The effects of first programming language on college students’ computing attitude and achievement: a comparison of graphical and textual languages," 

https://doi.org/10.1080/08993408.2018.1547564


",29,2019
article,doi:10.1080/00220272.2024.2404047,"Elizabeth-Guadalupe Rojas-Estrada, Ignacio Aguaded and Rosa García-Ruiz",10.1080/00220272.2024.2404047," 

https://doi.org/10.1080/00220272.2024.2404047


",Journal of Curriculum Studies,0,1--18,Routledge,"Media competence in the early, primary and secondary education curriculum: presence and progression in Latin America"," 

https://doi.org/10.1080/00220272.2024.2404047


",0,2024
article,doi:10.1080/10714413.2017.1344508,"Negin Dahya, Jennifer Jenson and Katrina Fong",10.1080/10714413.2017.1344508," 

https://doi.org/10.1080/10714413.2017.1344508


","Review of Education, Pedagogy, and Cultural Studies",4,367--390,Routledge,"(En)gendering videogame development: A feminist approach to gender, education, and game studies"," 

https://doi.org/10.1080/10714413.2017.1344508


",39,2017
