"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"First steps into STEM for young pupils through informal workshops","I. Storjak; L. Pushkar; T. Jagust; A. S. Krzic","Faculty of Electrical Engineering and Computing, University of Zagreb, Zagreb, Croatia; Faculty of Electrical Engineering and Computing, University of Zagreb, Zagreb, Croatia; Faculty of Electrical Engineering and Computing, University of Zagreb, Zagreb, Croatia; Faculty of Electrical Engineering and Computing, University of Zagreb, Zagreb, Croatia",2020 IEEE Frontiers in Education Conference (FIE),"4 Dec 2020","2020","","","1","5","In this work in progress paper we present an example of innovative practice in organizing informal STEM education workshops with young children. The workshops were divided into two learning scenarios, unplugged programming and hands-on robot play. Unplugged programming encourages understanding of the core concepts of programming such as algorithms and computational thinking rather than focusing on the programming language. In the second learning scenario, pupils were introduced to two educational robots used as a learning tool - Thymio and Codey Rocky. The aim of the second activity was linking the programming concept to a real-world scenario. Qualitative and quantitative data were collected using pre- and post- questionnaires. The pre-questionnaires contained questions about the pupils' background knowledge, i.e. basic concepts of programming and robotics. The post-questionnaires were designed to evaluate the workshops impact on the pupils' perception of these observed concepts and their overall satisfaction with the workshops. Combining unplugged activities with robots helps bridging the gap between imagination and reality, therefore improving learning.","2377-634X","978-1-7281-8961-1","10.1109/FIE44824.2020.9274139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274139","unplugged programming;algorithms;educational robots;Thymio;Codey Rocky;human-robot interaction;STEM skills;kindergarten;K-12","Pupils;Robots;Conferences;Programming profession;Electrical engineering;STEM;Mobile robots","","6","","18","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"Authoring feedback for novice programmers in a block-based language","L. Gusukuma; D. Kafura; A. C. Bart","Department of Computer Science, Virginia Tech, USA; Department of Computer Science, Virginia Tech, USA; Department of Computer Science, Virginia Tech, USA",2017 IEEE Blocks and Beyond Workshop (B&B),"30 Nov 2017","2017","","","37","40","We present a block-based language for specifying feedback to novice learners about the programs they are constructing in a block-based programming language. In addition to feedback based on run-time and output checking, we are particularly interested in immediate feedback: corrective guidance given as the program is being constructed. Immediate feedback is a natural extension of the block-based language philosophy. Block-based languages prevent by design certain types of mistakes in all cases. Immediate feedback guides against, without fully preventing, problem-specific mistakes (i.e., constructions that are erroneous in only some cases). A feedback specification contains a block pattern and a set of actions that can be taken whenever the corresponding pattern is present or absent in the student's block program for a given problem. The paper illustrates the language through several examples derived from misconceptions found in the block-based programs of students taking a university-level Computational Thinking class. The feasibility of the proposed approach is shown by the translation of a specification using an evolving programmatic interface in BlockPy, a dual block/text programming environment for a subset of Python.","","978-1-5386-2480-7","10.1109/BLOCKS.2017.8120407","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8120407","Immediate feedback;formative feedback;block-based languages;novice programming environments","Programming;Semantics;Programming environments;Specification languages;Meteorology;Syntactics;Temperature","","6","","12","IEEE","30 Nov 2017","","","IEEE","IEEE Conferences"
"Can utilizing social media and visual programming increase retention of minorities in programming classes?","K. Taylor","Computer Information Systems Department, Triton College, River Grove, USA",2013 IEEE Frontiers in Education Conference (FIE),"19 Dec 2013","2013","","","1046","1048","This paper discusses how Social Digital Literacy is being used in CS1 to teach critical and computational thinking by delivering content to students through the use of social media. Social Digital Literacy (SDL) is the way in which people use social media to enhance their social network, effectively increase their knowledge base, while communicating clearly and professionally through the use of social media. The increased popularity of social media amongst college students makes it an opportune time to consider a new form of literacy based on how technology is used by students, the devices that students interact with on a daily bases and the mainstream acceptance of social media in daily life. In order to retain students in computing classes, students are taught in an efficacious manner how to capitalize on the technology that they use on a daily basis. By increasing their SDL proficiency to become a more informed student, a well versed employee and consciously aware of what they post to social media. The expectation is that the approach being used can be implemented in any introductory programming course.","2377-634X","978-1-4673-5261-1","10.1109/FIE.2013.6684986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6684986","social media;visual programming;engineering education;diversity","Programming profession;Media;Educational institutions;Facebook;Videos;Visualization","","5","","11","IEEE","19 Dec 2013","","","IEEE","IEEE Conferences"
"RPPs: Love ‘Em or Leave ‘Em?","B. Bevan; E. Henrick; S. McGee; L. Dettori","College of Education, University of Washington, Seattle, WA; College of Education, Vanderbilt University, Nashville, TN; Principal, Learning Partners, Chicago, IL; Computer Science, Chicago Public Schools, Chicago, IL","2019 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","10 Feb 2020","2019","","","1","4","For the last three years the CS for All initiative at the National Science Foundation has had a call for research-practice partnership (RPP) projects. The goal of the program is to advance both knowledge and practice in creating inclusive, responsive computer science/computational thinking programs for all K-12 youth. RPPs represent an approach to research that, by design, is both more equitable and more ethical because it leverages community stakeholder experiences and perspectives to inform research questions, methods, and meaning-making. RPPs are thus potentially powerful tools for equity-oriented initiatives such as CS for All. Beginning in December 2016, the Research + Practice Collaboratory, an NSF-funded initiative based at the University of Washington, has led ten RPP development workshops for CS for All, collectively serving over 700 members of the community. At these workshops we have collected data about how the community sees itself benefiting from the adoption of RPP approaches to the work. In this experience paper we describe what we have learned about the field's interests with respect to adopting RPP approaches to the work.","","978-1-7281-0821-6","10.1109/RESPECT46404.2019.8985789","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8985789","RPP;equity;research approaches","","","5","","10","IEEE","10 Feb 2020","","","IEEE","IEEE Conferences"
"Modeling: A computer science concept for general education","B. Sabitzer; S. Pasterk","Department of Informatics Didactics, Alpen-Adria-Universität Klagenfurt, Klagenfurt, Austria; Department of Informatics Didactics, Alpen-Adria-Universität Klagenfurt, Klagenfurt, Austria",2015 IEEE Frontiers in Education Conference (FIE),"7 Dec 2015","2015","","","1","5","For all computer scientists the term `modeling' is well known. It displays an often-used method, which is applied in each field of computer science to investigate, describe and plan problems or structures. With the help of models, large and complex structures are divided into smaller parts, which leads to a better understanding of the problem and often provides input for the solution. With the help of different types of models, different perspectives of one problem can be observed and discussed. These processes are not only part of computer science respectively computational thinking. Problem solving skills are needed in any domain and should be trained as well as possible in primary and secondary education. This could be supported by the computer science concept of modeling including processes like reduction, decomposition, abstraction, generalization etc. and appropriate techniques like UML Unified Modeling Language or the Entity-relationship model. We suppose that a consequent use of modeling beginning in different subjects during primary and secondary education can train and improve problem-solving skills. Before being able to verify this hypothesis, it is necessary to find a way to integrate modeling in schools despite of not being part of the curriculum. This is one aim of our project “Informatics - A Child's Play”, which tries to implement different computer science concepts in different subjects of primary and secondary education. To reach this goal we firstly have to convince and train teachers. In this paper some topics of modeling are presented as they were adapted for workshops in primary and early secondary education considering the age and interests of the students as well as topics taken from their surroundings. Furthermore, we present first evaluation results concerning its acceptance and usefulness for teachers and students as well as their performance in understanding and applying modeling in different lessons.","","978-1-4799-8454-1","10.1109/FIE.2015.7344062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7344062","models;diagrams;general education;Entity-Relationship-model","Computational modeling;Education;Mathematical model;Unified modeling language;Informatics;Conferences","","5","","10","IEEE","7 Dec 2015","","","IEEE","IEEE Conferences"
"Igniting the Maker Spirit: Design and Pilot Deployment of the Kappa Tangible Electronics Prototyping Kit","S. K Babu; P. Anitha; U. R; R. E S; D. D Sasi; A. K; R. Seshadri; B. Rao R.","AMMACHI Labs, Amrita Vishwa Vidyapeetham, Amritapuri, India; AMMACHI Labs, Amrita Vishwa Vidyapeetham, Amritapuri, India; Amrita Vishwa Vidyapeetham, India; Amrita Vishwa Vidyapeetham, India; AMMACHI Labs, Amrita Vishwa Vidyapeetham, Amritapuri, India; Amrita Vishwa Vidyapeetham, India; School of Engineering, Amrita Vishwa Vidyapeetham, Amritapuri, India; Amrita Vishwa Vidyapeetham",2019 IEEE Tenth International Conference on Technology for Education (T4E),"6 Feb 2020","2019","","","23","26","We introduce Kappa, an electronic tangible interface development kit designed to promote computational thinking for school students. Kappa enables students to create interactive games, animated stories and musical instruments using physical objects. We discuss the design considerations, the working mechanism and the need for such a toolkit in technology education. We also discuss results and observations from a pilot deployment of the kit in a school in urban India in a project-based learning context.","","978-1-7281-4227-2","10.1109/T4E.2019.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8983723","Educational Technology, Constructionism, Electronics, Maker Education, STEM, Tangible Interfaces, Project Based Learning","Conferences;Tools;Games;Education;Software;Music;Programming","","3","","14","IEEE","6 Feb 2020","","","IEEE","IEEE Conferences"
"Potential financial motivations for end-user programming","C. Scaffidi","Center for Applied Systems and Software, Oregon State University, Corvallis, OR, USA",2016 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"10 Nov 2016","2016","","","180","184","Research has identified multiple reasons why people do end-user programming but has yet to quantify one of the most basic: making more money. This is an important gap in the literature given the current widespread efforts to promote computational thinking skills, because this education campaign is often linked to the argument that end-user programming skills will contribute to workers' long-term career prospects. Therefore, this paper presents a study investigating how the earnings of workers varied as a function of whether they used spreadsheets/databases and/or did programming at work. Examining survey data from 2003 revealed a positive correlation of earnings against these variables, even after controlling for the occupations of workers. Overall, occupation-adjusted earnings were 14% higher for workers who used spreadsheets/databases and who also did programming, versus those who did neither. These results provoke numerous questions for future research regarding what financial benefits workers can expect to obtain in different settings through end-user programming.","1943-6106","978-1-5090-0252-8","10.1109/VLHCC.2016.7739682","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7739682","end-user development;end-user programming;motivation","Programming profession;Computers;Software;Analysis of variance;Engineering profession;Sociology","","3","","36","IEEE","10 Nov 2016","","","IEEE","IEEE Conferences"
"iProg: Getting started with Programming: Pilot experiment in two elementary schools","R. Almeida; A. Gomes; M. E. Bigotte; T. Pessoa","Centro de Apoio Social de Pais e Amigos da Escola, Coimbra, Portugal; Engineering Institute of Coimbra, University of Coimbra, Coimbra, Portugal; Engineering Institute of Coimbra, IPC, Coimbra, Portugal; University of Coimbra, Coimbra, Potugal",2017 International Symposium on Computers in Education (SIIE),"18 Jan 2018","2017","","","1","5","The results obtained by the elementary school students in subjects like math and Portuguese mother language have been worrisome during the last few years. There are several reasons for this, but opinions point to the student's inability to solve problems, difficulties in logical reasoning and lack of critical attitude. The Portuguese Ministry of Education proposed in 2015/2016, in extracurricular period, the Getting Started with Programming challenging in primary School activities, with the intention of promoting computational thinking competences in students. Two schools from Coimbra city opted to use Scratch software for the implementation of this project aiming to promote school success in subjects already mentioned. The project, based on the academic curriculum of 4th grade, intends to link the theoretical knowledge with the practical knowledge, promoting the characteristic values of the city of Coimbra. This project implementation resulted in different applications (computer games) created by students, covering the contents of the mentioned subjects, but concretizing these knowledge with the socio-cultural and environmental realities of the city of Coimbra. The following study demonstrates the results obtained in 5 classes in 2015-2016 and six classes in 2016-2017, according to student satisfaction and project evaluation.","","978-1-5386-0648-3","10.1109/SIIE.2017.8259651","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8259651","Scratch;Curriculum Enrichment Activity;Satisfaction;Programming","Programming profession;Urban areas;Games;Mathematics;Software;Instruments","","3","","12","IEEE","18 Jan 2018","","","IEEE","IEEE Conferences"
"Essential Skills for Civil Engineering Graduates Towards Industry Revolution 4.0","M. N. S. Rashidah; J. V. Humphrey; A. Anizahyati","Faculty of Civil Engineering, Universiti Teknologi MARA(UiTM), Shah Alam, Selangor, Malaysia; Faculty of Civil Engineering, Universiti Teknologi MARA(UiTM), Shah Alam, Selangor, Malaysia; Faculty of Civil Engineering, Universiti Teknologi MARA(UiTM), Shah Alam, Selangor, Malaysia",2019 IEEE 11th International Conference on Engineering Education (ICEED),"13 Feb 2020","2019","","","137","140","The Industry Revolution 4.0 was first being introduced in Malaysia on September 2018. The reaction from this introduction has initiated the Malaysian Government to promote Industry Revolution 4.0 in industrial manufacturing and construction system. This however, gives impact to the graduating student whom seeking for employment where specific skills were required by the industry. The gap of skills was identified in this study. Questionnaire survey was distributed among graduating students and Alumni. Mean score and Relative Importance Index were used in the analysis. The finding reveals that the most skill required by the industry are Computational Thinking (Rank 1), follow by Social Intelligent (Rank 2) and Design Mindset (Rank 3). The findings of this study can be used as a reference for the universities to review the engineering curriculum and syllabus.","","978-1-7281-3461-1","10.1109/ICEED47294.2019.8994951","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8994951","Industry Revolution 4.0;skills;graduates;civil engineering","","","3","","11","IEEE","13 Feb 2020","","","IEEE","IEEE Conferences"
"Discovering children's competences in coding through the analysis of Scratch projects","S. Papavlasopoulou; M. N. Giannakos; L. Jaccheri","Norwegian University of Science and Technology (NTNU), Trondheim, Norway; Norwegian University of Science and Technology (NTNU), Trondheim, Norway; Norwegian University of Science and Technology (NTNU), Trondheim, Norway",2018 IEEE Global Engineering Education Conference (EDUCON),"24 May 2018","2018","","","1127","1133","Computational thinking and coding has received considerable attention over the past several years. Considerable efforts worldwide suggest the need for more empirical studies providing evidence-based practices to introduce and engage children with coding activities. The main goal of this study is to examine which programming concepts students use when they want to develop a game, and what is the interrelation among these concepts. To achieve our goal, a field study was designed and data were collected from coding activities. In detail, during a two-week period, one-day workshops were organized almost every day on which 44 children participating in, with ages between 8-17. The workshops follow a constructionist approach and comprise of two parts. First the children interact with robots, and then develop a game using Scratch. The findings provide a deeper understanding on how children code by showing the use of specific programming concepts to develop their projects and their correlations. Hence, we improve our knowledge about children's competences in coding.","2165-9567","978-1-5386-2957-4","10.1109/EDUCON.2018.8363356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8363356","Computer Science Education;maker movement;coding;computantional thinking;constructionism","Encoding;Games;Conferences;Programming profession;Robots;Education","","3","","23","IEEE","24 May 2018","","","IEEE","IEEE Conferences"
"A Proposal for the Global and Collaborative PBL Learning Environment Where All Global Members on Different Campuses Are ""On the Same Page"" throughout the Process of Learning in the Project","T. Yamamoto; A. Liao; W. -C. V. Wu; M. Shih; J. -L. Shih; H. -C. Chu","The Center for Teaching and Learning, Kansai University, Osaka, Japan; Dept. of M-Commerce and Multimedia Applications, Asia University, Taichung, Taiwan; Department of Foreign Languages and Literature, Asia University, Taichung, Taiwan; Center for Teaching, Learning, & Development, National Taiwan University, Taipei, Taiwan; Department of Digital Science and Technology, National University of Tainan, Tainan, Taiwan; Department of Computer Science and Information Management, Soochow University, Taipei, Taiwan",2018 Conference on Technologies and Applications of Artificial Intelligence (TAAI),"27 Dec 2018","2018","","","90","95","This paper purports to share with the higher education community the global PBL active learning curriculum and the learning environment, which have been collaboratively developed with the universities in Taiwan and Kansai University (KU). The collaborated universities developed an optimal curriculum to enhance and nurture students' ""Future Work Skills 2020"" defined by the Institute for the Future, such future human skills as Sense Making, Social Intelligence, Novel & Adaptive Thinking, Cross-Cultural Competencies, Computational Thinking, New Media Literacy, Transdisciplinarity, Design Mindset, Cognitive Load Management, and Virtual Collaboration. The curriculum fully employs PBL strategies in global teams, where teams for PBL are organized with students with heterogeneous cultural backgrounds in the virtual learning environment. The basic concept of such curriculum is based on COIL (Collaborative Online International Learning), originally developed by State University of New York. COIL makes full usage of IT to generate virtual learning environment for students worldwide. In order to go beyond the COIL concept incorporating the future skills defined by IFTF, the allied universities employed PBL in global AGILE teams to deepen insights from various cultural viewpoints in terms of consensus building through team discussions. Due to the spatial and temporal differences, enrolled students conducted their team learning activities in the virtual learning environment asynchronously, making use of IT technologies and cloud services in order to be on ""the same page"" in the progress of the project throughout the course. Further, the assessment strategies to enhance students' efficacy is the key factor in the course, which is also discussed with examples. This paper reports the global PBL active learning curriculum and environment collaboratively developed with the universities in Taiwan and Kansai University.","2376-6824","978-1-7281-1229-9","10.1109/TAAI.2018.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8588485","active learning, collaborative learning environment, peer learning and assessment, global learning, AGILE learning, PBL, Tesseractive COIL","Conferences;Artificial intelligence;Cultural differences","","2","","4","IEEE","27 Dec 2018","","","IEEE","IEEE Conferences"
"Invited Speech: Data Analytics and (Interpretable) Machine Learning for Social Good","R. Martoglia","FIM - University of Modena and Reggio Emilia, Italy","2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)","30 May 2022","2021","","","2144","2149","In recent years, in all contexts of our lives, we have seen a real explosion of data. From a research standpoint, data processing needs have increasingly become common in an ever growing number of applications, with potential benefits not only in our work but also in our lives: the need not just to acquire, store and perform modest operational tasks but also to analyze and properly interpret data. In this talk, we consider some of the hottest and most demanding scenarios in our daily lives, which include: medical analytics to improve the quality of life of the elderly and reduce health care expenses; social network analytics for enhancing cultural heritage dissemination; exploration of work datafication potential in improving the management of human resources (HRM); game analytics to foster Computational Thinking in education. We describe the recent findings we have obtained in our research in these contexts using the latest technology for data analytics, including interpretable machine learning, and discuss the consequences and directions for the future.","","978-1-6654-9457-1","10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00319","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781168","Interpretable Machine Learning;Medical Analytics;Social Network Analytics;HRM Analytics","Data analysis;Social networking (online);Education;Machine learning;Medical services;Games;Explosions","","2","","48","IEEE","30 May 2022","","","IEEE","IEEE Conferences"
"CODEX - Learning Object to Support Loop Structure Teaching","B. Gonçalves; M. C. Moraes; B. Teixeira; L. Lopes Leite","Universidade de Brasilia, Brasilia, DF, BR; Universidade de Brasilia, Brasilia, DF, BR; Universidade de Brasilia, Brasilia, DF, BR; Colorado State University, Fort Collins, CO, US",2018 XIII Latin American Conference on Learning Technologies (LACLO),"1 Aug 2019","2018","","","329","334","According to the Code.org there are currently 528,174 open computing jobs in U.S. and only 49,291 computer science students graduated into the workforce, last year. In order to try to reverse this scenario, several countries are working on a way to include computer science concepts, like computational thinking, in their curriculums for K-12 education. In addition, many studies and researches are being done related to practices and tools that can be applied in order to retain students that applied for computer science courses. In order to contribute to these initiatives, this paper presents CODEX, an interactive and ludic learning object, that aims to help students that do not need to have a background in programming to learn one of the most important structure in a programming language, the loop. CODEX was designed to be used both in class and in extra-class activity.","","978-1-7281-0382-2","10.1109/LACLO.2018.00064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8783804","Learning Objects;teaching programming;repetition","Education;Visualization;Programming profession;Monitoring;Facebook","","2","","","IEEE","1 Aug 2019","","","IEEE","IEEE Conferences"
"Tailor-made small simulator for a drum boiler control based on linear techniques","J. J. G. Prego; L. V. Seisdedos","Department of Industrial Technologies, University of Deusto, Bilbao, Spain; Faculty of Electrical Engineering, Department of Automatic Control, University of Oriente, Santiago de Cuba, Cuba",ETFA2011,"24 Oct 2011","2011","","","1","4","A computational thinking under simulated environment with amendable properties is promoted. It is exemplified on a real drum boiler multi-loop linear control. The model is based on the boiler-turbine plant P16/G16, which is oil-fired and the rated power is 160 MW, at the Sydvenska Kraft AB Plant in Malmö, Sweden. A proficient symbolic and numerical combination points out a fast and very efficient automatic engineering calculation. This contribution aims at tailor-made small simulators on Matlab for those industrial processes which are linked by heat energy. A first application at drum boiler with linear control meets a useful know-how to guide thoughts on how to translate physical fundamentals to Matlab codes for other industrial cases. Some comments relating to industrial practice are offered in this context.","1946-0759","978-1-4577-0018-7","10.1109/ETFA.2011.6059211","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6059211","","Boilers;Process control;Mathematical model;Computational modeling;Educational institutions","","2","","38","IEEE","24 Oct 2011","","","IEEE","IEEE Conferences"
"Designing educational material","C. D. Kloos; M. C. Gil; P. Rodríguez; G. Robles; E. Tovar; B. F. Manjón","Dep. Telematic Engineering, Univ. Carlos III de Madrid, Leganes Madrid, Spain; Dep. Ing. Electrica, Electronica y de Control, UNED, Madrid, Spain; Dep. Ingenieria Informatica, Univ. Autonoma de Madrid, Canto blanco Madrid, Spain; Dep. Telematic Syst. & Computing, Univ. Rey Juan Carlos, Mostoles Madrid, Spain; Dep. Computer Languages and Systems & Software Eng., Univ. Politecnica de Madrid, Boadilla del Monte Madrid, Spain; Dep. Software Eng. & AI, Univ. Complutense de Madrid, Madrid, Spain",2016 IEEE Global Engineering Education Conference (EDUCON),"23 May 2016","2016","","","1218","1220","The appearance of MOOCs has boosted the creation of educational material for use in all possible contexts. However, this material is often created without much thought and without proper tools and methodologies. Much more attention should be placed on the design of educational material, since this is the basis for a successful learning experience. In this special session, we report about several interesting approaches towards the design and creation of educational material that range from the call to the definition of a discipline of Courseware Engineering, to a methodology for video recording, another one for the creation of smart adaptive content, tools metrics for teaching computational thinking, the integration of OERs, and the design and application of game-based material.","2165-9567","978-1-4673-8633-3","10.1109/EDUCON.2016.7474712","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7474712","MOOCs;design of educational material;learning content;courseware","Games;Courseware;Software;Production;Engineering education;Conferences","","2","","19","IEEE","23 May 2016","","","IEEE","IEEE Conferences"
"Emídio Garcia School Pilot description: A Robosteam Erasmus+ Project Activity based on a Challenge based Learning Approach","C. Camargo; L. Brancalião; J. Gonçalves; J. Lima; M. Ramos; L. Fernandes; M. Trovisco; M. Conde","Polytechnic Institute of Bragança, Bragança, Portugal; Polytechnic Institute of Bragança, Bragança, Portugal; CEDRI IPB, Bragança, Portugal; CEDRI IPB, Bragança, Portugal; Emídio Garcia School, Bragança, Portugal; Emídio Garcia School, Bragança, Portugal; Emídio Garcia School, Bragança, Portugal; León University, León, Spain",2020 IEEE Global Engineering Education Conference (EDUCON),"25 Jun 2020","2020","","","290","294","In this paper it is described a Pilot that took place at Emídio Garcia School from Bragança, Portugal. The presented Pilot is based on a Challenge based Learning Approach, being an activity of the RoboSTEAM - Integrating STEAM and Computational Thinking development by using robotics and physical devices - ERASMUS+ Project. In the presented educational experiment it were used physical devices, being chosen the mBot robot, programmed using Scratch. The presented challenges had as research question a global problem that was Wildfires. Student had to propose and to develop solutions based on the use of robots to prevent and fight wildfires. The students that participated in the experiment were secondary school students, from Spain and Portugal, with their background in technology and arts respectively. Previously to the experiment the involved students filled a STEM semantic Survey and during the experiments their performance was evaluated.","2165-9567","978-1-7281-0930-5","10.1109/EDUCON45650.2020.9125231","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9125231","Robotics;Physical Devices;Challenge Based Learning;STEAM Education;Erasmus+","Performance evaluation;Art;Conferences;Semantics;Fires;Engineering education;Robots","","2","","10","IEEE","25 Jun 2020","","","IEEE","IEEE Conferences"
"AI Quality Cultivation and Application Ability Training for Normal University Students","S. Liu; X. Xie","Key Laboratory of Information & Computing Science, Guizhou Normal University, Guiyang, China; Key Laboratory of Information & Computing Science, Guizhou Normal University, Guiyang, China",2021 7th Annual International Conference on Network and Information Systems for Computers (ICNISC),"23 Nov 2021","2021","","","116","120","The rapid integration of AI technology and education will have a profound impact on the traditional education and teaching ideas, forms, contents, methods, and will also put forward new and higher requirements for teachers' professional quality and teaching ability. For normal university students, AI quality cultivation and application ability training are particularly important. Based on the previous research, this paper holds that digital literacy, computational thinking, programming ability and deep cognition of intelligent society are the important contents of AI technology literacy of normal university students. And put forward that under the AI environment, normal university students' learning ability, teaching ability, teaching research ability three aspects, as well as basic ability, deepening application, application innovation three levels of ability training strategy. And points out that normal university students should learn AI technology and theory in practice, cultivate AI quality and application ability in teaching, and improve human-machine cooperation skills in exploration.","","978-1-6654-0232-3","10.1109/ICNISC54316.2021.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9603886","artificial intelligence;AI literacy;application ability;training;normal university students","Training;Technological innovation;Education;Learning (artificial intelligence);Educational technology;Cognition;Artificial intelligence","","2","","8","IEEE","23 Nov 2021","","","IEEE","IEEE Conferences"
"STEAM-based interventions: Why student engagement is only part of the story","M. Helms; R. Moore; D. Edwards; J. Freeman","Mathematics, and Computing (CEISMC), Georgia Institute of Technology, GA, Atlanta; Mathematics, and Computing (CEISMC), Georgia Institute of Technology, GA, Atlanta; Mathematics, and Computing (CEISMC), Georgia Institute of Technology, GA, Atlanta; School of Music, Georgia Institute of Technology, GA, Atlanta","2016 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","2 Feb 2017","2016","","","1","4","EarSketch lowers the barriers to entry and broadens engagement in computer science through expressive and culturally relevant music composition. In EarSketch, students write computer code to remix sound samples into original music compositions, often within hours of first exposure to the application. Coupled with sound samples rooted in modern music genres, EarSketch generates deep student engagement. We observed two unexpected challenges when implementing EarSketch in high school Computer Science Principles courses. First, music that appeals to the students' generation may be difficult for teachers to appreciate (and vice versa). Second, while a majority of students engaged in music production and coding, we observed that some students fixated on artistic musical expression without engaging in substantial computational thinking. These findings may apply more broadly in computational courses situated in expressive domains and to STEAM courses in general. We conclude with suggested changes to professional development, which may be applied more generally to creative computation and STEAM-based courses.","","978-1-5090-3419-2","10.1109/RESPECT.2016.7836171","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7836171","music composition;computer science principles;student engagement;culture;STEAM","Music;Encoding;Education;Computer science;Interviews;Cultural differences;Computational modeling","","2","","9","IEEE","2 Feb 2017","","","IEEE","IEEE Conferences"
"The Designing of CSL Teacher Empowering Training Model of Robot-Assisted Language Learning based on the TPACK Framework","H. Li","Department of Chinese as a Second Language, National Taiwan Normal University, Taipei, Taiwan, R.O.C.",2021 International Conference on Advanced Learning Technologies (ICALT),"2 Aug 2021","2021","","","276","278","This study provides the designing of the empowering training model of robot-assisted language learning (RALL) knowledge based on the framework of Technological Pedagogical Content Knowledge (TPACK) for Chinese as a Second Language (CSL) teacher. The model is a 10-hours program to enhance CSL teachers’ cognition of robot technology knowledge, and integrate Chinese pedagogical knowledge and Chinese phonetics knowledge. We analyzed what should be included in TK, PK, CK, TPK, TCK, PCK, TPACK when designing a robot assisted Chinese phonetics teaching. Also, computational thinking and Chinese teaching-oriented programming is been taught in order to let the CSL teachers have the ability to realize their design of RALL system.","2161-377X","978-1-6654-4106-3","10.1109/ICALT52272.2021.00089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9499781","Robot-assisted language learning (RALL);Technological Pedagogical Content Knowledge (TPACK);Chinese as a second language (CSL);Language Teacher Empowering Training","Training;Computational modeling;Knowledge based systems;Phonetics;Data collection;Reflection;Planning","","2","","12","IEEE","2 Aug 2021","","","IEEE","IEEE Conferences"
