"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Programming Courses Teaching Method for Ability Enhancement of Computational Thinking","W. Huang; Z. Deng; D. Rongsheng","Guilin University of Electronic Technology, Guilin, Guangxi, CN; Guilin University of Electronic Technology, Guilin, Guangxi, CN; School of Computer Science and Control, Guilin University of Electronic Technology, Guilin, China",2009 International Association of Computer Science and Information Technology - Spring Conference,"21 Jul 2009","2009","","","182","185","The essence of computational thinking is thinking about data and ideas, and using and combining these resources to solve problems. The internal requirement of the programming courses is to cultivate the student's the ability to use programming language for problem analysis and problem solving. According to the characteristics of the courses themselves, this paper proposes a course teaching system built on the core of computational thinking ability cultivation and related reform method, which emphasizes the problem solving and algorithm design and determines the relationship between object-oriented method and procedure-oriented method in theoretical teaching, and designs multi-layer experiments and project-based experiment organization. This teaching strategy proves effective through teaching practice.","","978-0-7695-3653-8","10.1109/IACSIT-SC.2009.52","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5169335","Programming;Computational thinking;methodology","Education;Programming profession;Computer science;Computer languages;Problem-solving;Springs;Algorithm design and analysis;Concrete;Humans;Mathematical programming","","4","","8","IEEE","21 Jul 2009","","","IEEE","IEEE Conferences"
"A Free-Choice Social Learning Network for Computational Thinking","H. Jamil","Department of Computer Science, University of Idaho, USA",2018 IEEE 18th International Conference on Advanced Learning Technologies (ICALT),"13 Aug 2018","2018","","","69","71","The need to attract learners and improve retention in computational thinking classes has never been greater than presently. Alarmingly, research suggests that the relative popularity of computer science in K-12 and colleges is not increasing while other STEM subjects are witnessing substantial rise in enrollment. Moreover, more than one third of those who choose computer science, drop out or fail the first programming class dashing hopes of building a computationally savvy workforce for the emerging global economy. In this paper, we introduce a novel social networking system, called OpenSchool, for learners and educators alike, which is able to double as a contemporary social networking system along the lines of Facebook for instance, and serve the special needs of free-choice STEM learners, computer science learners in particular. We discuss its salient features, highlight its advantages, collaborating capabilities, and learning support for STEM, especially computational thinking, learners.","2161-377X","978-1-5386-6049-2","10.1109/ICALT.2018.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8433456","social learning;computational thinking;social network;STEM;intelligent tutoring systems;free choice learning","Facebook;Programming profession;Tools;Python","","3","","21","IEEE","13 Aug 2018","","","IEEE","IEEE Conferences"
"Teaching Research on Computer Programming based on Cultivation of Computational Thinking","H. Ding","School of Information Science and Engineering, Yunnan University, Kunming, China",2019 IEEE International Conference on Computer Science and Educational Informatization (CSEI),"23 Dec 2019","2019","","","72","75","Computer programming is one of compulsory courses for science and engineering majors in colleges and universities, and C language is one of the most common programming language. In view of teaching problems of traditional programming course, for example, the concepts are abstract and difficult to understand for students, and students are lack of logical thinking of programming, this paper introduced the concept of computational thinking, analyzed how to integrate computational thinking into teaching contents of computer programming course, and flipped classroom teaching method was discussed too. The teaching practice showed that good teaching effects were achieved.","","978-1-7281-2308-0","10.1109/CSEI47661.2019.8938909","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8938909","computer programming;pedagogy;computational thinking;flipped classroom","Programming profession;Online services;Training;Problem-solving","","2","","9","IEEE","23 Dec 2019","","","IEEE","IEEE Conferences"
"Problock: A tool for computational thinking development using problem-based learning","J. F. Calderón; J. Ebers","Facultad de Ingeniería, Universidad Andres Bello, Viña del Mar, Chile; Facultad de Ingeniería, Universidad Andres Bello, Viña del Mar, Chile",2017 36th International Conference of the Chilean Computer Science Society (SCCC),"9 Jul 2018","2017","","","1","5","While in the workplace are highly demanded work-related awareness of computing and information technology, this discipline does not have sufficient and accurate dissemination, especially in schools. New technologies have positioned more as a communication tool than as a means for building innovative products. On the other hand, it has missed the application of own abilities in the area, such as the development of logical reasoning, algorithmic thinking and problem solving, both the school curriculum as well as in instances of informal learning of students. In literature and on the web, there are tools that are accessible by both self-study students to be used as a complement to other activities. However, these tools seek the development of computational thinking itself, and not within a broader framework, which allows to present the computer science as an area of professional development, for example, inserted in a context where should solve problems requiring support programming and algorithms. Problock is proposed as a tool to (1) develop computational thinking, in a context of learning based on addiction problems, (2) disseminate and motivate students for future professional development in higher education in computer science and disciplines related. In this paper, the results of the construction of the tool are presented and the work in progress in a Chilean school.","","978-1-5386-3483-7","10.1109/SCCC.2017.8405132","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8405132","Computational thinking;problem-based learning;programming learning","Tools;Programming profession;Employment;Information technology;Buildings","","2","","","IEEE","9 Jul 2018","","","IEEE","IEEE Conferences"
"Virtual Laboratory-Based Student Worksheets Development for Computational Thinking Practices","L. Rakhmawati; A. I. Agung; M. Rohman","Department of Electrical Engineering, Universitas Negeri Surabaya, Surabaya, Indonesia; Department of Electrical Engineering, Universitas Negeri Surabaya, Surabaya, Indonesia; Department of Electrical Engineering, Universitas Negeri Surabaya, Surabaya, Indonesia",2022 Fifth International Conference on Vocational Education and Electrical Engineering (ICVEE),"10 Nov 2022","2022","","","221","225","This research intends to create a virtual laboratory-based student worksheets model on Electrostatic Forces, Fields, and Equipotential Lines to educate students computational thinking. This study was divided into four stages: needs analysis, practicum learning design, student worksheets development, and evaluation. The literature research and field investigations employed in the needs analysis stage are related to the need for virtual laboratories, whereas the practicum learning design stage begins by determining competency criteria and milestones in computational thinking. The decomposition process, pattern recognition, abstraction, and algorithms are all highlighted in the student worksheets development stage. Expert validation and limited trials are used in the evaluation step. Student responses and learning outcomes are classified as good and practicable to be used as a source of learning in learning activities based on the results of the validation.","","978-1-6654-7581-5","10.1109/ICVEE57061.2022.9930462","BP; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9930462","Virtual laboratory;student worksheets;computational thinking;Physics Education Technology (PhET)","Electrical engineering;Computational modeling;Education;Laboratories;Pattern recognition;Classification algorithms;Electrostatics","","2","","18","IEEE","10 Nov 2022","","","IEEE","IEEE Conferences"
"Platform for university teaching applying Computational Thinking at the Armed Forces University ESPE","R. Delgado; S. Yacchirema; F. Coral; J. Celi","Departamento de Ciencias de la Computación, Universidad de las Fuerzas Armadas ESPE, Sangolquí, Ecuador; Departamento de Ciencias de la Computación, Universidad de las Fuerzas Armadas ESPE, Sangolquí, Ecuador; Departamento de Ciencias de la Computación, Universidad de las Fuerzas Armadas ESPE, Sangolquí, Ecuador; Departamento de Ciencias de la Computación, Universidad de las Fuerzas Armadas ESPE, Sangolquí, Ecuador",2019 14th Iberian Conference on Information Systems and Technologies (CISTI),"15 Jul 2019","2019","","","1","4","The inclusion of computational thinking in third-level professional training is an alternative that revolutionize traditional teaching through new paradigms, ICT tools and new platforms such as the one proposed in this paper that describes the development and implementation of a prototype that allows incorporating computational thinking into educational constructivist models, exploiting the capacities and abilities of a global and interconnected society. The prototype was submitted to an evaluation by 120 students of Information Technology (IT) faculty of the Armed Forces University ESPE located in Sangolqua, Ecuador, in the fields: performance and acceptance of the user, obtaining acceptable results about its applicability, usability and adaptation to the training model by competencies of the institution. The research methodology Desing Science Research (DSR), SCRUM as a design methodology and AppGini as a development tool were applied.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760819","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760819","computational thinking;educational platform;appgini;scrum","Computational modeling;Information systems;Software;Training;Tools;Prototypes","","1","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Usability Evaluation of an Online Inquiry-Based Learning Platform for Computational Thinking (CT-ONLINQ)","N. K. Jha; P. K. Bhowmik; K. K. Bhagat","Advanced Technology Development Centre, Indian Institute of Technology, Kharagpur, West Bengal, India; G.S. Sanyal School of Telecommunications, Indian Institute of Technology, Kharagpur, West Bengal, India; Advanced Technology Development Centre, Indian Institute of Technology, Kharagpur, West Bengal, India",2023 IEEE International Conference on Advanced Learning Technologies (ICALT),"29 Sep 2023","2023","","","182","186","With the increased focus on Computational Thinking (CT) in education, there has been an increase in the development of learning platforms to teach CT. The current study developed an Online Inquiry-based learning platform for Computational Thinking (CT-ONLINQ) to support CT activities using Inquiry-based Learning (IBL) pedagogy. IBL-based CT steps include algorithm design, analysis, and comparison of algorithms. The platform allows students to explore multiple solutions and provides hints as support during problem-solving activities. A 4-week experimental study was conducted to evaluate the usability of the online platform. A total of 79 9th-grade students volunteered to participate in this study to complete six activities. Subsequently, the students completed the SUS questionnaire and open-ended feedback questions. Results showed that around 80% of the students scored above the “Good” category (70-80), with a total average score of 78.45. Also, we analyzed the difference in rating scores among groups based on multiple background factors. Findings showed an average rating above 4 with no significant difference between the ratings among factors such as gender and math performance (below-above average math scores). In addition, analysis of the feedback comments showed that the platform is user-friendly, with students enthusiastic about learning coding on the platform.","2161-377X","979-8-3503-0054-3","10.1109/ICALT58122.2023.00059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260900","Computational Thinking;Inquiry-based Learning;Online Platform;Algorithm design;System Usability Scale","Education;Encoding;Problem-solving;Usability","","1","","28","IEEE","29 Sep 2023","","","IEEE","IEEE Conferences"
"Professional Development in Computational Thinking for teachers in Colombia","A. Espinal; C. Vieira; A. J. Magana","Department of Education, Universidad del Norte, Barranquilla, Colombia; Department of Education, Universidad del Norte, Barranquilla, Colombia; Computer and Information Technology, Purdue University, West Lafayette, United States",2021 IEEE Frontiers in Education Conference (FIE),"20 Dec 2021","2021","","","1","4","This Research to practice work in progress paper explores teachers' experiences about a professional development program focused on discipline-based computational thinking (CT). The goal of the program is to integrate computational practices into disciplinary learning environments at the K-12 level in Colombia. To promote this integration and to explore teachers' conceptions and possible scenarios to integrate CT in this context, the research team designed, implemented, and assessed a 20-hour professional development program with 21 teachers from public middle and high schools in Antioquia, Colombia. The program introduced the concepts and practices of CT and discussed why these are relevant for students to learn. A use-modify-create instructional sequence was used as the pedagogical approach to scaffold participants' learning process. At the end of the workshop, the teachers completed a survey regarding their experience in the program. Preliminary results indicate that the participating teachers increased their knowledge and interest to integrate computational thinking practices into their disciplinary learning environments.","2377-634X","978-1-6654-3851-3","10.1109/FIE49875.2021.9637310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9637310","computational thinking;k-12;Professional Development;teachers","Conferences","","1","","12","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"Analysis of the Curriculum Reform Method Based on the Combination of Computational Thinking and Engineering Thinking","F. Wang; H. Wang","School of Information Science and Engineering, Shandong Normal University; School of Information Science and Engineering, Shandong Normal University",2019 10th International Conference on Information Technology in Medicine and Education (ITME),"23 Jan 2020","2019","","","284","287","The software design pattern is an important core course for software engineering. However, the traditional classroom teaching method only focuses on the teaching of technical knowledge, but ignores the importance of thinking ability. In order to develop students' ""computational thinking"" and ""engineering thinking"" ability to combine the Exploration curriculum reform teaching methods paper from the main body, teaching content, teaching methods and evaluation of the four aspects of the course, presents a concrete and feasible teaching development program that combines ""computational thinking"" with ""engineering thinking"".","2474-3828","978-1-7281-3918-0","10.1109/ITME.2019.00071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8964976","computational thinking, Engineering thinking, Software Development, Design pattern, programming, Education Mode Research,","Education;Software design;Knowledge engineering;Computational efficiency;Information technology;Computer science","","1","","10","IEEE","23 Jan 2020","","","IEEE","IEEE Conferences"
"Scratch Project Analysis: Relationship Between Gender and Computational Thinking Skill","R. Niousha; D. Saito; H. Washizaki; Y. Fukazawa","Faculty of Science and Engineering, Waseda University, Tokyo, Japan; Faculty of Science and Engineering, Waseda University, Tokyo, Japan; Faculty of Science and Engineering, Waseda University, Tokyo, Japan; Faculty of Science and Engineering, Waseda University, Tokyo, Japan","2022 IEEE International Conference on Teaching, Assessment and Learning for Engineering (TALE)","14 Jun 2023","2022","","","567","571","The computer science industry suffers from a significant gender gap. This situation likely hinders the creation of inclusive and user-friendly systems due to a bias in perspectives. To narrow this gender gap, this study investigates how females program to increase interest in computer sciences. Specifically, 60 open Scratch projects on the web are analyzed to clarify differences in the Computational Thinking scores with respect to gender. The difference in the Computational Thinking score by gender suggests that the gap may be due to the lack of the Synchronization element in female users’ projects. A deeper understanding of how people program based on gender should support creating an effective and inclusive learning environment and allow educators to create programming materials that attract both genders equally into the field.","2470-6698","978-1-6654-9117-4","10.1109/TALE54877.2022.00099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10148435","computational thinking;computer science;gender bias;Scratch;STEM","Industries;Education;Synchronization;Programming profession","","1","","13","IEEE","14 Jun 2023","","","IEEE","IEEE Conferences"
"Using Open Technology to Bring Computational Thinking Activities to the Outdoors","O. Adeyemi; B. Hui","Computer Science, University of British Columbia, Kelowna, Canada; Computer Science, University of British Columbia, Kelowna, Canada",2023 IEEE International Conference on Advanced Learning Technologies (ICALT),"29 Sep 2023","2023","","","187","189","Many educational resources are available that teach children computational thinking and visual programming. As part of this initiative, we develop computational puzzles from well-known computational thinking activities. Inspired by the idea of geocaching, we made our puzzles accessible and fun for the whole family by embedding them into a scavenger hunt. We describe our approach that frames computational puzzles as an outdoor family activity. Our project was launched in 2021 and has received informal positive feedback.","2161-377X","979-8-3503-0054-3","10.1109/ICALT58122.2023.00060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260830","Computational thinking;puzzles;blended learning;outdoors","Visualization;Programming profession","","","","10","IEEE","29 Sep 2023","","","IEEE","IEEE Conferences"
"Research on Topic Evolution Analysis of Computational Thinking Based on Maximum Likelihood Estimation and CiteSpace","Y. Xu; F. Zhao","Faculty of Education, Shaanxi Normal University, Xi'an, China; Department of Psychology, University of Chinese Academy of Sciences, Beijing, China",2022 European Conference on Communication Systems (ECCS),"29 Dec 2022","2022","","","6","9","Using the CiteSpace and a keyword trend computational method based on log-likelihood value, relative change rate, and betweenness centrality, and a set of keyword trends and type rules, this research comes up with the core words, common words, and frontier words in computational thinking research field, and their evolution history and trends. In computational thinking research field, the stable core words have “thinking”, the rising core words have “education”, the stable common words have “design” and “framework”, the fluctuating common words have “model” and “classroom”, and the frontier words have “game”, etc.","","978-1-6654-9689-6","10.1109/ECCS54035.2022.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9993448","computational thinking;co-word analysis;word frequency analysis","Analytical models;Maximum likelihood estimation;Computational modeling;Soft sensors;Games;Market research;Frequency estimation","","","","10","IEEE","29 Dec 2022","","","IEEE","IEEE Conferences"
"Computational thinking through an online game to develop soft and hard skills","A. F. Farias; D. Augusto Couto Barone","Graduate Program in Informatics in Education, Federal University of Rio Grande do Sul, Porto Alegre, Brazil; Graduate Program in Informatics in Education, Federal University of Rio Grande do Sul, Porto Alegre, Brazil",2023 32nd Annual Conference of the European Association for Education in Electrical and Information Engineering (EAEEIE),"20 Jul 2023","2023","","","1","6","Currently we see globalization and technological advances accelerating worldwide, transforming the world of work and human coexistence. We still notice that the educational systems, in their majority, are disconnected from these global realities. In this sense, it is necessary to have an educational formation more aligned to the contemporary world, preparing young people for the challenges of the 21st century, how to deal with technological resources and processes, developing soft and hard skills. In this way, it can be observed that in recent years computational thinking has gained relevance in this scenario, being a field of research in the most varied areas of knowledge, developing communication skills, creativity, leadership, problem solving, familiarity with technologies, management, transforming young people into autonomous individuals who are prepared for the technological changes that the world requires. Taking these transformations as a reference, this paper describes/presents the development of an online tool to stimulate computational thinking in elementary school, through online games. he use of the ThinkinGame makes it possible to identify the pillars to be worked on with young people, after its use, thus improving the approaches to be given in the formation of these young people, being able to turn attention to the challenge of teaching additional skills, such as sophisticated thinking and flexible problem solving.","2472-7687","978-90-386-5690-8","10.23919/EAEEIE55804.2023.10181711","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10181711","computational thinking;soft skills;hard skills;educational game;meaningful learning","Leadership;Technology management;Education;Globalization;Europe;Games;Problem-solving","","","","20","","20 Jul 2023","","","IEEE","IEEE Conferences"
"Research and Application of Computational Thinking on Python Teaching","X. Wang; X. Zou; W. Yin; Q. Li; L. Zhang; L. Hong","School of Media Engineering, Communication University of Zhejiang, Hangzhou, China; School of Media Engineering, Communication University of Zhejiang, Hangzhou, China; School of Media Engineering, Communication University of Zhejiang, Hangzhou, China; School of Media Engineering, Communication University of Zhejiang, Hangzhou, China; School of Media Engineering, Communication University of Zhejiang, Hangzhou, China; School of Media Engineering, Communication University of Zhejiang, Hangzhou, China",2021 IEEE 3rd International Conference on Computer Science and Educational Informatization (CSEI),"19 Jul 2021","2021","","","311","314","With the development of science and technology, the interdisciplinary knowledge penetration has become an important trend in the development of science and technology. Computational thinking is expanding from the field of computer science to other disciplines. The computational thinking is the focus of the information technology in science and engineering. Python teaching is widely used in programming courses in colleges and universities. The combination of theory and practice can stimulate students' initiative of independent innovation by teaching practice. It can effectively improve the effect and quality of computer thinking training.","","978-1-7281-8473-9","10.1109/CSEI51395.2021.9477758","Ministry of Education; Research and Development; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9477758","computational thinking;case teaching;python programming","Training;Technological innovation;Systematics;Electronic learning;Education;Market research;Online services","","","","6","IEEE","19 Jul 2021","","","IEEE","IEEE Conferences"
"A Scheme of STEAM Interactive Learning Toy for Musical and Computational Thinking","J. -M. Su; C. -T. Liao; C. -T. Chen; L. -H. Wang","Department of Information and Learning Technology, National University of Tainan, Tainan, Taiwan; Department of Information and Learning Technology, National University of Tainan, Tainan, Taiwan; Department of Information and Learning Technology, National University of Tainan, Tainan, Taiwan; Department of Information and Learning Technology, National University of Tainan, Tainan, Taiwan","2019 International Joint Conference on Information, Media and Engineering (IJCIME)","16 Apr 2020","2019","","","116","118","STEAM education has been paid much attention currently for fostering the interdisciplinary thinking abilities. However, the current learning content of STEAM almost focuses on the learning of STEM subjects and the cultivation of the Computational Thinking (CT), so the learning of ART subject is insufficient. Therefore, this paper proposes a Scheme of STEAM Interactive Learning Toy for Musical Thinking (MT) and Computational Thinking (ILT-MCT), to engage primary level elementary students in learning knowledge and concepts of the MT and CT both. In ILT-MCT scheme, children read the paper-based learning content (learning book) to learn the concepts of MT and CT, interact with a Mobile-based learning toy using substantial Programming Blocks, and further play the digital game-based learning content via the learning toy to enhance the learning motivation.","","978-1-7281-5586-9","10.1109/IJCIME49369.2019.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9066434","Computational Thinking, Musical Thinking, Interactive Learning Toy, Primary Level Elementary Students","Music;Toy manufacturing industry;Art;STEM;Programming profession","","","","12","IEEE","16 Apr 2020","","","IEEE","IEEE Conferences"
"Using 3D Virtual and Physical Robot Alone or Together-Which Works Better for Learning engagement and Computational Thinking","H. Gao; Y. Zhang; K. Wang; F. Yu; T. Li","Faculty of Artificial Intelligence Education, Central China Normal University Wuhan, China; Faculty of Artificial Intelligence Education, Central China Normal University Wuhan, China; Wuhan Academy of Education Sciences Wuhan, China; Xingouqiao Primary School Wuhan, China; Xingouqiao Primary School Wuhan, China",2024 International Symposium on Educational Technology (ISET),"26 Sep 2024","2024","","","381","385","With the development of virtual reality technology, 3D virtual robots are increasingly used in primary school robot programming teaching. Therefore, in this study, 64 fifth-grade students were divided into two groups, and the experimental research method was used to investigate which method is more conducive to improving students’ learning engagement and computational thinking by combining or separately using 3D virtual robots and physical robots in robot programming courses. The results show that the combined use of 3D virtual and physical robots in a robot programming course improves students’ Programming self-efficacy scale and learning engagement, thus improving students’ computational thinking.","2766-2144","979-8-3503-6141-4","10.1109/ISET61814.2024.00082","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10685722","3D VR Robot;Physical Robot;Robot Programming;Computational Thinking;Learning engagement","Three-dimensional displays;Virtual reality;Educational technology;Programming profession;Robot programming","","","","28","IEEE","26 Sep 2024","","","IEEE","IEEE Conferences"
"Self-Efficacy to Train Computational Thinking Skills in Pre-Service Teachers*","F. Talavera-Mendoza; F. H. R. Paucar; D. A. U. Alarcón","Universidad Nacional de San Agustin de Arequipa, Arequipa, Perú; Universidad Nacional de San Agustin de Arequipa, Arequipa, Perú; Universidad Nacional de San Agustin de Arequipa, Arequipa, Perú",2023 XIII International Conference on Virtual Campus (JICV),"25 Jun 2024","2023","","","1","4","In this work we, study the self-efficacy of the use of the Choreographe software in block programming using the NAO robot in order to develop instructional videos in the classroom within the framework of Computational Thinking. The put forward objectives were three; (1) Evaluate the level of significance of self-efficacy and the applicability of CT concepts. (2) Measure the relationship between the applicability of CT concepts with the ease of use, usefulness, attitude and intention to work in the future with an instructional program. (3) Establish the percentages and means of the items of the variables concepts CT and self-efficacy. Thus, from a quantitative approach, we propose to create a questionnaire to measure self-efficacy and the level of knowledge acquired in block programming. 4 practical workshops of 2 hours each have been carried out with 28 initial training students between the ages of 23 and 27. The results yielded a positive correlation between the variables self-efficacy and computational thinking. Highlighting a positive acceptance of self-efficacy in the use of Choreographe software in the block programming experience and a growing ascendancy of interaction.","","979-8-3503-4344-1","10.1109/JICV59748.2023.10565688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10565688","Self efficacy;teachers in initial training;computational thinking;block programming","Training;Correlation;Conferences;Social sciences;Programming;Market research;Software","","","","36","IEEE","25 Jun 2024","","","IEEE","IEEE Conferences"
"Enhancing Confidence in Using Computational Thinking Skills via Playing a Serious Game: A Case Study to Increase Motivation in Learning Computer Programming","C. Kazimoglu","Faculty of Engineering, Cyprus International University, Nicosia, Cyprus",IEEE Access,"17 Dec 2020","2020","8","","221831","221851","Computer Science (CS) is a profession that positively impacts every single area of society without which today's world would come to a complete halt. Yet, there is a consensus that CS has serious conundrums particularly in attracting students, low motivation for learning computer programming and developing computational thinking (CT) skills. New motivational methods are needed to take the attention of students and adapt to their learning patterns as how people learn have changed drastically over the last two decades. To address these issues, video games and video game-based tools are proposed as a primary approach for motivating and supporting students in developing their skills in CT and support their learning of introductory programming. This research is concerned with the capture of statistical evidence on the educational effectiveness of playing a serious game specifically designed to enhance the development of CT skills to facilitate learning introductory computer programming. A total of 190 students were invited to participate in a quasi-experimental pre-post study for the purpose of analyzing the impact of an adhoc game on students' confidence in learning programming constructs and using their skills in CT. All students were studying a CS degree at the time and they were all registered to a first-year computer programming course. 151 out of 190 students successfully completed the study and the findings suggest that a) the intrinsic motivation to learn programming; b) students' perception of their knowledge and their tangible knowledge in key programming constructs (i.e. programming sequence, methods, decision making and loops); and c) students' confidence in using their CT skills were all statistically and significantly improved after playing the game. Additionally, students perceived computer programming significantly less difficult in their post study responses when compared to their pre study responses.","2169-3536","","10.1109/ACCESS.2020.3043278","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9286386","Computational thinking;serious games;computer programming;video game design;game-based learning;gamification","Programming profession;Games;Visualization;Tools;Syntactics;Education;Computer languages","","29","","98","CCBY","8 Dec 2020","","","IEEE","IEEE Journals"
"Collaborative Game-Based Environment and Assessment Tool for Learning Computational Thinking in Primary School: A Case Study","M. Zapata-C&#x00E1;ceres; E. Mart&#x00ED;n-Barroso; M. Rom&#x00E1;n-Gonz&#x00E1;lez","Computer Science Department, Universidad Rey Juan Carlos, M&#x00F3;stoles, Spain; Computer Science Department, Universidad Rey Juan Carlos, M&#x00F3;stoles, Spain; Faculty of Education, Universidad Nacional de Educaci&#x00F3;n a Distancia, Madrid, Spain",IEEE Transactions on Learning Technologies,"19 Jan 2022","2021","14","5","576","589","Computational thinking (CT) can be considered a 21st century core skill and, accordingly, it should be taught to students at an early age. Nevertheless, the implementation of CT in school curricula is still in an experimental stage, given that different performance metrics remain unclear, including the appropriate age for learning each skill, the significant and achievable computational concepts for each school year, teaching strategies, learning effectiveness, and strategies for assessing development. Based upon constructivist problem-solving learning strategies and supported by a three-dimensional framework, a game-based environment with both individual and collaborative playing modes has been developed as a learning and an assessment tool via learning analytics. Moreover, an exploratory case study has been carried out involving 176 primary school students. Results suggest that this environment is suitable as a learning and assessment tool for CT skills in primary school, providing enduring learning, particularly when it engages the collaborative playing mode. It seems to be better adapted to early primary school stage students, who showed greater improvements and who were able to assimilate more computational concepts than expected. Likewise, special needs or low percentile students benefit even more greatly from the learning tool and especially from the collaborative playing mode. The combination of different assessment methodologies—including CT pre- and posttests, data-driven analytics, direct observation, and questionnaires—provides assessment for each of the framework computational dimensions.","1939-1382","","10.1109/TLT.2021.3111108","Madrid Regional Government(grant numbers:S2018/TCS-4307); European Structural and Investment Funds; European Social Fund; European Regional Development Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9536372","Assessment;collaborative learning;computational thinking (CT);early childhood education;educational games;learning environments;programming.","Collaboration;Problem-solving;Tools;Education;Programming profession;Games;Visualization","","16","","79","IEEE","13 Sep 2021","","","IEEE","IEEE Journals"
"Promoting Computational Thinking Skills in Non-Computer-Science Students: Gamifying Computational Notebooks to Increase Student Engagement","A. De Santo; J. C. Farah; M. L. Martínez; A. Moro; K. Bergram; A. K. Purohit; P. Felber; D. Gillet; A. Holzer","University of Neuchâtel, Neuchâtel, Switzerland; Ecole Polytechnique Federale de Lausanne, Ecublens, Switzerland; Ecole Polytechnique Federale de Lausanne, Ecublens, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; Ecole Polytechnique Federale de Lausanne, Ecublens, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland",IEEE Transactions on Learning Technologies,"9 Aug 2022","2022","15","3","392","405","Computational thinking (CT) skills are becoming increasingly relevant for future professionals across all domains, beyond computer science (CS). As such, an increasing number of bachelor's and master's programs outside of the CS discipline integrate CT courses within their study program. At the same time, tools such as notebooks and interactive apps designed to support the teaching of programming concepts are becoming ever more popular. However, in non-CS majors, CT might not be perceived as essential, and students might lack the motivation to engage with such tools in order to acquire solid CT skills. This article presents a field study conducted with 115 students during a full semester on a novel computational notebook environment. It evaluates computational notebooks and CT skills in an introductory course on information technology for first-year undergraduates in business and economics. A multidimensional evaluation approach makes use of pre- and post-test surveys, lectures, and self-directed laboratory sessions tracking analytics. Our findings suggest that, in the process of learning CT for non-CS students, engagement in active learning activities can be a stronger determinant of learning outcomes than initial knowledge. Furthermore, gamifying computational notebooks can serve as a strong driver of active learning engagement, even more so than initial motivational factors.","1939-1382","","10.1109/TLT.2022.3180588","Swissuniversities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9790858","Active learning;computational notebooks;computational thinking (CT);fieldwork learning;gamification;motivation","Education;Hybrid learning;Codes;Programming profession;Encoding;Python;Games","","10","","72","CCBY","8 Jun 2022","","","IEEE","IEEE Journals"
