"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Machine learning for middle-schoolers: Children as designers of machine-learning apps","H. Vartiainen; T. Toivonen; I. Jormanainen; J. Kahila; M. Tedre; T. Valtonen","School of Applied Educational Science and Teacher Education, University of Eastern Finland, Joensuu, Finland; School of Computing, University of Eastern Finland, Joensuu, Finland; School of Computing, University of Eastern Finland, Joensuu, Finland; School of Applied Educational Science and Teacher Education, University of Eastern Finland, Joensuu, Finland; School of Computing, University of Eastern Finland, Joensuu, Finland; School of Applied Educational Science and Teacher Education, University of Eastern Finland, Joensuu, Finland",2020 IEEE Frontiers in Education Conference (FIE),"4 Dec 2020","2020","","","1","9","This Research to Innovative Practice Full Paper presents a multidisciplinary, design-based research study that aims to develop and study pedagogical models and tools for integrating machine-learning (ML) topics into education. Although children grow up with ML systems, few theoretical or empirical studies have focused on investigating ML and data-driven design in K-12 education to date. This paper presents the theoretical grounds for a design-oriented pedagogy and the results from exploring and implementing those theoretical ideas in practice through a case study conducted in Finland. We describe the overall process in which middle-schoolers (N = 34) co-designed and made ML applications for solving meaningful, everyday problems. The qualitative content analysis of the pre-and post-tests, student interviews, and the students' own ML design ideas indicated that co-designing real-life applications lowered the barriers for participating in some of the core practices of computer science. It also supported children in exploring abstract ML concepts and workflows in a highly personalized and embodied way. The article concludes with a discussion on pedagogical insights for supporting middle-schoolers in becoming innovators and software designers in the age of ML.","2377-634X","978-1-7281-8961-1","10.1109/FIE44824.2020.9273981","Academy of Finland; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9273981","Machine learning;K–12;computational thinking;design-oriented pedagogy;data-driven design;design-based research","Education;Tools;Task analysis;Programming profession;Machine learning;Collaboration;Interviews","","17","","39","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"Coding Strip: A Pedagogical Tool for Teaching and Learning Programming Concepts through Comics","S. Suh; M. Lee; G. Xia; E. law","University of Waterloo, Waterloo, Canada; University of Waterloo, Waterloo, Canada; University of Waterloo, Waterloo, Canada; University of Waterloo, Waterloo, Canada",2020 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"16 Jul 2020","2020","","","1","10","The abstract nature of programming makes learning to code a daunting undertaking for many novice learners. In this work, we advocate the use of comics—a medium capable of presenting abstract ideas in a concrete, familiar way—for introducing programming concepts. Particularly, we propose a design process and related tools to help students and teachers create coding strips, a form of comic strips that are associated with a piece of code. We conducted two design workshops with students and high school computer science teachers to evaluate our design process and tools. We find that our design process and tools are effective at supporting the design of coding strips and that both students and teachers are excited about using coding strip as a tool for learning and teaching programming concepts.","1943-6106","978-1-7281-6901-9","10.1109/VL/HCC50065.2020.9127262","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127262","comics;coding strip;visual language;computing education;concreteness fading;computational thinking","Strips;Visualization;Codes;Conferences;Education;Encoding;Programming profession","","17","","56","IEEE","16 Jul 2020","","","IEEE","IEEE Conferences"
"Effectiveness of Physical Robot Versus Robot Simulator in Teaching Introductory Programming","O. Kurniawan; N. T. S. Lee; S. Datta; N. Sockalingam; P. K. Leong","Singapore University of Technology and Design, Singapore, SG; Singapore University of Technology and Design, Singapore, SG; Singapore University of Technology and Design, Singapore, SG; Singapore University of Technology and Design, Singapore, SG; Singapore University of Technology and Design, Singapore, SG","2018 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)","17 Jan 2019","2018","","","486","493","This study reports the use of a physical robot and robot simulator in an introductory programming course in a university and measures students' programming background conceptual learning gain and learning experience. One group used physical robots in their lessons to complete programming assignments, while the other group used robot simulators. We are interested in finding out if there is any difference in the learning gain and experiences between those that use physical robots as compared to robot simulators. Our results suggest that there is no significant difference in terms of students' learning between the two approaches. However, the control group that uses the physical robot shows a more positive response in their attitudes towards computing. We discuss the implications of our findings in relation to engaging students and challenges in using physical robots from the learner perspectives and ways to alleviate this. Finally, by considering the insights from students' comments, we also suggest an alternative that may give both benefits of using both physical robots and robot simulators.","2470-6698","978-1-5386-6522-0","10.1109/TALE.2018.8615190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8615190","programming;robotics;simulator;computational thinking","Programming;Conferences;Education;Educational robots;Mobile robots;Robot sensing systems","","15","","23","IEEE","17 Jan 2019","","","IEEE","IEEE Conferences"
"Engaging Students in Computer Science Education through Game Development with Unity","O. Comber; R. Motschnig; H. Mayer; D. Haselberger","CSLEARN – Educational Technolgies, University Vienna, Vienna, Austria; CSLEARN – Educational Technolgies, University Vienna, Vienna, Austria; CSLEARN – Educational Technolgies, University Vienna, Vienna, Austria; CSLEARN – Educational Technolgies, University Vienna, Vienna, Austria",2019 IEEE Global Engineering Education Conference (EDUCON),"30 May 2019","2019","","","199","205","Learning how to code by creating video games promises high motivation, engagement and fun for the students. In this study, the Unity Game Development Environment, a widely spread tool for professional game developers, was employed for teaching secondary school students to develop their own video games. The research design for the game development activities followed a Design-Based Research approach. The learning design was based on situated learning accompanied by a mix of tutorials, teacher explanations and support & collaboration amongst the students. The results of the first iteration of Design-Based Research confirmed the hypotheses that video game development was fascinating and engaging for the majority of young learners. Using a professional tool with an embedded physics engine provided additional attraction for teenagers. From the first cycle of game development we learned that dealing with the complexity of the development environment in a systematic way, time management, advanced teachers' competencies in handling the environment, and providing well balanced learning materials are crucial to successfully employ a professional tool like Unity in secondary education. Besides improved materials and a stepwise process of adding complexity e.g. by starting with developing mini-games, the most important change for the second cycle is to significantly extend the time allocated for game development. This seems justified due to the vast spectrum of skills and competences students tend to acquire when collaborating on complex and exciting issues like developing games.","2165-9567","978-1-5386-9506-7","10.1109/EDUCON.2019.8725135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8725135","video game development;engagement;motivation;Unity;learning to code;computational thinking;Design-Based Research;secondary school;K-12 education","Games;Programming profession;Tutorials;Tools","","14","","40","IEEE","30 May 2019","","","IEEE","IEEE Conferences"
"Collaboration and Gender Equity in Game-Based Learning for Middle School Computer Science","P. S. Buffum; M. Frankosky; K. E. Boyer; E. N. Wiebe; B. W. Mott; J. C. Lester",North Carolina State University; North Carolina State University; University of Florida; North Carolina State University; North Carolina State University; North Carolina State University,Computing in Science & Engineering,"4 Mar 2016","2016","18","2","18","28","Game-based learning environments can deliver robust learning gains and have a significant capacity to engage students. Yet, they can unintentionally disadvantage students with less prior game experience. This article presents evidence that a collaborative gameplay approach can effectively address this problem at the middle school level. In an iterative, designed-based research study, the authors first used an experimental pilot study to investigate the nature of collaboration in the Engage game-based learning environment and then deployed Engage in a full classroom study to measure its effectiveness at supporting all students during computer science learning. In early phases of the intervention, male students outpaced female peers in learning gains. However, female students caught up during a multiweek classroom implementation. These findings provide evidence that gender differences could dissipate over time within collaborative game-based learning experiences in computer science.","1558-366X","","10.1109/MCSE.2016.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7426241","computational thinking;collaboration;gender;game-based learning;middle school;scientific computing","Education;Computer science education;Computer programs;Avatars;Games","","13","","16","IEEE","4 Mar 2016","","","IEEE","IEEE Magazines"
"Robot Analytics: What Do Human-Robot Interaction Traces Tell Us About Learning?","J. Nasir; U. Norman; W. Johal; J. K. Olsen; S. Shahmoradi; P. Dillenbourg","Computer-Human Interaction in Learning and Instruction (CHILI) Lab Swiss Federal Institute of Technology in Lausanne (EPFL), Switzerland; Computer-Human Interaction in Learning and Instruction (CHILI) Lab Swiss Federal Institute of Technology in Lausanne (EPFL), Switzerland; Computer-Human Interaction in Learning and Instruction (CHILI) Lab Swiss Federal Institute of Technology in Lausanne (EPFL), Switzerland; Computer-Human Interaction in Learning and Instruction (CHILI) Lab Swiss Federal Institute of Technology in Lausanne (EPFL), Switzerland; Computer-Human Interaction in Learning and Instruction (CHILI) Lab Swiss Federal Institute of Technology in Lausanne (EPFL), Switzerland; Computer-Human Interaction in Learning and Instruction (CHILI) Lab Swiss Federal Institute of Technology in Lausanne (EPFL), Switzerland",2019 28th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),"13 Jan 2020","2019","","","1","7","In this paper, we propose that the data generated by educational robots can be better used by applying learning analytics methods and techniques which can lead to a deeper understanding of the learners' apprehension and behavior as well as refined guidelines for roboticists and improved interventions by the teachers. As a step towards this, we put forward analyzing behavior and task performance at team and/or individual levels by coupling robot data with the data from conventional methods of assessment through quizzes. Classifying learners/teams in the behavioral feature space with respect to the task performance gives insight into the behavior patterns relevant for high performance, which could be backed by feature ranking. As a use case, we present an open-ended learning activity using tangible haptic-enabled Cellulo robots in a classroom-level setting. The pilot study, spanning over approximately an hour, is conducted with 25 children in teams of two that are aged between 11-12. A linear separation is observed between the high and low performing teams where two of the behavioral features, namely number of distinct attempts and the visits to the destination, are found to be important. Although the pilot study in its current form has limitations, e.g. its low sample size, it contributes to highlighting the potential of the use of learning analytics in educational robotics.","1944-9437","978-1-7281-2622-7","10.1109/RO-MAN46459.2019.8956465","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8956465","educational robotics;learning analytics;computational thinking;path planning.","","","10","","39","IEEE","13 Jan 2020","","","IEEE","IEEE Conferences"
"Seeking the Treasures of Theoretical Computer Science Education: Towards Educational Virtual Reality for the Visualization of Finite State Machines","A. Dengel","Universitat Passau, Passau, Bayern, DE","2018 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)","17 Jan 2019","2018","","","1107","1112","As metaphorical representations showed beneficial effects on several parts of computer science, this paper focuses on the question: How can metaphorical representations in VR enhance the understanding of theoretical computer science concepts? A concept for an immersive educational virtual environment for learning the theoretical computer science concept of finite state machines is presented. A first draft for the virtual reality aims to immerse students in a world of islands (states) with treasure islands (final states). Each symbol from the input alphabet is illustrated through another boat on every island. Students navigate through the islands by looking at one of the boats on the current island using a head-mounted-display. They then take the shipping route of the selected boat (the state-transition function) by pressing a button on a controller. The goal of the game can either be to reach Treasure Island and open the treasure chest or to complete the map.","2470-6698","978-1-5386-6522-0","10.1109/TALE.2018.8615288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8615288","immersive learning;finite state machine;computer science unplugged;computational thinking;theoretical computer science","Automata;Games;Computer science;Education;Visualization;Boats;Virtual reality","","10","","34","IEEE","17 Jan 2019","","","IEEE","IEEE Conferences"
"Leveraging collaboration to improve gender equity in a game-based learning environment for middle school computer science","P. S. Buffum; M. Frankosky; K. E. Boyer; E. Wiebe; B. Mott; J. Lester","Center for Educational Informatics North Carolina State University Raleigh, NC, USA; Center for Educational Informatics North Carolina State University Raleigh, NC, USA; Center for Educational Informatics North Carolina State University Raleigh, NC, USA; Center for Educational Informatics North Carolina State University Raleigh, NC, USA; Center for Educational Informatics North Carolina State University Raleigh, NC, USA; Center for Educational Informatics North Carolina State University Raleigh, NC, USA","2015 Research in Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","12 Oct 2015","2015","","","1","8","Game-based learning environments can deliver robust learning gains and also have a unique capacity to engage students. Yet they can unintentionally disadvantage students with less prior gaming experience. This is especially concerning in computer science education, as certain underrepresented groups (such as female students) may on average have less prior experience with games. This paper presents evidence that a collaborative gameplay approach can successfully address this problem at the middle school level. In an iterative, designed-based research study, we first used an experimental pilot study to investigate the nature of collaboration in the Engage game-based learning environment, and then deployed Engage in a full classroom study to measure its effectiveness at serving all students. In earlier phases of the intervention, male students outpaced their female peers in learning gains. However, female students caught up during a multi-week classroom implementation. These findings provide evidence that a collaborative gameplay approach may, over time, compensate for gender differences in experience and lead to equitable learning experiences within game-based learning environments for computer science education.","","978-1-5090-0151-4","10.1109/RESPECT.2015.7296496","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7296496","computational thinking;collaboration;gender;game-based learning;middle school","Games;Collaboration;Computers;Collaborative work;Programming profession","","10","","51","IEEE","12 Oct 2015","","","IEEE","IEEE Conferences"
"The Best Laid Plans or Lack Thereof: Security Decision-Making of Different Stakeholder Groups","B. Shreeve; J. Hallett; M. Edwards; K. M. Ramokapane; R. Atkins; A. Rashid","Bristol Cyber Security Group, University of Bristol, Bristol, U.K.; Bristol Cyber Security Group, University of Bristol, Bristol, U.K.; Bristol Cyber Security Group, University of Bristol, Bristol, U.K.; Bristol Cyber Security Group, University of Bristol, Bristol, U.K.; City of London Police, London, U.K.; Bristol Cyber Security Group, University of Bristol, Bristol, U.K.",IEEE Transactions on Software Engineering,"16 May 2022","2022","48","5","1515","1528","Cyber security requirements are influenced by the priorities and decisions of a range of stakeholders. Board members and Chief Information Security Officers (CISOs) determine strategic priorities. Managers have responsibility for resource allocation and project management. Legal professionals concern themselves with regulatory compliance. Little is understood about how the security decision-making approaches of these different stakeholders contrast, and if particular groups of stakeholders have a better appreciation of security requirements during decision-making. Are risk analysts better decision makers than CISOs? Do security experts exhibit more effective strategies than board members? This paper explores the effect that different experience and diversity of expertise has on the quality of a team's cyber security decision-making and whether teams with members from more varied backgrounds perform better than those with more focused, homogeneous skill sets. Using data from 208 sessions and 948 players of a tabletop game run in the wild by a major national organization over 16 months, we explore how choices are affected by player background (e.g., cyber security experts versus risk analysts, board-level decision makers versus technical experts) and different team make-ups (homogeneous teams of security experts versus various mixes). We find that no group of experts makes significantly better game decisions than anyone else, and that their biases lead them to not fully comprehend what they are defending or how the defenses work.","1939-3520","","10.1109/TSE.2020.3023735","Engineering and Physical Sciences Research Council(grant numbers:EP/M002780/1); DYPOSIT(grant numbers:EP/N021657/2); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9195777","Social and professional topics~computational thinking;applied computing~enterprise computing infrastructures","Games;Stakeholders;Computer security;Decision making;Organizations;Investment","","8","","48","IEEE","14 Sep 2020","","","IEEE","IEEE Journals"
"Visual block programming languages and their use in educational robotics","P. Plaza; A. Peixoto; E. Sancristobal; M. Castro; M. Blazquez; A. Menacho; F. García-Loro; G. Carro; J. Muñoz; M. Muñoz; A. Muñoz; S. Muñoz; C. Muñoz; B. Quintana; A. Lopez-Rey","DIEECTQAI, UNED Madrid, Spain; CODIB, CEFET/RJ, Brazil; DIEECTQAI, UNED Madrid, Spain; DIEECTQAI, UNED Madrid, Spain; DIEECTQAI, UNED Madrid, Spain; DIEECTQAI, UNED Madrid, Spain; DIEECTQAI, UNED Madrid, Spain; DIEECTQAI, UNED Madrid, Spain; PLAZA ROBOTICA, Spain; PLAZA ROBOTICA, Spain; PLAZA ROBOTICA, Spain; DIEECTQAI, UNED Madrid, Spain; PLAZA ROBOTICA, Spain; DIEECTQAI, UNED Madrid, Spain; DIEECTQAI, UNED Madrid, Spain",2020 IEEE Global Engineering Education Conference (EDUCON),"25 Jun 2020","2020","","","457","464","Visual block programming environments can be defined as those programming environments that rely on objects rather than words to code the program. These types of environments are characterized by facilitating the task of the people who carry out the programs. This is mainly since they are more visually friendly. In addition, with this type of environment the person who makes the programs will not get the famous syntactic errors that characterize the programming tasks with textual programming languages. Along this paper, a set of tools commonly used in educational robotics are showed. Furthermore, a deep analysis in two of these tools are detailed. Additionally, some educational scenarios are detailed, as long as their relationship to students’ competencies and how to drive the scenarios in order to accomplish with the competencies. Finally, a study of the results from experience is included.","2165-9567","978-1-7281-0930-5","10.1109/EDUCON45650.2020.9125219","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9125219","computational thinking;project-based learning;programming;robotics;STEM","Knowledge engineering;Visualization;Computer languages;Syntactics;Teamwork;Task analysis;Engineering education","","6","","50","IEEE","25 Jun 2020","","","IEEE","IEEE Conferences"
"Developing a Critical Robot Literacy for Young People from Conceptual Metaphors Analysis","B. Fanny; H. Julie; C. Anne-Sophie","Research Institute in didactic and Education at UNamur, University of Namur, Belgium; Namur Digital Institute, University of Namur, Belgium; Namur Digital Institute, University of Namur, Belgium",2020 IEEE Frontiers in Education Conference (FIE),"4 Dec 2020","2020","","","1","7","This Research-to-Practice Full Paper presents a reflective analysis of robotic literacy activities focused on children and teenagers. Robotic literacy is integrated or being integrated into the education system for children at an early age all around the world. Most of the teachers in charge of this education lack skills and are left to fend for themselves. This study proposes to focus on the discourses made by teachers and learners during such activities, and especially the metaphors used spontaneously. It takes shape through two robotic literacy activities. The first activity involved the robots BeeBot, BlueBot and Ozobot in seven classes of children from 3 to 10 years old. The second activity consisted of a five half-days training for 13 participants from 8 to 15 years old. They designed, built and programmed a robot. Young people's representations and interactions with robots involved in educational activities are observed to contribute to the development of questions for critical technology education. Analyses are carried out using the conceptual metaphor theory of Lakoff and Jonhson. Three roles are identified: the metaphor that helps to understand, the metaphor that makes tangible, and the metaphor that serves as a catchphrase. A metaphor can take more than one role and, whatever its role, can be classified as a living or non-living metaphor. Using living metaphors may hide aspects of the machine and raises ethical issues, inter alia. It is then essential to deconstruct young people's representations of the machine. This can be achieved by analyzing robots as social constructions that reflect human intentions.","2377-634X","978-1-7281-8961-1","10.1109/FIE44824.2020.9273959","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9273959","Digital Literacy;Robotics;Educational Robot;Computational thinking;Programming;Coding;Early childhood;Elementary Education;Secondary Education;Representations;Understanding;Conceptual Metaphor","Robots;Education;Programming profession;Robot sensing systems;Training;Tools;Mechatronics","","6","","29","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"Making CS Inclusive: An Overview of Efforts to Expand and Diversify CS Education","K. Aguar; H. R. Arabnia; J. B. Gutierrez; W. D. Potter; T. R. Taha","Department of Computer Science, Department of Mathematics, University of Georgia, USA; Department of Computer Science, Department of Mathematics, University of Georgia, USA; Department of Computer Science, Department of Mathematics, University of Georgia, USA; Department of Computer Science, Department of Mathematics, University of Georgia, USA; Department of Computer Science, Department of Mathematics, University of Georgia, USA",2016 International Conference on Computational Science and Computational Intelligence (CSCI),"20 Mar 2017","2016","","","321","326","Computer Science (CS) seems to be everywhere - in our smartphones, apps, cars, watches and so much more. It is integrated into almost every discipline and has a growing importance in our daily lives, yet even with top salaries, exciting companies, and promising careers, the job market remains underpopulated and under-representative of women. Though its applications are everywhere, CS is an often misunderstood field due to lack of exposure and knowledge. This paper explores the misperception associated with Computer Science and examines the efforts to make it more inclusive by attracting women, introducing CS earlier at the K-12 level, and improving entry-level college courses.","","978-1-5090-5510-4","10.1109/CSCI.2016.0067","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7881360","Computer Science;CS;Women;Diversity;K-12;Robotics;Adaptive Learning;ALS;ITS;Intelligent Tutoring;Breadth-First;Stereotype;AP;Adaptive Educational Hypermedia;AEH;Programming;Computational Thinking;STEM","Robots;Computers;Programming profession;Education;Problem-solving","","5","","72","IEEE","20 Mar 2017","","","IEEE","IEEE Conferences"
"Nothing to Fear but Fear Itself: Introducing Recursion in Lower Secondary Schools","V. Lonati; D. Malchiodi; M. Monga; A. Morpurgo","Dip. di Informatica, Università degli Studi di Milano, Milan, Italy; Dip. di Informatica, Università degli Studi di Milano, Milan, Italy; Dip. di Informatica, Università degli Studi di Milano, Milan, Italy; Dip. di Informatica, Università degli Studi di Milano, Milan, Italy",2017 International Conference on Learning and Teaching in Computing and Engineering (LaTICE),"12 Oct 2017","2017","","","91","98","Recursion is a powerful conceptual tool, nevertheless it is often considered too abstract and technical to be effectively proposed in lower secondary school. Here we present our experience in introducing 8th graders to recursive strategies where the active observation of recursive algorithms execution allowed pupils to understand the main features of a recursive process, to convince themselves that it works, and to unveil the mystery of its effectiveness. In fact, by focusing on the self-similarity of the input data and the possibility to delegate blindly the solution of subproblems, pupils were able to recognize the heuristic potential of recursion. We started with an unplugged activity using LEGO bricks where a recursive algorithm was executed by pupils, and we continued with an activity supported by a software tool we developed ad-hoc. The undertaking was concluded by the abstract consolidation of the basic concepts and properties which had come out during the previous activities.","2475-1057","978-1-5386-0892-0","10.1109/LaTiCE.2017.23","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8064438","recursion;k-12;algomotricity;computational thinking","Informatics;Problem-solving;Programming;Computer languages;Software algorithms;Education","","5","","23","IEEE","12 Oct 2017","","","IEEE","IEEE Conferences"
"Design of an educational multimedia library to teach Python to non-technical university students","A. Valente; E. Marchetti; J. Wang","Game Development and Learning Technology, University of Southern Denmark, Odense, Denmark; Dept. for the Study of Culture, Media University of Southern Denmark, Odense, Denmark; Department of Computer Science, Durham University, Durham, United Kingdom",2020 9th International Congress on Advanced Applied Informatics (IIAI-AAI),"17 May 2021","2020","","","169","175","Starting from our teaching experience and previous research on programming for non-technical university students in Japan and Denmark, we identify an unarticulated dependency of programming materials from other technical domains, which causes a knowledge domain mismatch in learners. We approach this mismatch on two fronts: by defining a novel way to structure beginners courses that moves away from the classic bottom-up approach based on math-related problems, and instead leverages on multimedia as a motivational and powerful general-purpose domain to ground programming and scaffold its understanding; and via the design and implementation of new Python library that simplifies multimedia programming. We are currently organizing tests of both multimedia library and the new course structure in Japan and Denmark.","","978-1-7281-7397-9","10.1109/IIAI-AAI50415.2020.00041","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9430399","Non-technical students;programming;Computational Thinking;multimedia;course structure","Electronic learning;Education;Libraries;Mathematics;Informatics;Programming profession;Python","","5","","13","IEEE","17 May 2021","","","IEEE","IEEE Conferences"
"Joint Traditional and Company-Based Organization of Information Systems and Product Development Courses","G. Paravati; F. Lamberti; V. Gatteschi","Dipartimento di Automatica e Informatica, Politecnico di Torino, Torino, Italy; Dipartimento di Automatica e Informatica, Politecnico di Torino, Torino, Italy; Dipartimento di Automatica e Informatica, Politecnico di Torino, Torino, Italy",2015 IEEE 39th Annual Computer Software and Applications Conference,"24 Sep 2015","2015","2","","858","867","The fast pace of change in high technology product development requires high flexibility and adaptation in product design and technology management. Within this context, appropriate learning environments are planned to shape future Information and Communication Technology staff in such a way they could get able to keep up with new trends and innovations. A constructivist educational model based on Active Learning represents a step towards this vision for staff training. This paper deals with a new organization of a 13 weeks course based on the inverted class model, where students are introduced to the problem-posing domain by a direct involvement of enterprises, which participate specifically to the problem definition and assessment phases. In the case study shown, students simulate a production business unit in all the phases that characterize the product/service development life cycle. A mixed traditional and company-based organization of the course is supposed to improve students competences by proposing solutions leveraging on appropriate tools taken from traditional experiences and also gaining benefits from a learning-by-doing approach that encourages the use of state-of-the-art solutions. A preliminary study is performed to see how expected professional competences are met during the course, with the additional goal of collecting indications that could help to improve the learning framework for future editions of the course.","0730-3157","978-1-4673-6564-2","10.1109/COMPSAC.2015.83","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7273712","Active Learning;Inquiry-Based Learning;Computational Thinking;Problem-Posing and Problem-Solving;Company-based Learning","Context;Companies;Mathematical model;Computational modeling;Unified modeling language","","4","","29","IEEE","24 Sep 2015","","","IEEE","IEEE Conferences"
"A Case Study in Creating Transparency in Using Cultural Big Data: The Legacy of Slavery Project","R. Cox; S. Shah; W. Frederick; T. Nelson; W. Thomas; G. Jansen; N. Dibert; M. Kurtz; R. Marciano","Legacy of Slavery, Maryland State Archives, Annapolis, USA; DCIC Center, University of Maryland, College Park, USA; College of Information Studies, University of Maryland, College Park, USA; College of Information Studies, University of Maryland, College Park, USA; College of Information Studies, University of Maryland, College Park, USA; College of Information Studies, University of Maryland, College Park, USA; College of Information Studies, University of Maryland, College Park, USA; DCIC Center, University of Maryland, College Park, USA; College of Information Studies, University of Maryland, College Park, USA",2018 IEEE International Conference on Big Data (Big Data),"24 Jan 2019","2018","","","2689","2695","The Maryland State Archives (MSA) and the Digital Curation Innovation Center (DCIC) of the University of Maryland's iSchool are collaborating on a digital project that utilizes digital strategies and technologies to create an in-depth understanding of the African-American experience in Maryland during the era of slavery. Utilizing crowdsourcing for transcription, data cleaning and transformation techniques, and data visualization strategies, the joint project team is creating new avenues for understanding the complex web of relationships that undergirded the institution of slavery. iSchool students, full participants on the project team, are learning digital curation and other technical skills while gaining insights into the multiple uses of how cultural Big Data can penetrate the past and illuminate the present.","","978-1-5386-5035-6","10.1109/BigData.2018.8621932","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8621932","Computational Thinking;Digital Curation;Computational Archival Science (CAS);Cultural Big Data;Legacy of Slavery","Tools;Data mining;Databases;Big Data;Government;Cultural differences;Crowdsourcing","","3","","3","IEEE","24 Jan 2019","","","IEEE","IEEE Conferences"
"Raising Motivation of Programming Novices? Findings from a Controlled Laboratory Experiment Using Anki VectorTM Robots","B. Kellermayer; D. Meyer; M. Stirzel; A. Kirmaier; B. Bergande","Faculty of Business, Economics and Information Systems, Passau University, Passau, Germany; Faculty of Information Management, Neu-Ulm University of Applied Sciences, Neu-Ulm, Germany; Faculty of Information Management, Neu-Ulm University of Applied Sciences, Neu-Ulm, Germany; Faculty of Information Management, Neu-Ulm University of Applied Sciences, Neu-Ulm, Germany; Faculty of Information Management, Neu-Ulm University of Applied Sciences, Neu-Ulm, Germany","2020 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)","8 Mar 2021","2020","","","150","156","In order to strengthen the interest of students in the field of programming, robots are increasingly being used in courses of study with information technology content. This article describes the use of the robot Vector, manufactured by Anki, in a controlled laboratory experiment with undergraduate students. The aim of the research was to investigate the influence of robots on the motivation of programming beginners from the perspective of the students. The data of the study was collected using the Intrinsic Motivation Inventory. The subsequent analysis was performed using descriptive statistics and Chi2-tests. In addition, a computer-aided content analysis as well as a factor analysis was used as a second evaluation method. The research results showed a consistently positive influence of the Vector robot on the motivational behavior of the students. In particular, significant dependencies between the female gender and individual subcategories of the Intrinsic Motivation Inventory could be demonstrated. The generalization of the research results is limited due to the small sample size and the exclusive participation of programming beginners.","2470-6698","978-1-7281-6942-2","10.1109/TALE48869.2020.9368406","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9368406","intrinsic motivation;computer science;gender;humanoid robots;STEM;computational thinking","Educational robots;Conferences;Education;Programming;Information technology","","3","","20","IEEE","8 Mar 2021","","","IEEE","IEEE Conferences"
"Teaching Networks to Digital Humanists","A. Ciuffoletti","Department of Computer Science, University of Pisa, Pisa, Italy",IEEE Transactions on Education,"3 Aug 2021","2021","64","3","253","260","Contribution: A technical course in a multidisciplinary university program has to provide high-level skills, with limited lecturing hours and student background. This article investigates the principles for its design and reports about a study case. Background: The overall course organization needs to address specific learning targets and teaching techniques, different from those used in traditional courses on the topic. Research Question: A stepwise strategy assists a principled design that allows dynamic, long-term improvements. Methodology: The evaluation of its applicability requires a years-long record of historical data. The article studies the evolution of a course over six years using simple monitoring techniques: surveys and rubric-based examinations. Findings: Monitoring emerges as an essential feature for course evolution: a focused examination provides the best results, while institutional, wide-spectrum surveys appear to be of little help.","1557-9638","","10.1109/TE.2020.3035071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9286905","Computational thinking (CT);computer networking;constructivism;course design;course monitoring;higher education;rubrics;virtual laboratory","Internet;Education;Tools;Taxonomy;Monitoring;Programming;Task analysis","","3","","35","CCBY","8 Dec 2020","","","IEEE","IEEE Journals"
