"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Tool for the Introduction of Programming and Computational Thinking with Motivation using Virtual Reality","A. Barbosa Raposo; H. P. Curasma",Pontifícia Universidade Católica do Rio de Janeiro; Dept. Informática Pontificia Universidade Católica do Rio de Janeiro Rio de Janeiro,2018 XIII Latin American Conference on Learning Technologies (LACLO),"1 Aug 2019","2018","","","377","384","The present work proposes the creation of a Virtual Reality tool that allows students to learn basic concepts of programming and computational thinking with the purpose that they enjoy the technology and feel motivated to learn more. The tool is a Visual Programming Language; the algorithms are formed by block-assembly, thereby solving one of the students' main problems, which are ""syntax errors"". In addition, the tool brings with it a set of level-ordered challenges aimed at teaching students basic principles of programming and logic (sequential programming, repetitive and conditional control structure), where at each level the student will learn the different concepts and behaviors of computational thinking. For the evaluations with the users we counted on the participation of 18 students between 12 and 15 years old coming from two public institutions of Rio de Janeiro. In these evaluations it was also considered to measure the sensation of immersion through Telepresence, Social Presence and Usability.","","978-1-7281-0382-2","10.1109/LACLO.2018.00071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8783611","Computational thinking, virtual reality, programming in education, introduction to programming, programming and games, programming and virtual reality","Connectors;Programming profession;Visualization;Tools;Virtual reality;Two dimensional displays","","2","","","IEEE","1 Aug 2019","","","IEEE","IEEE Conferences"
"AlgoThink: An Algorithmic Computational Thinking Approach","M. Altaher; A. Ferchichi","BestMod Laboratory, University of Tunis, Tunis, Tunisia; BestMod Laboratory, University of Jendouba, Tunis, Tunisia","2018 JCCO Joint International Conference on ICT in Education and Training, International Conference on Computing in Arabic, and International Conference on Geocomputing (JCCO: TICET-ICCA-GECO)","30 May 2019","2018","","","1","7","In the light of the involvement of information and communication technologies, Teaching the concepts of computer science, programming and algorithms has become necessary.We study in this article the approach of computational thinking and then we develop this approach through a descriptive methodology based mainly on the specification and algorithms and achieve the concepts of computational thinking called Relational Algorithmic thinking Approach and highlight the effectiveness of this methodology in education.","","978-1-5386-6880-1","10.1109/ICCA-TICET.2018.8726205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8726205","Computational thinking;Relational Algorithmic thinking approach;Learning;Teaching;Algorithmic package","Education;Problem-solving;Task analysis;Information and communication technology;Programming profession","","1","","17","IEEE","30 May 2019","","","IEEE","IEEE Conferences"
"Research into the computational thinking for the teaching of computer science","Y. Li","School of Computer Science and Engineering, Beihang University, Beijing, China",2014 IEEE Frontiers in Education Conference (FIE) Proceedings,"19 Feb 2015","2014","","","1","7","Due to the popularity and development of computer science, the connection between computer science and other disciplines became closer. The multidisciplinary crossing centered on computer science is gradually formed. Computer has unparalleled advantages in calculation, modeling, simulation and so on. It makes computer science hold a significant position in other disciplines. How to make students better understand computer knowledge, how to make them easier use computer to solve actual problems in their fields and how to break the barriers between disciplines are the challenges computer educators will face. This paper thought computational thinking is a good method and introduced its core concepts, discussed the dialectical relationship between computation and thinking, analyzed its important role in computer teaching of various disciplines. It indicated computation is a kind of thinking process which uses computing technology to process information and thinking refers to the activities of the human brain to perceive the world in which computation plays an important role. Finally, the paper proposed a modular teaching method based on practical case, engineering project and disciplinary characteristics for achieving the cultivation of computational thinking.","2377-634X","978-1-4799-3922-0","10.1109/FIE.2014.7044465","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7044465","Computational Thinking;Abstraction;Multidisciplinary crossing;Engineering project case","Computers;Education;Computer science;Computational modeling;Data models;Abstracts;Algorithm design and analysis","","1","","18","IEEE","19 Feb 2015","","","IEEE","IEEE Conferences"
"A Framework to Assess Melodic Effectiveness in Training Computational Thinking to Visually Impaired People","R. Costa; A. C. Neto; C. Araújo; P. R. Henriques","ALGORITMI Research Centre/LASI, Univ. Minho, Braga, Portugal; Instituto Federal de Educação, Ciência e Tecnologia de São Paulo, Barretos, Brazil; ALGORITMI Research Centre/LASI, Univ. Minho, Braga, Portugal; ALGORITMI Research Centre/LASI, Univ. Minho, Braga, Portugal",2022 International Symposium on Computers in Education (SIIE),"19 Dec 2022","2022","","","1","6","Computational Thinking education and training are considered crucial activities to achieve success in later challenges like computer programming. To train the brain to think in logical terms it is necessary to use adequate resources. In this paper we address the difficult problem that is assessing efficacy of a given resource to the Computation Thinking development. To discuss that topic we will use the Melodic System which is a physical learning resource capable of constructing melodic sequences in a logical manner to be used by visually impaired people. Melodic was created aiming at training Computational Thinking through music and sounds and its impact in the learning process must be evaluated. This paper presents the tests and results applied to this intent, while also providing a general and summarized presentation of the Melodic System itself.","","978-1-6654-7464-1","10.1109/SIIE56031.2022.9982346","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982346","Computational Thinking;Visually Impaired Students Education;Inclusive learning;Special Education;Music based Teaching;Assessment","Training;Shape;Music;Symbols;QR codes;Cognition;Computational efficiency","","","","7","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Promoting Computational Thinking through Visual Block Programming Tools","P. Plaza; M. Castro; J. M. Sáez-López; E. Sancristobal; R. Gil; A. Menacho; F. García-Loro; B. Quintana; S. Martin; M. Blázquez; A. Macho; P. Baizán; F. Mur; G. Carro; C. Pérez; R. Carrasco; Á. López-Rey; M. Rodriguez-Artacho; J. A. Ruipérez-Valiente","DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; Education UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; LTCS UNED, Madrid, Spain; Massachusetts Institute of Technology, Massachusetts, USA",2021 IEEE Global Engineering Education Conference (EDUCON),"18 Jun 2021","2021","","","1131","1136","Computational Thinking is a competence that is developed more in the last few years. This is due to the multitude of benefits it has in the classroom. Throughout this article we show a series of activities that promote the development of Computational Thinking using tools that allow visual block programming. The particularity of these activities is that some of them were performed during the confinement due to the COVID-19 and other activities were performed later, in the period known as the new normality. Throughout the article, details are provided about the different sessions. The different visual programming tools by blocks and the educational scenarios used are also indicated. In addition, the results obtained are shown.","2165-9567","978-1-7281-8478-4","10.1109/EDUCON46332.2021.9453903","Erasmus; Erasmus; Erasmus; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9453903","Computational Thinking;Educational Robotics;Learning technology;STEAM","COVID-19;Resistors;Visualization;Remote laboratories;Tools;Light emitting diodes;Liquid crystal displays","","","","26","IEEE","18 Jun 2021","","","IEEE","IEEE Conferences"
"Exploratory Study of the Influence of Immersion in Games on Computational Thinking among University Students","M. Fukui; Y. Sano; L. Xiang; E. T. Ong; W. N. Yanuarto; S. Anggoro; K. T. Ng","Iwate Prefecturai University, Iwate, Japan; Naruto University of Education, Naruto, Japan; Chongqing Institute of Foreign Studies, Chongqing, China; USCI University, Kuala Lumpur, Malaysia; Universitas Muhammadiyah Purwokerto, Purwokerto, Indonesia; Universitas Muhammadiyah Purwokerto, Purwokerto, Indonesia; USCI University, Kuala Lumpur, Malaysia",2024 IEEE 12th International Conference on Serious Games and Applications for Health (SeGAH),"26 Aug 2024","2024","","","1","7","This study aims to explore how users’ immersion in games affects their computational thinking and problem-solving abilities and to obtain basic knowledge for applying games to health promotion and treatment. “The Japanese version of the Game Engagement Questionnaire (GEQ-J)” was prepared to grasp the immersion of games, and “the Japanese version of the Computational Thinking (CT) Scale” was prepared to measure CT. Correlation analysis was conducted to examine their relationships. We analyzed their relationships using correlation analysis and generalized structural equation modeling (GSEM). The results of the correlation analysis showed both weak positive correlations and weak negative correlations between the immersion factor and CT skills, indicating the importance of striking an appropriate balance between increasing player immersion and improving CT skills during game design. The results of generalized structural equation modeling revealed that while increased presence promoted creativity, high immersion hurt algorithmic thinking, flow state hurt problem-solving skills, and the factor of game immersion had no significant effect on cooperative skills. These findings suggest the importance of considering game design elements that target specific cognitive abilities in designing game-based health promotion and treatment programs. For example, immersive game design may effectively enhance creativity and problem-solving skills. This study is expected to contribute to the development of new approaches in the field of game-based health promotion and treatment.","2573-3060","979-8-3503-8438-3","10.1109/SeGAH61285.2024.10639567","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10639567","computational thinking;problem-solving;flow state;happiness;subjective well-being;decision making","Analytical models;Correlation;Computational modeling;Games;Mathematical models;Serious games;Problem-solving","","","","11","IEEE","26 Aug 2024","","","IEEE","IEEE Conferences"
"A Computational Thinking Course for Pre-Service Teachers","E. C. Oliveira; R. C. M. Correia; R. Azevedo; S. Telles; A. A. Macedo; R. A. Bittencourt","UEFS – State University of Feira de Santana Feira de Santana, Bahia, Brazil; UNESP – Sao Paulo State University Presidente Prudente, Sao Paulo, Brazil; UNICAMP and UNIVESP – Virtual University of the State of Sao Paulo Sao Paulo, Sao Paulo, Brazil; UNIVESP – Virtual University of the State of Sao Paulo Sao Paulo, Sao Paulo, Brazil; USP and UNIVESP – Virtual University of the State of Sao Paulo Sao Paulo, Sao Paulo, Brazil; UEFS – State University of Feira de Santana Feira de Santana, Bahia, Brazil",2022 IEEE Global Engineering Education Conference (EDUCON),"11 May 2022","2022","","","1082","1088","Computational Thinking (CT) is a set of thinking processes used by computer scientists to formulate problems and describe solutions. In recent years, CT has been largely explored by the Computing Education community. Due to its potential to contribute to problem solving and analytical thinking, CT could also be a relevant subject in K-12 education. For such, there is a need to qualify educators in CT. In this paper, we describe our experience in a large-scale course on Computational Thinking for pre-service teachers. Our goal is to qualify pre-service teachers in CT, both in the comprehension of its definition and how it can be incorporated in classroom. Our experience indicates that the participants had a positive awareness of CT concepts, as well as an adequate understanding of the pedagogical approaches to teach the subject. They also developed positive attitudes towards the field of Computer Science.","2165-9567","978-1-6654-4434-7","10.1109/EDUCON52537.2022.9766601","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9766601","computational thinking;teacher development;attitudes towards computer science","Computer science;Instruments;Conferences;Problem-solving;Engineering education","","","","16","IEEE","11 May 2022","","","IEEE","IEEE Conferences"
"Activities to develop computational thinking contextualized with COVID-19 pandemic: a case study","I. Santos; E. C. Grebogy; M. A. Castilho","Departamento de Informática, Universidade Federal do Paraná, Curitiba, Brazil; Departamento de Informática, Universidade Federal do Paraná, Curitiba, Brazil; Departamento de Informática, Universidade Federal do Paraná, Curitiba, Brazil",2022 IEEE International Humanitarian Technology Conference (IHTC),"5 Jan 2023","2022","","","12","18","The development of Computational Thinking aims at empowering the individual to solve problems. It is a fundamental skill to be acquired to act in the society of the 21st century. This research is a case study that investigates the development of Computational Thinking skills, in the Remote Teaching modality, with students from the 4th and 5th year of Elementary School, in three Brazilian municipalities. The used data were obtained through an Activities Book, all unplugged and contextualized to the prevention and fight against the coronavirus, bringing content and reality closer in the pandemic moment of COVID-19. Additional qualitative data were obtained from two questionnaires that were presented together with the Activities Book to check the interest, determination and commitment. Evidence collection protocol using resources from Inferential Statistics assesses student performance, showed no difference in performance between boys and girls.","","978-1-6654-9034-4","10.1109/IHTC56573.2022.9998356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9998356","computational thinking;elementary education;COVID-19","COVID-19;Protocols;Pandemics;Education","","","","34","IEEE","5 Jan 2023","","","IEEE","IEEE Conferences"
"Inspiring Computational Thinking: A Science Fair Activity","M. Daniels; A. Pears; A. Nylén","Dept of Information Technology, University of Uppsala, Uppsala, Sweden; Dept of Learning in Engineering Sciences, KTH Royal Institute of Technology, Stockholm, Sweden; Dept of Information Technology, Uppsala University, Uppsala, Sweden",2021 IEEE Frontiers in Education Conference (FIE),"20 Dec 2021","2021","","","1","7","This Research Full Paper introduces a model for structuring playful, challenge-based learning activities drawing on a process of decontextualisation of a challenge to access its Computational Thinking intellectual and conceptual components and subsequent computationalisation of these components into computational artifacts that are recontextualised to render them attractive and accessible to school pupils. The case study follows a thick description approach to evaluating the engagement potential of the instructional design, as well as the didactic choices made during implementation. We conclude that Bebras cards and Dash robots provide considerable support for a playful engagement with computational concepts and engaging children with different scientific backgrounds in Computational Thinking. In particular, flexibility in how they are used and easy adaptation of challenge level make them useful in contexts with broad participation. Additionally we find that using robots to provide a link between the theoretical presentation of CT in the Bebras card and a physical representation and programming challenge is engaging and helps participants to focus on algorithmic concepts.","2377-634X","978-1-6654-3851-3","10.1109/FIE49875.2021.9637141","European Union Horizon 2020 programme H2020-EU.5.d.(grant numbers:787476); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9637141","computational thinking;science fair;school education","Computational modeling;Biological system modeling;Conferences;Documentation;Programming;Ecology;Pupils","","","","16","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"Training and Practice of Computational Thinking for New Engineering Subjects","X. Wang; J. Zheng; J. Zhao; S. Lin","College of Media Engineering, Communication University of Zhejiang, Hangzhou, China; College of Media Engineering, Communication University of Zhejiang, Hangzhou, China; College of Media Engineering, Communication University of Zhejiang, Hangzhou, China; College of Media Engineering, Communication University of Zhejiang, Hangzhou, China",2023 13th International Conference on Information Technology in Medicine and Education (ITME),"25 Apr 2024","2023","","","760","765","With the development of science and technology, the talents of high-quality composite New Engineering Subjects need strong engineering practice ability, innovation ability, and international competitiveness. The college students have not only basic skills in computer operation but also certain programming skills. Those who understand and practice computational thinking will solve various non-universal computing problems encountered in work and study in the contemporary information society. In order to support the teaching objectives and educational concepts of the new engineering discipline, teaching reforms have been carried out in terms of teaching objectives, teaching content, teaching models, teaching resources, and ideological and political education. We cultivate interdisciplinary and professional integration through advanced thinking methods. It integrates knowledge points into practical engineering applications and cultivates students' computational thinking ability. It also improves the practical application and problem-solving abilities of students. In addition, we integrate ideological and political elements into the teaching process. It is a teaching method that combines moral education and professional courses.","2474-3828","979-8-3503-1915-6","10.1109/ITME60234.2023.00156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10505460","new engineering;computational thinking;ideological and political elements;blended teaching","Training;Knowledge engineering;Technological innovation;Ethics;Computational modeling;Education;Problem-solving","","","","6","IEEE","25 Apr 2024","","","IEEE","IEEE Conferences"
"Exploring the Potential of Modern Board Games to Support Computational Thinking","F. Machuqueiro; J. Piedade","Institute of Education, University of Lisbon, Lisbon, Portugal; UIDEF, Institute of Education University of Lisbon, Lisbon, Portugal",2023 International Symposium on Computers in Education (SIIE),"8 Feb 2024","2023","","","1","8","The modern board game market (MBG) has been evolving gradually, and its mechanics appear to support concepts of Computational Thinking (CT). Seen as pedagogical resources applicable in the classroom context, this study analysed 10 MBGs with the aim of identifying aspects that can promote the development of CT, with a special focus on the modern board game 'Rossio.' Building upon the LM-TM model, an adapted version of the LM-GM model for board games, we propose a new framework that relates Computational Thinking learning mechanics (CTLM-TM) with tabletop game mechanisms.","2476-2172","979-8-3503-2931-5","10.1109/SIIE59826.2023.10423693","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10423693","Computational Thinking;Game Mechanics;Modern Board Games","Analytical models;Adaptation models;Systematics;Computational modeling;Games;Medical services;Context modeling","","","","38","IEEE","8 Feb 2024","","","IEEE","IEEE Conferences"
"Instilling Computational Thinking in Undergraduate Students Across Multiple Disciplines through an Adaptive Gamified e-Learning Platform","A. K. Ng; I. Atmosukarto; J. K. Lee Teo; A. B. Amran","Singapore Institute of Technology, Singapore; Singapore Institute of Technology, Singapore; Singapore Institute of Technology, Singapore; Singapore Institute of Technology, Singapore","2023 IEEE International Conference on Teaching, Assessment and Learning for Engineering (TALE)","26 Jan 2024","2023","","","1","7","This full paper presents the instillation of computational thinking (CT) in undergraduate students across multiple disciplines through an adaptive gamified e-learning platform. In today’s fast-paced digital age, possessing CT abilities is essential for effective critical thinking and problem-solving across various fields. To cultivate CT proficiency in students from diverse disciplines, we designed an innovative adaptive gamified e-learning platform called Computational Thinking Quest (CTQ). The eight key features of CTQ are (1) interactive storyline with customizable avatars, mini-games, and questions; (2) performance profiler; (3) comprehensive question bank with questions at three difficulty levels; (4) feedback and answer to each question; (5) additional learning resources via hyperlinks; (6) badges and leaderboard; (7) progress saving feature; and (8) integrated online feedback survey. The CTQ was introduced to recently enrolled first-year undergraduate students across all five discipline clusters at Singapore Institute of Technology. The learning performance and feedback of 135 students were gathered and examined. The student population comprised 33 Business, Communication and Design (BCD); 48 Health and Social Science (HSS); and 54 Infocomm Technology (ICT) undergraduates. Statistical results from the paired Student’s t-test reveal significant differences (p < 0.05) (i) between the pre-test and post-test scores for HSS, ICT, and all students combined; (ii) between the pre-test duration and post-test duration for all three clusters and all students combined; (iii) between the self-assessed knowledge score before CTQ and after completing CTQ for all three clusters and all students combined. Moreover, majority of the students commented that the CTQ generates interest in CT, is an engaging learning platform with enriching educational content, and has motivated their independent learning. Lastly, CTQ functions as an online preparatory course aimed at reducing the diversity in academic backgrounds and varying levels of prior knowledge of computer programming languages among students. This will help smoothly transition students into programming-relevant modules, and ultimately enhance the effectiveness of teaching and learning.","","978-1-6654-5331-8","10.1109/TALE56641.2023.10398325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10398325","computational thinking;adaptive learning;gamification;independent learning;online education;multiple disciplines","Surveys;Computer languages;Electronic learning;Education;Sociology;Games;Problem-solving","","","","30","IEEE","26 Jan 2024","","","IEEE","IEEE Conferences"
"Development of CT Using Need Assessment and Gamification: A Systematic Review","A. Aroonsiwagool; S. Tuntiwongwanich","School of Industrial Education and Technology, King Mongkut's Institute of Technology Ladkrabang, Bangkok, Thailand; School of Industrial Education and Technology, King Mongkut's Institute of Technology Ladkrabang, Bangkok, Thailand",2021 2nd SEA-STEM International Conference (SEA-STEM),"10 Jan 2022","2021","","","146","150","This study originates from the content synthesis of studies on computational thinking, need assessment, gamification, and computational thinking with coding from Thai and international scholarly articles published in accredited databases. Then, the synthesis results were integrated into the development of computational thinking through gamification and programming knowledge to improve the efficacy of computational learning. The process commenced with an analysis of the learners' needs obtained through the questionnaires concerning computational thinking. Data analysis illuminated the learners' levels of computational thinking as well as a fundamental understanding of what the learners need to be taught or what areas of skills each learner. With regards to this, conventional teaching approaches may not serve best to transmit the relevant knowledge which may subsequently induce unfavorable attitudes toward computational thinking. With the data elicited through the need assessment, instructors will have a clear direction as to how the pedagogical process should be designed to directly address the needs in each of the computational thinking components. In general, each component of them is rather complex, so the researcher incorporated gamification theory-based learning defined by its enjoyable game mechanisms and challenging nature which makes the coding lesson fun with block programming enabling learners to proficiently grasp the concept of computational thinking.","","978-1-6654-1680-1","10.1109/SEA-STEM53614.2021.9668107","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9668107","computational thinking;need assessment;gamification;computational thinking with coding","Systematics;Navigation;Education;Games;Programming;Encoding;Pattern recognition","","1","","31","IEEE","10 Jan 2022","","","IEEE","IEEE Conferences"
"REFERENCES AND FURTHER READING","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","231","235","","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709364.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"EPILOGUE: LESSONS LEARNED","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","213","217","In the research for this book, we learned a few lessons that are worth summarizing here.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709370.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"Index","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","237","244","","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709374.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"7 COMPUTATIONAL SCIENCE","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","149","174","The sciences do not try to explain, they hardly even try to interpret, they mainly make models.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709378.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"3 COMPUTING MACHINES","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","45","69","The intolerable labour and fatiguing monotony of a continued repetition of similar arithmetical calculations, first excited the desire, and afterwards suggested the idea, of a machine, which, by the aid of gravity or any other moving power, should become a substitute for one of the lowest operations of human intellect.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709312.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"2 COMPUTATIONAL METHODS","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","23","43","If controversies were to arise, there would be no more need of disputation between two philosophers than between two accountants. For it would suffice to take their pencils in their hands, to sit down to their slates, and to say to each other (with a friend as witness if they liked): Let us calculate.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709316.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"PREFACE","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","ix","xv","A computer revolution is in full swing. The invasion of computing into every part of our lives has brought enormous benefits including email, internet, World Wide Web, Amazon's e-commerce, Kahn Academy, Uber's taxi hailing, Google's maps, trip navigators, smartphones, real-time translators, and apps by the millions. At the same time it has also brought enormous concerns including possible loss of jobs to automation, mass surveillance, collapse of critical infrastructure, cyber war, mass sales of personal data, invasions of advertising, loss of privacy, polarization of politics, loss of civility and respectful listening, and exacerbated income inequality.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709355.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"6 DESIGNING FOR HUMANS","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","127","147","Descriptions of software entities that abstract away their complexity often abstract away their essence. Good judgment comes from experience, and experience comes from bad judgment.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709365.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"GLOSSARY","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","219","225","","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709383.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"9 FUTURE COMPUTATION","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","193","212","Technology is part of our civilization. Sometimes people talk about conflict between humans and machines, and you can see that in a lot of science fiction. But the machines we're creating are not some invasion from Mars. We create these tools to expand our own reach.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709311.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"4 COMPUTER SCIENCE","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","71","94","The question “What can be automated?” is one of the most inspiring philosophical and practical questions of contemporary civilization.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709313.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"Analysis of Sentiment Toward Computer Science in Pre-University Education","R. Herrero-Álvarez; E. Callejas-Castro; G. Miranda; C. León","Departamento de Ingeniería Informática y de Sistemas, Universidad de La Laguna, San Cristóbal de La Laguna, Spain; Facultad de Educación, Universidad Internacional de La Rioja, Logroño, Spain; Departamento de Ingeniería Informática y de Sistemas, Universidad de La Laguna, San Cristóbal de La Laguna, Spain; Departamento de Ingeniería Informática y de Sistemas, Universidad de La Laguna, San Cristóbal de La Laguna, Spain",IEEE Access,"23 May 2024","2024","12","","71205","71218","Emotions are essential drivers of the learning process, influencing motivation, performance, and problem-solving abilities. In the field of Computer Science, students often struggle with negative emotions during programming activities, impacting their performance and project quality. To address this challenge, there is a growing need to introduce Computational Thinking skills at the pre-university level. This study focuses on understanding the emotions experienced by primary and secondary school students during Computational Thinking activities, involving both plugged and unplugged tools. A significant performance difference was observed between primary and secondary education levels, with the latter outperforming the former. The research identifies specific associations between concepts and emotions, highlighting age-related differences with younger students exhibiting more positive emotions. While gender-based disparities in Computer Science perception exist in secondary education, there are no corresponding distinctions in emotional responses. The study reveals a gender-based effect, with girls showing reduced emotional responses and lower Computational Thinking performance than boys. In summary, this research underscores the profound role of emotions in learning, providing essential insights for tailoring educational strategies considering gender-specific and programming concept-related factors. It also connects lower emotional reactions to inferior results, emphasizing the importance of heightened emotional engagement.","2169-3536","","10.1109/ACCESS.2024.3402991","Piensa ComputacionULLmente, Educational Program for the Promotion of Computational Thinking through the Realization of Activities that Allow its Development and its Inclusion in the Curriculum(grant numbers:23120270); Cabildo Insular de Tenerife; Fundación General de la Universidad de La Laguna; C**4, Computational Thinking in the Canarian Educational System: Diagnosis and Roadmap for its Integration into the Curriculum; Convocatoria Proyectos Investigación 2020, Fundación LaCaixa-CajaCanarias(grant numbers:2020EDU01); Canary Islands Agency for Research, Innovation and the Information Society of the Ministry of Universities, Science, Innovation and Culture; European Social Fund Plus (ESF+) Integrated Operational Program of the Canary Islands 2021–2027, Axis 3, Priority 74 (85%); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10534769","Computer science;computational thinking;primary education;secondary education;gender studies","Education;Programming profession;Training;Phase measurement;Sorting;Shape;Instruments","","","","41","CCBY","20 May 2024","","","IEEE","IEEE Journals"
