"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Computing as a new compulsory subject in the Macedonian primary schools curriculum","M. Jovanov; E. Stankov; M. Mihova; S. Ristov; M. Gusev","Faculty of Computer Science and Engineering, Ss. Cyril and Methodius University, Skopje, Macedonia; Faculty of Computer Science and Engineering, Ss. Cyril and Methodius University, Skopje, Macedonia; Faculty of Computer Science and Engineering, Ss. Cyril and Methodius University, Skopje, Macedonia; Faculty of Computer Science and Engineering, Ss. Cyril and Methodius University, Skopje, Macedonia; Faculty of Computer Science and Engineering, Ss. Cyril and Methodius University, Skopje, Macedonia",2016 IEEE Global Engineering Education Conference (EDUCON),"23 May 2016","2016","","","680","685","Coding (programming) is a skill that nowadays is considered as an important asset. Teaching programming is an activity that becomes more and more popular. In the last few years there are great discussions on inclusion of coding in schools. These initiatives impacted the policy makers in Macedonia to include coding as a part of a new compulsory subject for the pupils at the age of 8. In this paper our focus is on the newest change in the Macedonian curriculum - the introduction of the course ""Working with computers and basics of programming"", which can be shortly named as ""Computing"" in 2015. Here, we present the proposed and accepted curriculum with emphasis on the topics about computational thinking and programming. Then we discuss the available software and tools suitable for the implementation of the before mentioned topics, and present a newly developed game. At the end we explain the background of the teachers, give the format of the preliminary training of all primary school teachers in the country and present the first impressions of the trainers that conducted the training, and we elaborate the teachers' feedback.","2165-9567","978-1-4673-8633-3","10.1109/EDUCON.2016.7474623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7474623","training of teachers;coding;computing;primary and secondary school curriculum","Computers;Informatics;Programming profession;Training","","9","","6","IEEE","23 May 2016","","","IEEE","IEEE Conferences"
"Blocks languages for creating tangible artifacts","F. Turbak; S. Sandu; O. Kotsopoulos; E. Erdman; E. Davis; K. Chadha","Computer Science Department, Wellesley College, Wellesley, MA, USA; Computer Science Department, Wellesley College, Wellesley, MA, USA; Computer Science Department, Wellesley College, Wellesley, MA, USA; Computer Science Department, Wellesley College, Wellesley, MA, USA; Computer Science Department, Wellesley College, Wellesley, MA, USA; Computer Science Department, Wellesley College, Wellesley, MA, USA",2012 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"10 Nov 2012","2012","","","137","144","Logo turtles and Henderson's picture language have long been used to teach computational thinking by inspiring learners to construct programs that create complex geometric designs. We have developed visual blocks-based versions of these languages, TurtleBlocks and PictureBlocks, that allow users to transform their designs into tangible artifacts produced by laser cutters and vinyl cutters. Our languages embody two novel features. First, they use constructive area geometry to convert the geometric designs generated by our programs into formats suitable for laser and vinyl cutters. Second, they leverage static typing and polymorphism to provide a new way to reference the names of procedure parameters and local variables in a blocks language.","1943-6106","978-1-4673-0853-3","10.1109/VLHCC.2012.6344500","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6344500","","Shape;Laser beam cutting;Laser modes;Color;Connectors;Educational institutions","","9","","42","IEEE","10 Nov 2012","","","IEEE","IEEE Conferences"
"Design of AI + Curriculum for Primary and Secondary Schools in Qingdao","X. Han; F. Hu; G. Xiong; X. Liu; X. Gong; X. Niu; W. Shi; X. Wang","Qingdao Institute of Education Sciences, Qingdao, China; Qingdao No.2 Middle School of Shandong Province, Qingdao, China; The Cloud Computing Center, Chinese Academy of Sciences, Dongguan, China; The State Key Laboratory of Management and Control for Complex Systems, Chinese Academy of Sciences, Beijing, China; Institute of Smart Education Systems, Qingdao Academy of Intelligent Industries, Qingdao, China; Faculty of Education, Beijing Normal University, Beijing, China; Faculty of Education, Beijing Normal University, Beijing, China; Faculty of Education, Beijing Normal University, Beijing, China",2018 Chinese Automation Congress (CAC),"24 Jan 2019","2018","","","4135","4140","We are entering a new AI era, and the development of AI technology and popularization of AI education has become the national strategy of China. The primary and secondary school students are the builder of future society, and have strong curiosity and passion to learn new things; therefore, we should make a good preparation of AI education for them and cultivate their basic AI literacy and computational thinking to adapt to the future. In this paper, from the viewpoint of thinking mode and literacy and skill training, a curriculum including basic, project, and practical types is designed. Integrating with the iSTREAM educational system proposed by Chinese Academy of Sciences, exploratory works were shown with some case studies. The applications show that AI education is helpful to enrich the study of primary and secondary school students and to prompt comprehensive quality.","","978-1-7281-1312-8","10.1109/CAC.2018.8623310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8623310","AI education;teaching and research;curriculum design;iSTREAM","Artificial intelligence;Education;Industries;Technological innovation;Programming profession;Task analysis","","9","","11","IEEE","24 Jan 2019","","","IEEE","IEEE Conferences"
"RoboSTEAM Project Systematic Mapping: Challenge Based Learning and Robotics","M. Á. Conde; F. J. R. Sedano; C. Fernández-Llamas; J. Gonçalves; J. Lima; F. J. García-Peñalvo","Department of Mechanics, University of León, León, Spain; Department of Electric, Systems and Automatics Engineering, University of León, León, Spain; Department of Mechanics, University of León, León, Spain; Department of Electrical Engineering, Instituto Politécnico de Bragança, Bragança, Portugal; Department of Electrical Engineering, Instituto Politécnico de Bragança, Bragança, Portugal; Grupo GRIAL, University of Salamanca, Salamanca, Spain",2020 IEEE Global Engineering Education Conference (EDUCON),"25 Jun 2020","2020","","","214","221","STEAM Education is nowadays a key element for our current digital society. Integrating STEAM and developing competences such as Computational Thinking is highly demanded by the industry and higher education institutions. In order to do so new methodological approaches are required. RoboSTEAM project is an Erasmus+ project defined to address these topics by using of physical devices and robotics employing Challenge Based Learning methodology. One of the first steps in the project development is the definition of current landscape in the research field. Which means to carry out a literature mapping that considers previous applications of Challenge Based Learning in STEAM education and use of robots and physical devices to do so. This paper shows the mapping review process and the main results obtained. The mapping analyze 242 candidate works from the most relevant bibliographic sources and selected 54. Form them it was possible to see that there are not many initiatives on STEM Education related to Challenge base learning and the most of them are specially focused on the application of specific tools and in the development of concrete competences.","2165-9567","978-1-7281-0930-5","10.1109/EDUCON45650.2020.9125103","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9125103","Robotics;Physcal Devices;Systematic Mapping;Challenge Based Learning;STEAM Education","Industries;Technological innovation;Systematics;Service robots;Conferences;Bibliographies;Employment","","8","","68","IEEE","25 Jun 2020","","","IEEE","IEEE Conferences"
"Educational Robotics for All: Gender, Diversity, and Inclusion in STEAM","P. Plaza; M. Castro; J. Merino; T. Restivo; A. Peixoto; C. Gonzalez; A. Menacho; F. García-Loro; E. Sancristobal; M. Blazquez; P. Diaz; I. Plaza; I. Fondón; A. Sarmiento; I. Civantos; C. Fernandez; S. Lord; D. Rover; R. Chan; M. Ciampi; R. Meier; E. Tovar; M. Salazar; S. Zvacek; J. A. Ruipérez-Valiente; B. Quintana; S. Martín; G. Botella; Á. López-Rey; M. Guedey; P. Abreu; D. Urbano; R. Strachan","DIEECTQAI, UNED, Madrid, Spain; DIEECTQAI, UNED, Madrid, Spain; Tecnalia Innovation, Bizkaia, Spain; University of Porto, Porto, Portugal; CODIB CEFET/RJ, Rio de Janeiro, Brazil; Universidad de La Laguna, Santa Cruz de Tenerife, Spain; DIEECTQAI, UNED, Madrid, Spain; DIEECTQAI, UNED, Madrid, Spain; DIEECTQAI, UNED, Madrid, Spain; DIEECTQAI, UNED, Madrid, Spain; Universidad Carlos III de Madrid, Madrid, Spain; Universidad de Zaragoza, Zaragoza, Spain; Universidad de Zaragoza, Zaragoza, Spain; Universidad de Zaragoza, Zaragoza, Spain; Universidad de Sevilla, Sevilla, Spain; Universidad de Zaragoza, Zaragoza, Spain; Telefónica, Madrid, Spain; University of San Diego, San Diego, United States; Iowa State University, Iowa, United States; Chinese University of Hong Kong, Hong Kong, Hong Kong; COPEC Science and Education Research; Milwaukee School of Engineering, Milwaukee, United States; Universidad Carlos III de Madrid, Madrid, Spain; Universidad Politécnica de Madrid, Madrid, Spain; Consultant Teacher, USA; DIEECTQAI, UNED, Madrid, Spain; DIEECTQAI, UNED, Madrid, Spain; DIEECTQAI, UNED, Madrid, Spain; DIEECTQAI, UNED, Madrid, Spain; Massachusetts Institute of Technology, Massachusetts, USA; University of Applied Sciences, Stuttgart, German; University of Applied Sciences, Stuttgart, German; Northumbria University, Northumbria, United Kingdom",2020 IEEE Learning With MOOCS (LWMOOCS),"26 Oct 2020","2020","","","19","24","The pedagogy of science, technology, engineering, arts, and mathematics (STEAM) can be easily developed by using robotics and computational thinking tools. Also, inclusion and integration of diverse groups of students can be promoted using these tools. Today we can find many tools for teaching robotics. This kind of tools allow us to promote innovation and motivation of students. In this way, students will be able to work during the learning process in an innovative and motivating way. Since it is increasingly common to find robots in our daily lives, it is important to integrate robots into education as well. There are already cooking robots, autonomous cars, vacuum cleaner robots in houses and gardens, or prostheses. This paper describes a course focused on a combination of teaching methodologies, educational robotics tools, and a student learning management methodology, all within an inclusive framework to strengthen the presence of women and other under-represented groups in engineering.","","978-1-7281-9728-9","10.1109/LWMOOCS50143.2020.9234372","IEEE Foundation; Erasmus; Erasmus; Ministry of Economy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9234372","diversity;inclusion;educational robotics;instrumentation;STEAM","Computer aided instruction;Technological innovation;Electronic learning;Education;Tools;Robots;STEM","","8","","33","IEEE","26 Oct 2020","","","IEEE","IEEE Conferences"
"Novelette, a Usable Visual Storytelling Digital Learning Environment","A. Addone; R. De Donato; G. Palmieri; M. A. Pellegrino; A. Petta; V. Scarano; L. Serra","Dipartimento di Informatica, ISISLab, Università degli Studi di Salerno, Fisciano, Salerno, Italy; Regione Campania, Naples, Italy; Dipartimento di Informatica, ISISLab, Università degli Studi di Salerno, Fisciano, Salerno, Italy; Dipartimento di Informatica, ISISLab, Università degli Studi di Salerno, Fisciano, Salerno, Italy; Dipartimento di Informatica, ISISLab, Università degli Studi di Salerno, Fisciano, Salerno, Italy; Dipartimento di Informatica, ISISLab, Università degli Studi di Salerno, Fisciano, Salerno, Italy; Dipartimento di Informatica, ISISLab, Università degli Studi di Salerno, Fisciano, Salerno, Italy",IEEE Access,"30 Dec 2021","2021","9","","168850","168868","Educational digital storytelling is widely recognised as a powerful approach in developing literary skills, experiencing problem-solving and computational thinking, information and knowledge visualisation, building creativity and divergent thinking supported by technological solutions. However, educators feel that they miss opportunities, skills, and tools to support pupils developing creativity. Hence, we proposed a digital learning environment, named Novelette, to support both educators and learners in performing visual storytelling by scaffolding them in inventing and authoring stories. The main novelty of our approach lies in embedding literary artifices widely explored in learning settings into a digital learning environment, such as the opportunity to continue someone else’s story and the suggestion mechanism to explore analogies or synonyms starting from a word of interest. Novelette has been ideated not only as a learning environment for educators, but with educators, as it results from a user-centered and participatory design methodology to involve them in the entire design and development process actively. This paper focuses on the assessment of Novelette usability according to both educators and pupils. As a conclusive step of the co-design approach, developers tested the resulting usability according to educators in a controlled environment. Moreover, it reports usability according to learners in real settings at school. Results demonstrate that Novelette is considered usable by both target groups, and it is perceived as a powerful approach in developing creativity both according to quantitative insight offered by the System Usability Scale, a.k.a., SUS, and qualitative interpretations enabled with direct observations and structured after scenario questionnaires. We can conclude that Novelette is a pleasant and usable tool to invent and author stories and seems to be a promising approach to develop creativity.","2169-3536","","10.1109/ACCESS.2021.3137076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9661274","Collaborative design;digital learning environment;digital storytelling;education;usability","Usability;Pupils;Creativity;Media;Visualization;Collaboration;Problem-solving","","7","","72","CCBY","22 Dec 2021","","","IEEE","IEEE Journals"
"How can a simulation game support the development of computational problem-solving strategies?","N. Pellas; S. Vosinakis","Dept. of Product & Systems Design Engineering, University of the Aegean, Syros, Greece; Dept. of Product & Systems Design Engineering, University of the Aegean, Syros, Greece",2017 IEEE Global Engineering Education Conference (EDUCON),"8 Jun 2017","2017","","","1129","1136","Game-based learning using interactive environments to impart theoretical and applied knowledge for introductory programming courses is divided in two popular approaches: “game making” and “game playing”. Various studies have been conducted following greatly the former approach in secondary and tertiary education with controversial results. However, there has been relatively little research shown about how game playing can be associated with the development of computational thinking and how fundamental programming concepts can be supported by playing games. This work investigates how a simulation game should be designed to support the development of computational problem-solving strategies through the medium of learning fundamental computer science concepts, by proposing a theoretical game playing framework.","2165-9567","978-1-5090-5467-1","10.1109/EDUCON.2017.7942991","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7942991","computing education;computational problem-solving;game-based learning;Open Sim;Scratch4SL","Games;Problem-solving;Programming profession;Three-dimensional displays;Computational modeling;Visualization","","7","","25","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Extending the Scope of Computational Archival Science: A Case Study on Leveraging Archival and Engineering Approaches to Develop a Framework to Detect and Prevent “Fake Video”","H. Hamouda; J. Bushey; V. Lemieux; J. Stewart; C. Rogers; J. Cameron; K. Thibodeau; C. Feng","iSchool, University of Brtish Columbia, Vancouver, Canada; North Vancouver Museum and Archives, North Vancouver, Canada; iSchool, University of Brtish Columbia, Vancouver, Canada; Patriot One Technologies, St. John’s, Canada; Artefactual Systems, Canada; Patriot One Technologies, St. John’s, Canada; Fordham University, New York, United States; School of Engineering, University of British Columbia, Kelowna, Canada",2019 IEEE International Conference on Big Data (Big Data),"24 Feb 2020","2019","","","3087","3097","Thousands of videos are posted online every day. The affordability of video editing tools and social networks has facilitated the creation and spread of videos carrying disinformation, i.e. fake videos. Previous attempts to categorize disinformation have focused on content analysis and ascertaining the intention of creators. To extend these approaches, it is beneficial to incorporate the perspective of other fields that study the trustworthiness of records, such as archival science, to help detect and categorize fake videos. This paper proposes to leverage archival science in combination with computer engineering to devise a new framework for detecting and categorizing fake videos. In doing so, the paper offers a case study of the way in which Computational Archival Science, which blends archival and computational thinking, can be used to contribute to a novel approach towards solving the problem of fake videos.","","978-1-7281-0858-2","10.1109/BigData47090.2019.9006170","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9006170","fake videos;trustworthiness of digital records;authenticity of videos;archival science","Metadata;YouTube;Big Data;Tools;Facebook;Visualization","","7","","60","IEEE","24 Feb 2020","","","IEEE","IEEE Conferences"
"Effects of a Hackathon on the Motivation and Grades of CS1 Students","R. I. Bonilla; R. Granda; E. Lozano","Escuela Superior Politíecnica del Litoral, ESPOL; Escuela Superior Politíecnica del Litoral, ESPOL; Escuela Superior Politíecnica del Litoral, ESPOL",2020 IEEE Global Engineering Education Conference (EDUCON),"25 Jun 2020","2020","","","773","778","Many educational institutions have modified their curricula to include computational thinking and coding courses for all students. However, it is not always easy to engage non-CS students in coding. Hackathons are often suggested as tools for exposing people to fun real challenges, promoting alternative ways of learning and increasing their interest in coding, and CS in general. Thus we ask, could a hackathon be used specifically within a CS1 class to motivate students and boost their performance (measured in grades)? In this article, we analyze data from 1253 students before and after an educational hackathon, observing changes in motivation towards the class and ultimately the students’ grades. We discovered that although there are variations in motivation and performance on those attending the Pyweekend, either as participants or attendants (general public), it is difficult to conclude that those variations are solely caused by the hackathon. We also include suggestions as how to extend this study to further understand the effects of hackathons on the motivation and grades of CS1 students.","2165-9567","978-1-7281-0930-5","10.1109/EDUCON45650.2020.9125187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9125187","Hackathon;CS1;CS;Motivation","Atmospheric measurements;Conferences;Particle measurements;Encoding;Engineering education","","6","","24","IEEE","25 Jun 2020","","","IEEE","IEEE Conferences"
"Teaching and Learning Tools for Introductory Programming in University Courses","J. Figueiredo; F. García-Peñalvo","Research Unit for Inland Development, Polytechnic of Guarda, Guarda, Portugal; Computer Science Department, Research Institute for Educational Sciences GRIAL research group, University of Salamanca, Salamanca, Spain",2021 International Symposium on Computers in Education (SIIE),"28 Oct 2021","2021","","","1","6","Difficulties in teaching and learning introductory programming have been studied over the years. The students’ difficulties lead to failure, lack of motivation, and abandonment of courses. The problem is more significant in computer courses, where learning programming is essential. Programming is difficult and requires a lot of work from teachers and students. Programming is a process of transforming a mental plan into a computer program. The main goal of teaching programming is for students to develop their skills to create computer programs that solve real problems. There are several factors that can be at the origin of the problem, such as the abstract concepts that programming implies; the skills needed to solve problems; the mental skills needed to decompose problems; many of the students never had the opportunity to practice computational thinking or programming; students must know the syntax, semantics, and structure of a new unnatural language in a short period of time. In this work, we present a set of strategies, included in an application, with the objective of helping teachers and students. Early identification of potential problems and prompt response is critical to preventing student failure and reducing dropout rates. This work also describes a predictive machine learning (neural network) model of student failure based on the student profile, which is built over the course of programming lessons by continuously monitoring and evaluating student activities.","","978-1-6654-4024-0","10.1109/SIIE53363.2021.9583623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9583623","introductory programming;teaching programming;learning programming;CS1;intelligent tutoring system;neural networks;predict success","Education;Neural networks;Semantics;Machine learning;Tools;Syntactics;Predictive models","","6","","40","IEEE","28 Oct 2021","","","IEEE","IEEE Conferences"
"Educational Pyramid Scheme – A Sustainable Way Of Bringing Innovations To School","H. Demarle-Meusel; M. Rottenhofer; B. Albaner; B. Sabitzer","Dept. of STEM Education, Johannes Kepler University, Linz, Austria; Dept. of STEM Education, Johannes Kepler University, Linz, Austria; Department 6 - Media, University of Education Carinthia, Klagenfurt, Austria; Dept. of STEM Education, Johannes Kepler University, Linz, Austria",2020 IEEE Frontiers in Education Conference (FIE),"4 Dec 2020","2020","","","1","7","Full paper. One of the biggest challenges in education is the transfer of innovations and new didactic approaches into the school system. To ensure a high standard of teaching, it is essential that the teachers' expertise, pedagogical content knowledge as well as digital competences are continuously improved by further training. In-service training for teachers is offered in different settings (short-, middle- and long term), with advantages and disadvantages. Two aspects that correlate positively are the costs and the sustainable outcome of these trainings. With these aspects in mind the Educational Pyramid Scheme (EPS) is currently being developed and implemented as part of an Erasmus Plus project. It is an innovative concept that aims at spreading new learning contents and methods in a relatively short time within the school system, with low costs and high effect. It is inspired by the economical pyramid scheme, which is designed to create value through the exploitation of business opportunities. The transaction content of the Educational Pyramid Scheme refers to methods or strategies that are being exchanged, and to the resources and capabilities that are required to enable the exchange. According to a train-the-trainer principle, teachers and pupils will be qualified to be trainers, who then spread their knowledge and skills to people in their school and beyond. The EPS contains three different functions or roles: multipliers (teachers and scientists), mentors (teachers) and tutors (pupils). The motivation to participate is maintained with a benefit system adapted for each target group. The training of target groups follows high qualitative standards and therefore presents different phases: input, practical phase and reflection. This paper describes the development of the EPS and its first implementation in the framework of the Austrian mandatory curriculum ""Basic Digital Education"" including computational thinking and programming. It presents some qualitative results gained so far from interviews and observation, which are satisfactory and deliver good arguments for the further implementation of the EPS.","2377-634X","978-1-7281-8961-1","10.1109/FIE44824.2020.9274172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274172","teacher training;pyramid scheme;train the trainer;professional development;modeling","Training;Technological innovation;Stakeholders;Pupils;Computational modeling;Task analysis;Organizations","","5","","21","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"My Robot can tell stories: Introducing robotics and physical computing to children using dynamic dioaramas","G. Manikutty","Amrita Vishwa Vidyapeetham, AMMACHI Labs, Amritapuri, India",2021 IEEE Frontiers in Education Conference (FIE),"20 Dec 2021","2021","","","1","9","From time immemorial, stories have caught the fascination of young and old. Rural children in India, in particular, have a natural way of telling stories that are rooted in their heritage of social norms, values, and belief systems that are compelling and emotionally engaging. The process of writing and narrating their own stories enhances their verbal proficiency and makes them reflect deeply upon the story theme, thereby enabling them to develop higher-order thinking. In this research study, the author used stories to introduce physical computing and robotics to children in rural India in a personally meaningful manner. Children created interactive cultural dioramas based on classical stories from Indian folklore with robotic puppets that they programmed using the Scratch programming language. They learned 21st-century skills of creativity, communication, collaboration, and critical thinking by working in groups wherein they learned to divide tasks, manage time, work together, debate the pros and cons of different ideas, listen, think out of the box, and be active and engaged. The author observed that such an intervention improved the children's sense of agency and their interest in robotics and computational thinking. The author presents her results from pilot studies conducted in 2019 from two semi-urban schools in India on the children's perception of creating robots, programming, tinkering with electronics, career in robotics, and the workshop experience itself - all of which suggests that the children were deeply engaged and enthusiastic throughout the workshop making the entire learning experience a meaningful and joyful one for all. The results indicate that such culturally sensitive interventions can help children from collectivistic cultures embrace technology while preserving their traditional identities and cultural cohesion.","2377-634X","978-1-6654-3851-3","10.1109/FIE49875.2021.9637460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9637460","STEM;Physical Computing;Robotics Education;21st Century Skills;Middle School Education;K-12 education","Conferences;Collaboration;Writing;Robot sensing systems;Cultural differences;Global communication;Task analysis","","5","","37","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"A Computation Model for Learning Programming and Emotional Intelligence","M. Rafique; M. A. Hassan; A. Jaleel; H. Khalid; G. Bano","Department of Computer Science, University of Engineering and Technology Lahore, Lahore, Pakistan; Department of Computer Science, University of Engineering and Technology Lahore, Lahore, Pakistan; Department of Computer Science, Rachna College, University of Engineering and Technology Lahore, Lahore, Pakistan; Department of Computer Science, University of Engineering and Technology Lahore, Lahore, Pakistan; Department of Information Technology, University of Sialkot, Sialkot, Pakistan",IEEE Access,"20 Aug 2020","2020","8","","149616","149629","Introducing coding in early education improves the logical and computational thinking in kids. However, cognitive skills are not sufficient for a successful life. Understanding and managing the emotions of oneself is another crucial factor in success. The current state of the art teaching methods educates the kids about programming and emotional intelligence independently. In our opinion, it is advantageous to teach kids emotional intelligence, along with the programming concepts. However, the literature lacks the studies that make students emotionally aware while teaching them programming. This research aims to prepare students to be cognitively healthy as well as emotionally intelligent with the hypothesis that a kid's emotional intelligence can be enhanced while teaching them cognitive skills. We proposed a computational model that teaches programming and emotional intelligence side by side to students. The model provides a curriculum and related tools. For evaluations, five hundred students of a public school were involved in different activities to find the effectiveness of the proposed model. These students were divided into five groups (A, B, C, D, and E), each having a mean age of 4, 5, 6, 7, and 8 years, respectively. Students performed multiple adaptive scenarios of path-finding that were based on self-awareness, social-awareness, sharing, and empathy emotions. Students provide the programming instructions such as sequencing, conditional statements, and looping to a robot. The children have successfully improved in both fundamental programming constructs and emotional intelligence skills. The research also successfully reduced screen time problem by providing a screen-free student interface.","2169-3536","","10.1109/ACCESS.2020.3015533","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9163380","Emotional intelligence;robots based learning;basic programming;screen-free interface","Robots;Programming profession;Education;Computational modeling;Tools;Sequential analysis","","5","","55","CCBY","10 Aug 2020","","","IEEE","IEEE Journals"
"Let the Games Speak by Themselves: Towards Game Features Discovery Through Data-Driven Analysis and Explainable AI","R. Martoglia; M. Pontiroli","FIM - University of Modena and Reggio, Emilia, Italy; FIM - University of Modena and Reggio, Emilia, Italy","2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)","30 May 2022","2021","","","2332","2337","The idea behind this work is to start exploring the application of data analytics and (explainable) machine learning techniques to better understand games and discover new features that will possibly help in effectively exploiting them in different socially useful domains. We prove the feasibility of the idea by: (i) collecting a large dataset of board game information; (ii) designing and testing an information processing pipeline for automatically discovering game categories and game mechanics, with some first encouraging results. In the future, we plan to further generalize this approach for different kinds of games and for discovering currently unknown but useful aspects, e.g. games or game features that could better foster Computational Thinking in education, those better suited to be applied in social distancing contexts, and so on.","","978-1-6654-9457-1","10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00352","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781075","Game analytics;(explainable) machine learning;text analysis;automatic categorization","Smart cities;Pipelines;Education;Games;Machine learning;Information processing;Human factors","","5","","16","IEEE","30 May 2022","","","IEEE","IEEE Conferences"
"""Oh no, my instructions were wrong!"" An Exploratory Pilot Towards Children’s Trust in Social Robots","R. Stower; A. Kappas","Department of Psychology and Methods, Jacobs University, Bremen, Germany; Department of Psychology and Methods, Jacobs University, Bremen, Germany",2020 29th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),"14 Oct 2020","2020","","","641","646","Whilst there has been growing interest in the use of social robots in educational settings, the majority of this research focuses on learning outcomes, with less emphasis on the social processes surrounding these interactions. One such understudied factor is children’s trust in the robot as a teacher. Trust is a relevant domain in that if and how children trust a robot could influence their subsequent learning outcomes. The extent to which the robot’s behaviour (including making errors) influences trust is yet to be fully explored. Consequently, the goal of this research is to determine the role of trust in children’s learning from social robots. We report a pilot study investigating the conceptualisation and measurement of chil-dren’s trust in robots. 33 children aged between 4-9 completed a computational thinking learning task with a NAO robot at a Science Festival. Observations of the interactions in terms of developing tasks and measurements for child robot interaction are discussed. The findings tentatively suggest children’s trust in the robot can be divided into two parts: social affiliation towards the robot, and perceived competence/reliability of the robot.","1944-9437","978-1-7281-6075-7","10.1109/RO-MAN47096.2020.9223495","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9223495","","Conferences;Aging;Reliability;Task analysis;Robots","","5","","29","EU","14 Oct 2020","","","IEEE","IEEE Conferences"
"Evolving Technology to Better Support Teaching Introductory Programming Inside Moodle","L. de Oliveira Brandão; I. M. Félix; P. A. Pereira; A. A. F. Brandão","Instituto de Matemática e Estatística - IME, Universidade de São Paulo, São Paulo, Brazil; Instituto de Matemática e Estatística - IME, Universidade de São Paulo, São Paulo, Brazil; Instituto de Matemática e Estatística - IME, Universidade de São Paulo, São Paulo, Brazil; Escola Politécnica, Universidade de São Paulo, São Paulo, Brazil",2018 XIII Latin American Conference on Learning Technologies (LACLO),"1 Aug 2019","2018","","","436","443","Nowadays, it is increasing the importance of developing skills related to the computational thinking at earlier stages of education, and the adoption of tools that implement the visual programming paradigm has been well succeeded in presenting introductory notions of programming from kindergarten to college. Such tools allows the user to program while manipulating blocks that represent programming languages instructions. iVProg is among this class of tools and was firstly implemented in Java and could be integrated to Moodle using iAssign. Due to technological evolution, iVProg also evolved to iVProgH and its integration to Moodle is still possible by using the new version of iAssign that allow the integration of HTML stack packages to Moodle. In this paper we describe how this evolution takes place and presents iVProgH functionalities as well as iAssign extension to include HTML packages into Moodle. In addition, we give some teaching support whenever integrated using iVProgH with Moodle using iAssign.","","978-1-7281-0382-2","10.1109/LACLO.2018.00079","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8783269","iVProg, iAssign, visual programming, Moodle, learning, introduction to programming","Programming profession;Education;Tools;Visualization;Java","","4","","24","IEEE","1 Aug 2019","","","IEEE","IEEE Conferences"
"A computational introduction to STEM studies","E. Freudenthal; A. N. Ogrey; M. K. Roy; A. Siegel","Computer Science Department, University of Texas, El Paso, El Paso, TX, USA; Computer Science Department, University of Texas, El Paso, El Paso, TX, USA; Computer Science Department, University of Texas, El Paso, El Paso, TX, USA; Computer Science Department, Courant Institute of Mathematical Sciences, New York, NY, USA",IEEE EDUCON 2010 Conference,"24 Jun 2010","2010","","","663","672","We report on the content and early evaluation of a new introductory programming course “Media Propelled Computational Thinking,” (abbreviated MPCT and pronounced iMPaCT). MPCT is integrated into a freshman-level program designed for under-prepared students with interests in a STEM discipline. It is intended to reduce attrition rates by fostering student intuition in, appreciation of, and confidence about basic pre-calculus concepts. The MPCT curriculum is problem-driven, with analytical challenge exercises that are intended to motivate inquiry and to illustrate the reasoning used in the STEM professions Preliminary evaluation results are encouraging - students from a wide range of academic majors found MPCT engaging, and report that the course conveyed insight, and decreased anxiety about foundational mathematical concepts.","2165-9567","978-1-4244-6571-2","10.1109/EDUCON.2010.5492514","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5492514","introductory computing curriculum;CS0;MPCT;entering students program;CCLI;CPATH","Programming profession;Computer science;Electrostatic precipitators;Mathematical programming;Algorithm design and analysis;Engineering profession;Propulsion;Calculus;Art;Mathematics","","4","","11","IEEE","24 Jun 2010","","","IEEE","IEEE Conferences"
