"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Making programming more conversational","A. Repenning","AgentSheets, Inc., Boulder, CO, USA",2011 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"10 Nov 2011","2011","","","191","194","Accelerated by the Do-It-Yourself mindset of the Web 2.0 culture, end-user programming-programming by end users with limited or even no formal programming background-is growing rapidly. Especially in educational settings, children are exposed to computational thinking by making games, building scientific simulations and creating stories. Early educational programming languages such as Logo have made programming substantially more accessible to end-users. More recent approaches include visual programming with a drag-and-drop style of programming that makes it nearly impossible to compose syntactically incorrect programs. However, as the syntactic challenges of end-user programming are gradually fading into the past, the new frontier of semantic programming support emerges. This demonstration introduces Conversational Programming, a system to make programming more conversational. A conversational programming agent runs programs one step into the future in order to help end-users visualize discrepancies between the programs they intended to write and their actual programming results.","1943-6106","978-1-4577-1247-0","10.1109/VLHCC.2011.6070398","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6070398","Game design;computational thinking;debugging;end-user programming;visual programming","Programming profession;Visualization;Games;Semantics;Fires;Green products","","9","","22","IEEE","10 Nov 2011","","","IEEE","IEEE Conferences"
"Analyzing the Impact of Computer Science Workshops on Middle School Teachers","I. Morais; M. S. Bachrach","Kean University, Union, NJ, USA; Kean University, Union, NJ, USA",2019 IEEE Integrated STEM Education Conference (ISEC),"24 Oct 2019","2019","","","57","61","Computational thinking and computer science are instrumental in learning how to creatively solve problems and develop thought out solutions. Over the years, workshops have been held to provide high school teachers the ability to teach high school students computer science, however not much has been done for middle school teachers. Funded by Google, the three day CS Educator Professional Development Workshop for Middle School Teachers at Kean University brought together teachers to learn about key computer science concepts and work with tools that were previously not known to them, such as Scratch, the Makey Makey tool kit, and the Cue robot. The results of this research find that middle school teachers need access to curriculum materials and digital tools in order to successfully teach computer science to their students. Furthermore, more work should be done to get middle school teachers access to materials and lesson plans aimed at teaching middle school students.","2330-331X","978-1-7281-1502-3","10.1109/ISECon.2019.8882115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882115","Computational thinking;Educator professional development;Makey Makey;Middle school teachers;Scratch","Conferences;Computer science;Robots;Education;Tools;Google;Games","","7","","7","IEEE","24 Oct 2019","","","IEEE","IEEE Conferences"
"TAPASPlay: A game-based learning approach to foster computation thinking skills","A. Malizia; D. Fogli; F. Danesi; T. Turchi; D. Bell","School of Creative Arts, University of Hertfordshire, UK; Computer Science Dept., Brunel University London, UK; Computer Science Dept., Brunel University London, UK; Dept. of Information Engineering, Univ. of Brescia, Italy; Dept. of Information Engineering, Univ. of Brescia, Italy",2017 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"13 Nov 2017","2017","","","345","346","In this paper we describe how to use a Game-Based Learning (GBL) approach to help end-user programmers to develop Computational Thinking (CT) skills. CT represents a framework consisting of a set of skills such as: abstraction, decomposition and more in general problem solving expressed in a computational form (algorithmic thinking) that can be easily formalised into a computer program. Those skills are beneficial for end-user programmers in order to model a task for being tackled with computational tools, e.g. spreadsheets, domain specific and visual languages. TAPASPlay is an engaging GBL platform designed to help end-user to learn algorithmic thinking.","1943-6106","978-1-5386-0443-4","10.1109/VLHCC.2017.8103502","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8103502","Computational Thinking;Game-Based Learning;End-User Programming","Games;Shape;Force;Metals;Visualization;Programming;Smart phones","","4","","7","IEEE","13 Nov 2017","","","IEEE","IEEE Conferences"
"A Web-Based learning activity integrated with scratch tool to support programming learning","J. -M. Su; S. -J. Wang","Department of Information and Learning Technology, National University of Tainan, Tainan, Taiwan; Department of Information and Learning Technology, National University of Tainan, Tainan, Taiwan",2017 10th International Conference on Ubi-media Computing and Workshops (Ubi-Media),"19 Oct 2017","2017","","","1","4","How to foster not only Software Programming Skill (SPS) but also Computational Thinking Ability (CTA) of students becomes more important. However, students cannot immediately understand learning problems and statuses in terms of SPS and CTA even though Scratch tool can facilitate the programming learning. Therefore, a scheme of Web-based Learning Activity Integrated with Scratch Tool (WeLaS) is proposed to assist learners. In WeLaS, students can learn the programming concepts and knowledge by sequential learning content, hands-on practice the coding skills by embedded Scratch tool, address the task by online prompts, and reflect the learning status by diagnostic report. Consequently, WeLaS can be expected to assist students in achieving the high learning performance.","","978-1-5386-2761-7","10.1109/UMEDIA.2017.8074137","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8074137","Programming Learning;Learning Activity;Portfolio Analysis and Diagnosis;Computational Thinking;Visual Programming Language (VPL);Scratch","Tools;Programming profession;Computer languages;Integrated circuits;Software","","4","","14","IEEE","19 Oct 2017","","","IEEE","IEEE Conferences"
"Work in progress: ACTIVATE: Advancing computing and technology interest and innovation through teacher education","T. J. Cortina; W. P. Dann; C. Frieze; C. Ciminillo; C. Tananis; K. Trahan","School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA; School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA; School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA; Collaborative for Evaluation and Assessment Capacity, University of Pittsburgh, Pittsburgh, PA, USA; Collaborative for Evaluation and Assessment Capacity, University of Pittsburgh, Pittsburgh, PA, USA; Collaborative for Evaluation and Assessment Capacity, University of Pittsburgh, Pittsburgh, PA, USA",2012 Frontiers in Education Conference Proceedings,"18 Feb 2013","2012","","","1","2","In the Northern Appalachian region around Pittsburgh, PA, many high schools do not have computer science courses, so students are not introduced to this critical subject that is needed for most technical career paths. Our unique strategy is to invite current high school science, technology, engineering and mathematics (STEM) teachers, in Pennsylvania, West Virginia, Ohio and Maryland, to participate in 3 summer workshops showing how to incorporate computing concepts into existing STEM courses. By working with teachers on how to assimilate programming and computational thinking into their classrooms we will effectively reach a large population of students in areas where computer science classes are not available. In this paper, we outline the current state of the project and some of the data we have collected. Future goals for this project include performing a rigorous evaluation of teacher impact and developing the workshop materials for wider dissemination.","2377-634X","978-1-4673-1352-0","10.1109/FIE.2012.6462477","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6462477","outreach;professional development;computational thinking","Conferences;Educational institutions;Programming profession;Java","","4","","4","IEEE","18 Feb 2013","","","IEEE","IEEE Conferences"
"A Gang Scheduling Computational Paradigm for Container Terminal Logistics with Processor Affinity","B. Li; W. Shen","School of Transportation, Fujian University of Technology, Fuzhou, China; Dept of Electrical and Computer Engineering, University of Western Ontario, London, ON, Canada","2015 IEEE International Conference on Systems, Man, and Cybernetics","14 Jan 2016","2015","","","1357","1362","Existing scheduling and decision solutions to container terminal logistics systems (CTLS) are falling short of peoples' wishes both in theory and in practice. This paper proposes a container terminal gang scheduling computational paradigm (GSCP) for planning and control at container terminals based on computational thinking. GSCP is built on the computing perspective and architecture of multi-processor system-on-chip. GSCP applies principles of pervasive computing to evaluate load conditions of core resources, and then integrates the fundamental principles of gang scheduling, processor affinity and load balancing to define the flexible and robust decision framework and scheduling algorithm set. Those are intended to improve the performance of CTLS, and strive for balance among through capacity for vessels and containers, task latency and load leveling as well. GSCP is demonstrated and validated by a typical container hub logistics service case with intensive computational experiments.","","978-1-4799-8697-2","10.1109/SMC.2015.241","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7379373","container terminal logistics system;computational thinking;parallel computing;multiprocessor system-on-chip;gang scheduling;processor affinity;load balancing","Load management;Resource management;Processor scheduling;Conferences;Cybernetics;Logistics","","3","","10","IEEE","14 Jan 2016","","","IEEE","IEEE Conferences"
"Robotito: programming robots from preschool to undergraduate school level","G. Tejera; G. Amorin; A. Sere; N. Capricho; P. Margenat; J. Visca","Facultad de Ingeniería, Universidad de la República, Montevideo, Uruguay; Facultad de Ingeniería, Universidad de la República, Montevideo, Uruguay; Facultad de Ingeniería, Universidad de la República, Montevideo, Uruguay; Escuela Universitaria Centro de Diseño, Universidad de la República, Montevideo, Uruguay; Facultad de Ingeniería, Universidad de la República, Montevideo, Uruguay; Facultad de Ingeniería, Universidad de la República, Montevideo, Uruguay",2019 19th International Conference on Advanced Robotics (ICAR),"6 Feb 2020","2019","","","296","301","Computational thinking is a skill that is considered essential for the future generations. Because of this it should be incorporated into the curricula as soon as possible. Many robots can be programmed using graphical languages or physical blocks instead of writing code. This makes programming more accessible for the youngest programmers. Looking to extend the programming activities to preschool students, we present a novel approach that allows to program a mobile robot, Robotito, by changing its environment. We describe the architecture of Robotito, software used to program its interaction with the environment, and developed behaviours. Moreover, Robotito exports his sensors and actuators using ROS standard mechanisms and is modelled in Gazebo allowing it to be used in research and undergraduate school courses providing researchers an autonomous and safety mobile platform, which can be integrated with any system using ROS.","","978-1-7281-2467-4","10.1109/ICAR46387.2019.8981608","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8981608","Educational robotics;Computational thinking;ROS and Gazebo","","","3","","30","IEEE","6 Feb 2020","","","IEEE","IEEE Conferences"
"Exploring Coding Attitudes of Chinese Elementary Students: A Preliminary Study","S. Zhang; G. K. W. Wong; X. Sun","the Faculty of Education, The University of Hong Kong; the Faculty of Education, The University of Hong Kong; computer science teacher from Weifang Dongming School",2022 IEEE Integrated STEM Education Conference (ISEC),"31 Jan 2023","2022","","","87","90","Computational thinking (CT) has been integrated into K-12 curricula globally, and coding has been the main vehicle in CT education. While great effort has been made in exploring cognitive effect of coding, limited has been done in attitudinal aspects. To bridge this gap, this study validated the existing Elementary Student Coding Attitudes Survey (ESCAS) in Chinese context and use the scale to explore how students perceived coding. Also, the association between coding attitude and CT performance was investigated. A total of 217 elementary students were involved. Psychometric qualities of ESCAS (Chinese) were examined, and the effect of coding attitudes on CT cognitive performance was analyzed with linear regression. Results showed that ESCAS (Chinese) was a valid and reliable attitudinal scale, and coding interest could predict CT performance. Future directions for the study were discussed.","2330-331X","978-1-6654-8429-9","10.1109/ISEC54952.2022.10025227","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025227","Attitude scale;Coding education;Computational thinking;Elementary school","Bridges;Atmospheric measurements;Affordances;Linear regression;Education;Particle measurements;Encoding","","3","","11","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"EEG-based Cognitive Load assessment in Matlab GUI and impact on Learning System","S. Ahmed; M. A. A. Walid; M. Islam","Dept. of Electrical and Electronic Engineering, Khulna University of Engineering & Technology (KUET), Khulna, Bangladesh; Dept. of Computer Science and Engineering, Bangabandhu Sheikh Mujibur Rahman Science and Technology University (BSMRSTU), Gopalganj, Dhaka, Bangladesh; Dept. of Electrical and Electronic Engineering, Khulna University of Engineering & Technology (KUET), Khulna, Bangladesh",2020 2nd International Conference on Advanced Information and Communication Technology (ICAICT),"1 Feb 2021","2020","","","484","487","Computational thinking (CT) based learning system is a significant tool for developing the cognitive ability and problem-solving skill both in real life and education. This research investigates the reduction of cognitive load in CT based learning system than non-computational (NCT) learning way more accurately after doing a particular task within a scheduled training. But for the measurement of the cognitive load instantly no platform is used before. To overcome this problem the ultimate goal of this paper is to construct a MATLAB GUI for immediately measurement of electroencephalography (EEG) based cognitive load individually. To measure the amount of cognitive load EEG signal was acquired from the two-class participants during the strategically question task and resting state. Preprocessing steps along with power spectral density were extracted to calculate the theta/beta ratio which strongly correlates with cognitive load. By seeing the fluctuation curve of theta beta ratio students learning ability can be determined. All these steps would be possible with the help of MATLAB GUI immediately by pushing button.","","978-0-7381-2323-3","10.1109/ICAICT51780.2020.9333485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9333485","Computational thinking;Cognitive Load;Electroencephalography (EEG);Theta/Beta;MATLAB GUI","Learning systems;Atmospheric measurements;Particle measurements;Electroencephalography;Task analysis;Graphical user interfaces;Matlab","","3","","12","IEEE","1 Feb 2021","","","IEEE","IEEE Conferences"
"Comparison between the use of pseudocode and visual programming in programming teaching: An evaluation from scratch tool","C. M. C. Rezende; E. L. Bispo","Universidade Federal de Jataí (UFJ), Instituto de Ciências Exatas e Tecnológicas (ICET), Jataí, Goiás, Brasil; Universidade Federal de Jataí (UFJ), Instituto de Ciências Exatas e Tecnológicas (ICET), Jataí, Goiás, Brasil",2018 13th Iberian Conference on Information Systems and Technologies (CISTI),"28 Jun 2018","2018","","","1","5","This paper presents the initial results of a research that aims to evaluate the contribution of the Scratch visual programming language in the development of computational thinking in comparison to the use of pseudocode. The comparison scenario was the teaching of programming logic for higher education students of the Physics course. The research was outlined with the methodology of action research, allowing the evaluation of the use of language at the end of the approach of each content delivered during the research. The presented results refer to the approach of two contents, of the four established for the conclusion of the research. The steps of approaching each content were initiated with the application of the diagnostic evaluation, and finalized with the evaluation of performance. The results indicate a progression in knowledge about programming logic. In this way, it was possible to verify that the use of the Scratch language contributed to the learning of programming logic.","","978-989-98434-8-6","10.23919/CISTI.2018.8399305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399305","computer education;computational thinking;programming logic;Scratch","Visualization;Programming profession;Education;Tools;Computer languages;Physics","","3","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
