"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Work in progress — Vertically integrated teams to inspire student interest in computing","G. W. Hislop; M. Towhidnejad; W. M. Marcy",NA; NA; NA,2011 Frontiers in Education Conference (FIE),"2 Feb 2012","2011","","","S3G-1","S3G-3","This WIP discusses Inspire-CT, an NSF-funded, multi-institutional project that is exploring ways to share the excitement and engagement of advanced computing courses with pre-college and introductory undergraduate students. The discussion includes examples of initial educational activities and a summary of results, issues, and future plans.","2377-634X","978-1-61284-469-5","10.1109/FIE.2011.6143107","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6143107","Computing education;team projects;capstone design;computational thinking","Educational institutions;Data models;Materials;Programming;Cities and towns;Educational activities;Conferences","","1","","8","IEEE","2 Feb 2012","","","IEEE","IEEE Conferences"
"Evaluation Model for Improving Ambient Learning Systems Towards Achieving Sustainable Development Goal Four","S. N. Mwendia","Faculty of Computing and Information Management, KCA University, Nairobi, Kenya",2018 5th International Conference on Soft Computing & Machine Intelligence (ISCMI),"2 May 2019","2018","","","17","21","Among the 17 sustainable development goals specified by United Nations organization in 2015, goal four is the key for progress towards the achievement of all the other goals. However, studies show that this goal is yet to be achieved among African universities in terms of supervision due to inadequate availability of supervisors to their research students. Ambient learning approach promises to address the problem by allowing access to education services like research supervision at anytime, anywhere and anyhow. Nevertheless, little research has been conducted to assess its effectiveness towards achieving sustainable development goal four. The aim of this paper is to describe a model that illustrates how ambient learning systems can be combined with decision support tools to support evaluation of its effectiveness.","2640-0146","978-1-7281-1301-2","10.1109/ISCMI.2018.8703251","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703251","ambient learning;artificial intelligence;decision support systems;computational thinking","Data mining;Tools;Learning systems;Task analysis;Engines;Computational modeling","","1","","13","IEEE","2 May 2019","","","IEEE","IEEE Conferences"
"Measuring Cognitive Loads while Learning Computational Statistics","R. Quintero-Manes; C. Vieira; N. Hernandez-Vargas","Departament of Education, Universidad del Norte, Barranquilla, Colombia; Departament of Education, Universidad del Norte, Barranquilla, Colombia; Mathematics and Statistics, Universidad del Norte, Barranquilla, Colombia",2022 IEEE Frontiers in Education Conference (FIE),"29 Nov 2022","2022","","","1","4","This work-in-progress paper is part of a project that aims to analyze how the implementation of different instructional designs through complete and incomplete examples influence the cognitive load that students perceive when learning statistics and computer programming. For this first stage, we conducted a pilot study aimed at conducting a differentiated measurement of cognitive loads through secondary tasks and a subjective scale. The pilot study consisted of three moments. The first one focused on measuring their working memory capacity and their prior knowledge of statistics. Then, students worked on a learning activity focused on using Chi-square and Pearson correlation to conduct inferential analyses. The study included two different instructional designs in the form of computational notebooks. Design 1 consisted of correct and incomplete examples, while Design 2 included correct, incomplete, and incorrect examples. Simultaneously, students had to attend to a secondary task, which consisted of responding to an auditory stimulus, after which they had to press a key on their keyboard. Finally, students completed a naïve rating scale of cognitive loads involved in the task. The results highlight the important role of prior knowledge in different instructional designs and how it connects to students' perceived cognitive effort. Likewise, the differences in the instructional designs influenced students' cognitive loads, suggesting a differentiated measure of extraneous loads. Using incorrect examples in learning statistics and programming may affect students' perceived difficulty without resulting in a better learning outcome.","2377-634X","978-1-6654-6244-0","10.1109/FIE56618.2022.9962606","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9962606","Cognitive load;Computational Statistics;Computational Thinking;Subjective Scale;Secondary Task;Working Memory","Presses;Correlation;Keyboards;Cognitive load;Task analysis;Programming profession","","1","","14","IEEE","29 Nov 2022","","","IEEE","IEEE Conferences"
"Scratch software in higher education: Pedagogical experience in educational science","R. Almeida; T. Pessoa","Centro de Apoio Social de Pais e Amigos da Escola, Coimbra, Portugal; University of Coimbra, Coimbra, Potugal",2017 International Symposium on Computers in Education (SIIE),"18 Jan 2018","2017","","","1","5","This article refers to a pilot experience in educational science course from the Faculty of Psychology and Educational Science of the University of Coimbra. We used the visual Scratch programming tool for the development of recreational, educational and dynamic projects. The use of this software made it possible, on one hand, by improving the interest and involvement in the tasks, and on the other hand, in terms of professional development, maximising the use of Scratch while conception tool and production of educational materials.","","978-1-5386-0648-3","10.1109/SIIE.2017.8259653","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8259653","Scratch;Educational Science;Educational Technologies;Computational Thinking","Tools;Software;Programming profession;Production;Educational technology","","1","","11","IEEE","18 Jan 2018","","","IEEE","IEEE Conferences"
"The Practice and Exploration of Scratch Programming Instruction in Elementary School Based on Game Design","Y. Huansong; W. Jia’En; S. Mengting","School of Information Science and Technology, Hangzhou Normal University, Hangzhou, China; School of Information Science and Technology, Hangzhou Normal University, Hangzhou, China; School of Information Science and Technology, Hangzhou Normal University, Hangzhou, China","2021 IEEE Conference on Telecommunications, Optics and Computer Science (TOCS)","28 Jan 2022","2021","","","186","190","With the proposal of quality-oriented education, Scratch programming teaching in elementary schools is of great importance to the growth and development of students. The visual interface, building block programming, and easy-to-use features of Scratch are suitable for teaching elementary school students, which can also better cultivate students’ analytical problem-solving skills and enhance their logical thinking. However, only a part of schools and students are currently learning this programming, and it is not popular enough yet. Moreover, if the teaching is mainly based on the teacher’s explanation, it will be boring. Therefore, there is a need to explore the teaching based on game design and combine teaching with fun, so that learning can become a more acceptable “game” for students, making the classroom atmosphere more active and improving the teaching quality of the classroom.","","978-1-6654-2498-1","10.1109/TOCS53301.2021.9688834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9688834","Scratch programming;computational thinking;theory;capabilities;issues","Computer languages;Visualization;Education;Games;Production;Software;Telecommunications","","1","","10","IEEE","28 Jan 2022","","","IEEE","IEEE Conferences"
"Second International Workshop on Software Research and Climate Change","S. Easterbrook; K. Mens; S. Zschaler","University of Toronto, Toronto, Canada; Université catholique de Louvain, Louvain-la-Neuve, Belgium; Lancaster University, Lancaster, UK",2010 ACM/IEEE 32nd International Conference on Software Engineering,"27 Oct 2011","2010","2","","449","450","This workshop will explore the contributions that software research can make to the challenge of tackling climate change. Software is a critical enabling technology in nearly all aspects of climate change, from the computational models used by climate scientists to improve our understanding of the impact of human activities on earth systems, through to the information and control systems needed to build an effective carbon-neutral society. The intent of the workshop is to explore how software research can contribute to this challenge, to build a community of researchers interested in responding to the challenge, and to map out a research agenda.","1558-1225","978-1-60558-719-6","10.1145/1810295.1810423","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6062242","climate change;computational thinking;global warming;green IT;inter-disciplinary research","Meteorology;Educational institutions;Conferences;Software;Communities;Control systems;Earth","","1","","4","","27 Oct 2011","","","IEEE","IEEE Conferences"
"Research to Practice: Keeping STEM student recruitment fresh and relevant using peer mentoring","J. I. Clark","Norm Asbjornson College of Engineering, Montana State University, Bozeman, MT, USA",2020 IEEE Frontiers in Education Conference (FIE),"4 Dec 2020","2020","","","1","5","This work in progress paper in the research-to-practice category focuses on high school students planning to enter a new learning environment for transition. Prospective students benefit from structured programming that considers two factors. First, the college knowledge required to navigate day-to-day logistics including new living arrangements, supporting physical & mental health, and funding the experience. Second, STEM curricula and challenges students from extremely rural communities face in identifying with these rigorous programs. The work of influential researchers in student transition and retention along with contextual findings from a large, rural state in the Rocky Mountain region informed the redesign of an engineering college's outreach program. This paper has two purposes. First, it details how established theories combined with research findings and assessment can create robust models to support keeping recruitment programs relevant. Second, it provides an example of how a model was developed and then used to redesign and assess an outreach program using college peer mentors to support high school-aged students interested in engineering and computing disciplines.","2377-634X","978-1-7281-8961-1","10.1109/FIE44824.2020.9274230","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274230","research-to-practice;outreach program design;design thinking;computational thinking;backward design;Next Generation STEM;pracademic approach","Games;Computational modeling;Statistics;Sociology;Education;Recruitment;STEM","","1","","34","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"Rural Research-to-Practice Partnerships Integrating Computer Science K-8","R. Kermish-Allen; P. Buffingston; S. Byrd; B. Nickerson; R. Tate","Maine Mathematics and Science Alliance, Augusta, ME, USA; Educational Development Center, Boston, MA, USA; Maine Mathematics and Science Alliance, Augusta, ME, USA; Maine Mathematics and Science Alliance, Augusta, ME, USA; Maine Mathematics and Science Alliance, Augusta, ME, USA","2020 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","4 Dec 2020","2020","1","","1","2","This report highlights evidence from a research to practice partnership (RPP) designed to examine computer science (CS) integration in rural K-8 schools. The project implements a design approach that encourages collaboration between educators, tech integrators, and administrators. They act as co-researchers in identifying and examining connections between barriers to integration.","","978-1-7281-7172-2","10.1109/RESPECT49803.2020.9272439","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272439","computer science;computational thinking;problems of practice","Collaboration;Interviews;Social networking (online);Mathematical model;Business;Training;Testing","","1","","3","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"Developing a Systemic, Scalable Model to Broaden Participation in Middle School Computer Science","E. Wiebe; T. Barnes; S. Freeman; D. Frye; M. L. Maher; L. Cao; M. M. Dorodchi; D. Pugalee; A. S. Rorrer; D. Boulden; V. Cateté","North Carolina State University, NC 27606; North Carolina State University, NC 27606; North Carolina State University, NC 27606; North Carolina State University, NC 27606; University North Carolina, Charlotte, NC 28223; University North Carolina, Charlotte, NC 28223; University North Carolina, Charlotte, NC 28223; University North Carolina, Charlotte, NC 28223; University North Carolina, Charlotte, NC 28223; North Carolina State University, NC 27606; North Carolina State University, NC 27606","2019 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","10 Feb 2020","2019","","","1","2","This poster describes the overarching goals of a newly awarded NSF-funded grant (DRL-1837439) designed to address the provision of equitable access to underrepresented students (e.g., females, African-Americans, Hispanic/Latinx) in computing. Collaborative Research: Broadening Participation with the STEM Ecosystem: Developing a Scalable Model using an RPP Approach evolved out of the research team’s past experiences with developing strategic partnerships with school administrators and classroom teachers to bring computationally-rich activities to students throughout the school day, but especially in core math and science courses.","","978-1-7281-0821-6","10.1109/RESPECT46404.2019.8985931","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8985931","Research Practice Partnership;K-12;STEM+C;Computational Thinking","","","1","","6","IEEE","10 Feb 2020","","","IEEE","IEEE Conferences"
"Work in progress: Integrating computation across engineering curricula: Preliminary impact on students","C. E. Vergara; D. Briedis; N. Buch; A. -H. Esfahanian; J. Sticklen; M. Urban-Lurain; L. Paquette; C. Dresen; K. Frazier","Michigan State University, East Lansing, MI, USA; Michigan State University, East Lansing, MI, USA; Michigan State University, East Lansing, MI, USA; Michigan State University, East Lansing, MI, USA; Michigan State University, East Lansing, MI, USA; Michigan State University, East Lansing, MI, USA; Lansing Community College, Lansing, MI, USA; Corporation for Skilled Workforce, Ann Arbor, MI, USA; Corporation for Skilled Workforce, Ann Arbor, MI, USA",2012 Frontiers in Education Conference Proceedings,"18 Feb 2013","2012","","","1","2","The Collaborative Process to Align Computing Education with Engineering Workforce Needs (CPACE) team developed a partnership among various stakeholders to identify the computational skills that are essential for a globally competitive engineering workforce. Our goal is to redesign the role of computing within the engineering programs at Michigan State University (MSU) and Lansing Community College (LCC) to develop computational competencies - informed by industry needs - by infusing computational learning opportunities into the undergraduate engineering curriculum. In this paper we summarize the process that we used to translate our research findings about the computational competencies needs in the engineering workplace into fundamental computer science (CS) concepts that can be used in curricular implementation. We also discuss the initial phase of our curricular implementation strategy in two disciplinary engineering programs at MSU and transfer programs at LCC.","2377-634X","978-1-4673-1352-0","10.1109/FIE.2012.6462286","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6462286","Computational thinking in engineering;industry to academia;curricular reform","Industries;MATLAB;Educational institutions;Computer science;Interviews;Problem-solving","","1","","8","IEEE","18 Feb 2013","","","IEEE","IEEE Conferences"
"The Teaching of Programming is not the Future but the Present","B. Rial-Fernández; L. P. Santacruz-Valencia","Rey Juan Carlos University, Madrid, Spain; ETSII, Rey Juan Carlos University, Madrid, Spain",2019 International Symposium on Computers in Education (SIIE),"28 Jan 2020","2019","","","1","6","Until relatively recently, technology has been used as a passive tool that makes the learner a user of various applications. However, this has been changing thanks to the widespread idea that all children should have the opportunity to learn a little computer skills from an early age, since they will live in a world where computing is everywhere. Aware that the teaching of programming is not the future but the present, countries such as the United States, Singapore, Estonia and even Spain, face this strategic challenge, which not only prepares students for an increasingly technological labour market, it encourages the development of useful skills for any student regardless of their future professional activity. With this idea in mind, this article describes the case study carried out in a classroom of Early Childhood Education, with students of 5 years of age, with which basic programming concepts have been worked out. The results obtained indicate that they have been able to master the new vocabulary, assimilate the concepts and work for themselves with the chosen tool to carry out the intervention.","","978-1-7281-3182-5","10.1109/SIIE48397.2019.8970118","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8970118","Programming;Early Childhood Education;Basic Concepts;Computational Thinking","","","1","","13","IEEE","28 Jan 2020","","","IEEE","IEEE Conferences"
