"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Teen-sexting on Social Network “Instagram” and it's Computational Thinking Consequences","P. Šaloun; M. Kolárová; D. Andrešič; M. Malčik; M. Klement","Palacky University Olomouc., Olomouc, Czech Republic; Palacky University Olomouc., Olomouc, Czech Republic; VSB - Technical University of Ostrava, Ostrava-Poruba, Czech Republic; VSB - Technical University of Ostrava, Ostrava-Poruba, Czech Republic; Palacky University Olomouc., Olomouc, Czech Republic",2022 IEEE 16th International Scientific Conference on Informatics (Informatics),"4 Apr 2023","2022","","","317","322","In this paper we summarize results of our internet survey which took place in Spring 2021 having over 3400 respondents and focused on adolescent sexting presence on the Instagram social network. We were interested in the frequency of this phenomena, awareness and general experience of adolescents with sexting and in general in Instagram social network security regarding adolescents. Results in terms of the danger of this phenomena are clear and demonstrable: a significant amount of the teenagers came across with it. The linkage and necessity of awareness in terms of secure behaviour on the internet and relevance with computational thinking is obvious but out of scope of this work.","","979-8-3503-1034-4","10.1109/Informatics57926.2022.10083435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083435","Computational thinking;Sexting;Social net-work;Statistics","Couplings;Social networking (online);Multimedia Web sites;Education;Security;Informatics;Springs","","","","9","IEEE","4 Apr 2023","","","IEEE","IEEE Conferences"
"The influence of students’ computer science learning experience on their perception of computational thinking","J. Ye; X. Lai; G. K. W. Wong","Faculty of Education, The University of Hong Kong, Hong Kong, China; Faculty of Education, The University of Hong Kong, Hong Kong, China; Faculty of Education, The University of Hong Kong, Hong Kong, China",2021 IEEE Global Engineering Education Conference (EDUCON),"18 Jun 2021","2021","","","1495","1496","This systematic review aims to explore how students' CS learning experience influences their perception of computational thinking. We identified 21 publications in SCOPUS and coded them for comparison and synthesis. Through a meta-analysis, we found a medium effect size (g =0.656; p<; 0.001) supporting the influence of CS learning on students' change of perception of CT. Through qualitative synthesis, results show that CS learning experience influences perception of CT in terms of self-efficacy, behavioral & emotional engagement, and awareness of careers. Findings provide insights to facilitate CT education strategies and promote educational equity in the STEM field.","2165-9567","978-1-7281-8478-4","10.1109/EDUCON46332.2021.9453929","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9453929","computational thinking;perception;CS education","Computer science;Systematics;Engineering profession;Conferences;Engineering education","","","","10","IEEE","18 Jun 2021","","","IEEE","IEEE Conferences"
"Sustainable C++ Education in General High School: from Teaching Programming Skills to Developing Computational Thinking","W. Xiduo; L. Jialin; Z. Zhizhen","Technology teaching and research group, The Second High School Attached to Beijing Normal University, Beijing, China; Faculty of Education, Beijing Normal University, Beijing, China; Faculty of Education, Beijing Normal University, Beijing, China",2020 15th International Conference on Computer Science & Education (ICCSE),"22 Sep 2020","2020","","","35","38","In the age of Artificial Intelligence, the status of C++ Education Program in China's general high schools is somewhat embarrassing. On one hand, the programming training courses targeted K-12 students have been a big industry; on the other hand, the four editions of the current National High School Information Technology Curriculum textbooks are all in python. Based on the teaching experience of frontline teachers who have been teaching in general high schools for 18 years and the analysis of China's latest curriculum standards and core literacy requirements in information technology, this paper explores how general high schools can achieve sustainable C++ education program. At the curriculum level, combining the characteristics of C++ and students' developmental needs, two series of courses are formed: the General Studies Series and the Competition Series, the General Studies Series feature ""wide range of content"" and ""real problem-driven""; the Competition Series featuring ""deep"" and ""classic problems of computer science algorithms"". At the teaching level, putting ""problem understanding"", ""algorithm design"", ""algorithm experimentation and analysis"" and ""algorithm thinking communication"" at the core of teaching practice, in stages and according to the types of students, differential teaching strategies are adopted, attaching importance to the problem context design and algorithm design, and emphasizing the process of ""computational thinking"" of the students. Only based on the all-round development of students' individuality, adjusting the curriculum and teaching, can the C++ Programming Education of ordinary high school be sustainable.","2473-9464","978-1-7281-7267-5","10.1109/ICCSE49874.2020.9201830","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9201830","C++ programming education;sustainability;computational thinking","Education;C++ languages;Programming profession;Information technology;Standards","","","","9","IEEE","22 Sep 2020","","","IEEE","IEEE Conferences"
"Assessing Self-Efficacy Method for Enhancing Computational Thinking in Educational Game Environment","R. Nobnop; N. Chondamrongkul; P. Temdee","Computer and Communication Engineering for Capacity Building Research Center, School of Information Technology, Mae Fah Luang University, Chiang Rai, Thailand; Computer and Communication Engineering for Capacity Building Research Center, School of Information Technology, Mae Fah Luang University, Chiang Rai, Thailand; Computer and Communication Engineering for Capacity Building Research Center, School of Information Technology, Mae Fah Luang University, Chiang Rai, Thailand",2024 5th Technology Innovation Management and Engineering Science International Conference (TIMES-iCON),"15 Aug 2024","2024","","","1","4","Self-efficacy is critical for improving computational thinking in gaming. However, conventional assessment methods like questionnaires can produce disengaged responses or require additional work to understand the questions and have limitations in the assessment of dynamic self-efficacy. To address this challenge, this study proposes a method using in-game features to assess self-efficacy, which can change over the playtime. The employed in-game feature is the Planning Stage, in which learners strategize and prepare their approach before engaging with challenges. We collect data on the time spent in this stage, which is newly proposed in this study. The experiment was conducted with twenty-five students in the Multimedia Technology and Animation Major playing Tenacity-P to accomplish tasks from a computer programming course. To validate the method, we compared self-efficacy results from the game-based approach with those from conventional questionnaires. The findings highlight the need for strategic planning in managing difficult tasks. As challenges increased, performance measures varied more, underscoring the importance of strong problem-solving skills. Efficient strategic planning directly improved self-efficacy, as participants with better planning skills maintained higher self-efficacy despite increasing task difficulty.","","979-8-3503-6260-2","10.1109/TIMES-iCON61890.2024.10630739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10630739","Computational Thinking;Educational game;Game features;Self-efficacy","Games;Strategic planning;Innovation management;Animation;Particle measurements;Real-time systems;Problem-solving","","","","25","IEEE","15 Aug 2024","","","IEEE","IEEE Conferences"
"An Empirical Study on Designing STEM+AI Teaching to Cultivate Primary School Students' Computational Thinking Perspective and Identity","X. Li; H. Xiang; M. Zhao; X. Zhou; J. Huang","Dept. School of Education, Jianghan University, Wuhan, China; School of Education, Jianghan University, Wuhan, China; School of Education, Jianghan University, Wuhan, China; School of Education, Jianghan University, Wuhan, China; Wuhan Economic and Technological Development Zone Experimental Primary School, Wuhan, China",2024 6th International Conference on Computer Science and Technologies in Education (CSTE),"18 Jul 2024","2024","","","93","98","With the development of the era of artificial intelligence(AI), China has put forward the cultivation of computational thinking(CT) in the compulsory education curriculum standard. CT includes three dimensions: CT concept, CT practice, and CT perspective. As a part of CT, the development of the CT perspective can promote the growth of students ‘ connection ability, questioning ability, and expression ability. CT perspective promotes the formation of computational identity through the internalization of concepts. At present, there are relatively few studies on the CT perspective. Based on this, this study proposes a design-based STEM + AI teaching model, aiming to create a combination of artificial intelligence and interdisciplinary to cultivate pupils ‘ CT perspective and form their computational identity. In this study, a single group of pre-test and post-test experiments were conducted to test the CT perspective and computational identity of students in the third grade of a primary school in Wuhan. The research shows that the design-based STEM + AI teaching has significantly improved the expression ability and questioning ability of primary school students in the CT perspective, as well as the correlation ability, participation ability, realization ability, and goal-setting ability in the computational identity. The implementation of STEM + AI teaching helps students to internalize ideas from the perspective of CT, thus cultivating students' computational identity.","","979-8-3503-5180-4","10.1109/CSTE62025.2024.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10589985","computational thinking perspective and identity;STEM + AI;teaching model","Computer science;Correlation;Computational modeling;Education;Artificial intelligence;Pupils;Standards","","","","16","IEEE","18 Jul 2024","","","IEEE","IEEE Conferences"
"Work-in-progress—Developing an Evidence-Centered Model for Computational Thinking in Virtual Worlds with Children with Autism","A. Barrett; N. Zhang; F. Ke; J. Moon; Z. Sokolikj","Department of Educational, Psychology and Learning Systems, Florida State University, Tallahassee, USA; Department of Educational, Psychology and Learning Systems, Florida State University, Tallahassee, USA; Department of Educational, Psychology and Learning Systems, Florida State University, Tallahassee, USA; Department of Educational Leadership, Policy, & Technology Studies, The University of Alabama, Tuscaloosa, USA; Department of Scientific Computing, Florida State University, Tallahassee, USA",2022 8th International Conference of the Immersive Learning Research Network (iLRN),"11 Jul 2022","2022","","","1","3","This work-in-progress paper reports on the establishment of preliminary reliability for a domain-agnostic evidence-centered assessment model to measure computational thinking (CT) in an online virtual world. Preliminary reliability was established between two researchers through manually coding 800 minutes of recorded learning sessions and over 350 minutes of consultation. Participants were three adolescents diagnosed with autism spectrum disorder. Findings indicate an acceptable level of reliability between the two coders, opening the way to more extensive application of the model in future studies.","","978-1-7348995-3-5","10.23919/iLRN55037.2022.9815999","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9815999","computational thinking;evidence-centered design;behavioral coding;virtual worlds;autism spectrum disorder","Autism;Atmospheric measurements;Computational modeling;Particle measurements;Encoding;Reliability","","","","22","","11 Jul 2022","","","IEEE","IEEE Conferences"
"Learning Chinese as a Second Language by Educational Robots Integrating the Operation of Conditional Logic in Computational Thinking and the Usage of the Causal Sentences","T. -C. Hsu; L. -H. Wong; G. P. Aw","Department of Technology Application and Human Resource Development, National Taiwan Normal University, Taipei, Taiwan; National Institute of Education, Nanyang Technological University, Singapore; National Institute of Education, Nanyang Technological University, Singapore",2020 IEEE 20th International Conference on Advanced Learning Technologies (ICALT),"4 Aug 2020","2020","","","236","237","This study attempted to carry out interdisciplinary learning activities which integrate computational thinking into language learning. The participants were 56 5th-grade Chinese as a Second Language (CSL) students in Singapore. The students were required to learn the ability to apply conditional complex sentences in Chinese language and learn the conditional structural logic through coding educational robots to interact with each other in Chinese. The results showed that the students improved significantly in the linguistic knowledge. Furthermore, the computer programming self-efficacy of the students has also promoted significantly in terms of logical thinking, control and debugging. The students had also shown a high level of learning engagement, low anxiety and a high intention in the robot coding activity. This study presented the empirical results of this cross-domain integration of educational robots and language learning, providing a reference and teaching practices for future teachers.","2161-377X","978-1-7281-6090-0","10.1109/ICALT49669.2020.00077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9155874","Chinese as a Second Language;Computational Thinking;Educational Robots;Computer Programming Self-Efficacy","Educational robots;Programming profession;Encoding;Education;Linguistics","","","","6","IEEE","4 Aug 2020","","","IEEE","IEEE Conferences"
"Computational Thinking and Academic Achievement: The Mediator Roles of Problem-solving Ability and Learning Anxiety","Z. Zhu; Y. Zhang; W. Zhu; J. Ma","Central China Normal University, Wuhan, China; Central China Normal University, Wuhan, China; Jiangxi Normal University, Nanchang, China; Central China Normal University, Wuhan, China",2023 International Symposium on Educational Technology (ISET),"20 Dec 2023","2023","","","94","98","Computational thinking (CT) has received increasing attention from educational researchers as a higher-order thinking skill. CT is a key factor that influences the learning process and facilitates the acquisition of knowledge and the improvement of students’ academic performance. However, the mechanisms of how CT affects students’ academic performance have yet to be explored in depth. Based on this, this study used a large-scale questionnaire to construct a model with problem-solving ability and learning anxiety as mediators with 8,134 Chinese elementary school students. The results showed that CT was a significant direct predictor of academic achievement; problem-solving ability and learning anxiety played significant mediator roles between CT and students’ academic achievement. CT can improve students’ problem-solving ability and reduce anxiety, which leads to better academic performance.","2766-2144","979-8-3503-0491-6","10.1109/ISET58841.2023.00027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10361064","computational thinking;academic achievement;problem-solving ability;learning anxiety;elementary","Anxiety disorders;Educational technology;Problem-solving","","","","48","IEEE","20 Dec 2023","","","IEEE","IEEE Conferences"
"Playing a Computational Thinking Game using Hand Gestures","E. Castro; T. Sakata; L. Zaina","Computer Department, Federal University of São Carlos Sorocaba, São Paulo, Brazil; Computer Department, Federal University of São Carlos Sorocaba, São Paulo, Brazil; Computer Department, Federal University of São Carlos Sorocaba, São Paulo, Brazil",2019 IEEE 19th International Conference on Advanced Learning Technologies (ICALT),"2 Sep 2019","2019","2161-377X","","105","109","The concern on promoting the development of Computational Thinking (CT) in children has increased over the years. Games are recognized as a good strategy for presenting CT and for engaging children to the learning of its concepts. Hand gestures are a form of interaction widely used in video-games. However, few studies have been conducted to investigate how children feel and interact when using hand gestures in the context of learning tools. And this number decrease in studies about CT learning. In this paper, we explore the feedback of 29 children about their interaction by using hand gestures in a game to stimulate the CT which we called CT game. We also compare this type of interaction to touch. Additionally, we examine how both, hand gestures and touch, can impact on accomplishing of the goals of the game phases. Our findings revealed the children kept more engaged when using hand gestures, and consequently, this affected their concentration on the game purpose.","2161-377X","978-1-7281-3485-7","10.1109/ICALT.2019.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8820841","computational thinking;games;hand gestures interaction;children","","","","","21","IEEE","2 Sep 2019","","","IEEE","IEEE Conferences"
"Development and Evaluation of Quizzes Aimed at Quantifying Computational Thinking","H. Tanioka; R. Yano","Center for Administration of Information Technology, Tokushima University, Tokushima, Japan; Graduate School of Sciences and Technology for Innovationy, Tokushima University, Tokushima, Japan",2021 10th International Congress on Advanced Applied Informatics (IIAI-AAI),"13 Jun 2022","2021","","","188","191","Programming education will be compulsory in elementary schools in Japan from 2020, but it is still little information on how to measure the effects of lessons conducted for students. In this study, to measure objectively and quantitatively the educational effect of programming education, we developed 30 quizzes of measuring the ability of computational thinking. In this paper, focusing on the programming experience of college students and above, we confirmed the measurable ability using these quizzes.","2770-8470","978-1-6654-2420-2","10.1109/IIAI-AAI53430.2021.00033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9790933","learning analytics;programming education;computational thinking","Education;Focusing;Informatics;Programming profession","","","","10","IEEE","13 Jun 2022","","","IEEE","IEEE Conferences"
